Time,TimeDST,TimeUTC,Energy Use: Total,Fuel Use: Electricity: Total,Fuel Use: Natural Gas: Total,End Use: Electricity: Heating,End Use: Electricity: Heating Fans/Pumps,End Use: Electricity: Cooling,End Use: Electricity: Cooling Fans/Pumps,End Use: Electricity: Hot Water,End Use: Electricity: Lighting Interior,End Use: Electricity: Lighting Garage,End Use: Electricity: Lighting Exterior,End Use: Electricity: Mech Vent,End Use: Electricity: Refrigerator,End Use: Electricity: Freezer,End Use: Electricity: Dishwasher,End Use: Electricity: Clothes Washer,End Use: Electricity: Clothes Dryer,End Use: Electricity: Range/Oven,End Use: Electricity: Plug Loads,End Use: Natural Gas: Grill,Emissions: CO2e: LRMER_MidCase_15: Total,Emissions: CO2e: LRMER_MidCase_15: Net,Emissions: CO2e: LRMER_MidCase_15: Electricity: Total,Emissions: CO2e: LRMER_MidCase_15: Electricity: Net,Emissions: CO2e: LRMER_MidCase_15: Natural Gas: Total,Emissions: CO2e: LRMER_MidCase_15: Electricity: Heating,Emissions: CO2e: LRMER_MidCase_15: Electricity: Heating Fans/Pumps,Emissions: CO2e: LRMER_MidCase_15: Electricity: Cooling,Emissions: CO2e: LRMER_MidCase_15: Electricity: Cooling Fans/Pumps,Emissions: CO2e: LRMER_MidCase_15: Electricity: Hot Water,Emissions: CO2e: LRMER_MidCase_15: Electricity: Lighting Interior,Emissions: CO2e: LRMER_MidCase_15: Electricity: Lighting Garage,Emissions: CO2e: LRMER_MidCase_15: Electricity: Lighting Exterior,Emissions: CO2e: LRMER_MidCase_15: Electricity: Mech Vent,Emissions: CO2e: LRMER_MidCase_15: Electricity: Refrigerator,Emissions: CO2e: LRMER_MidCase_15: Electricity: Freezer,Emissions: CO2e: LRMER_MidCase_15: Electricity: Dishwasher,Emissions: CO2e: LRMER_MidCase_15: Electricity: Clothes Washer,Emissions: CO2e: LRMER_MidCase_15: Electricity: Clothes Dryer,Emissions: CO2e: LRMER_MidCase_15: Electricity: Range/Oven,Emissions: CO2e: LRMER_MidCase_15: Electricity: Plug Loads,Emissions: CO2e: LRMER_MidCase_15: Natural Gas: Grill,Hot Water: Clothes Washer,Hot Water: Dishwasher,Hot Water: Fixtures,Hot Water: Distribution Waste,Load: Heating: Delivered,Load: Cooling: Delivered,Load: Hot Water: Delivered,Load: Hot Water: Tank Losses,Unmet Hours: Heating,Unmet Hours: Cooling,Temperature: Attic - Vented,Temperature: Crawlspace - Vented,Temperature: Garage,Temperature: Living Space,Temperature: Heating Setpoint,Temperature: Cooling Setpoint,Airflow: Infiltration,Airflow: Mechanical Ventilation,Airflow: Natural Ventilation,Weather: Drybulb Temperature,Weather: Wetbulb Temperature,Weather: Relative Humidity,Weather: Wind Speed,Weather: Diffuse Solar Radiation,Weather: Direct Solar Radiation
,,,kBtu,kWh,kBtu,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kBtu,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,gal,gal,gal,gal,kBtu,kBtu,kBtu,kBtu,hr,hr,F,F,F,F,F,F,cfm,cfm,cfm,F,F,%,mph,Btu/(hr*ft^2),Btu/(hr*ft^2)
2007-01-01T01:00:00,2007-01-01T01:00:00,2007-01-01T06:00:00Z,22.504,6.582,0.044,0.103,0.009,0.0,0.0,0.0,0.09,0.004,0.033,0.0,0.084,0.029,0.0,0.073,5.812,0.0,0.347,0.044,8.54224,8.54224,8.53576,8.53576,0.00648,0.13302,0.01158,0.0,0.0,0.0,0.11716,0.00497,0.04261,0.0,0.1086,0.03799,0.0,0.09407,7.53631,0.0,0.44945,0.00648,1.826,0.0,0.552,0.164,1.127,0.0,1.099,0.113,0.0,0.0,59.735,60.243,73.405,73.5,73.5,73.5,89.735,171.485,0.0,55.4,54.403,94.0,3.355,0.0,0.0
2007-01-01T02:00:00,2007-01-01T02:00:00,2007-01-01T07:00:00Z,5.842,1.709,0.011,0.221,0.019,0.0,0.0,0.943,0.066,0.003,0.033,0.0,0.082,0.029,0.0,0.0,0.0,0.0,0.314,0.011,2.17486,2.17486,2.17324,2.17324,0.00162,0.28055,0.02459,0.0,0.0,1.19921,0.08358,0.00354,0.04179,0.0,0.10383,0.03633,0.0,0.0,0.0,0.0,0.39982,0.00162,0.0,0.0,5.537,1.645,2.407,0.0,3.098,0.114,0.0,0.0,56.118,60.732,73.037,73.5,73.5,73.5,176.782,0.0,0.0,55.4,54.403,94.0,3.355,0.0,0.0
2007-01-01T03:00:00,2007-01-01T03:00:00,2007-01-01T08:00:00Z,2.773,0.809,0.011,0.263,0.023,0.0,0.0,0.0,0.066,0.003,0.033,0.0,0.08,0.028,0.0,0.0,0.0,0.0,0.314,0.011,1.0283,1.0283,1.02668,1.02668,0.00162,0.33388,0.02924,0.0,0.0,0.0,0.08337,0.00353,0.04168,0.0,0.10091,0.0353,0.0,0.0,0.0,0.0,0.39878,0.00162,0.0,0.0,0.0,0.0,2.876,0.0,0.0,0.111,0.0,0.0,53.868,61.353,72.895,73.5,73.5,73.5,176.782,0.0,0.0,55.4,54.403,94.0,3.355,0.0,0.0
2007-01-01T04:00:00,2007-01-01T04:00:00,2007-01-01T09:00:00Z,4.266,1.244,0.022,0.297,0.026,0.0,0.0,0.4,0.066,0.003,0.033,0.0,0.077,0.027,0.0,0.0,0.0,0.0,0.314,0.022,1.54802,1.54802,1.54478,1.54478,0.00324,0.36951,0.03236,0.0,0.0,0.49659,0.08164,0.00346,0.04082,0.0,0.09622,0.03366,0.0,0.0,0.0,0.0,0.39053,0.00324,0.0,0.0,0.548,0.163,3.25,0.0,0.31,0.117,0.0,0.0,52.335,61.281,72.753,73.5,73.5,73.5,176.782,0.0,0.0,55.4,54.403,94.0,3.355,0.0,0.0
2007-01-01T05:00:00,2007-01-01T05:00:00,2007-01-01T10:00:00Z,3.053,0.872,0.077,0.326,0.029,0.0,0.0,0.0,0.066,0.003,0.033,0.0,0.075,0.026,0.0,0.0,0.0,0.0,0.314,0.077,1.09,1.09,1.07866,1.07866,0.01134,0.40327,0.03531,0.0,0.0,0.0,0.08129,0.00345,0.04064,0.0,0.09322,0.03261,0.0,0.0,0.0,0.0,0.38886,0.01134,0.0,0.0,1.106,0.329,3.563,0.0,0.62,0.115,0.0,0.0,51.783,61.255,72.564,73.5,73.5,73.5,176.782,0.0,0.0,55.4,54.403,94.0,3.355,0.0,0.0
2007-01-01T06:00:00,2007-01-01T06:00:00,2007-01-01T11:00:00Z,4.408,1.253,0.132,0.293,0.025,0.0,0.0,0.424,0.066,0.003,0.026,0.0,0.075,0.026,0.0,0.0,0.0,0.0,0.314,0.132,1.58148,1.58148,1.56204,1.56204,0.01944,0.36533,0.0316,0.0,0.0,0.52802,0.08193,0.00347,0.03295,0.0,0.09395,0.03287,0.0,0.0,0.0,0.0,0.39191,0.01944,0.0,0.0,2.392,0.711,3.236,0.0,1.337,0.116,0.0,0.0,52.534,61.699,72.401,73.5,73.5,73.5,165.262,0.0,0.0,57.2,55.122,88.0,3.355,0.0,0.0
2007-01-01T07:00:00,2007-01-01T07:00:00,2007-01-01T12:00:00Z,6.882,1.923,0.319,0.292,0.025,0.0,0.0,0.948,0.166,0.007,0.025,0.0,0.08,0.028,0.0,0.0,0.0,0.0,0.353,0.319,2.32574,2.32574,2.27877,2.27877,0.04697,0.34599,0.02993,0.0,0.0,1.1228,0.19705,0.00835,0.02962,0.0,0.09426,0.03298,0.0,0.0,0.0,0.0,0.41778,0.04697,0.0,0.0,5.671,1.685,3.222,0.0,3.17,0.116,0.0,0.0,52.248,61.542,72.238,73.5,73.5,73.5,164.423,0.0,0.0,57.2,55.122,88.0,0.0,0.0,0.0
2007-01-01T08:00:00,2007-01-01T08:00:00,2007-01-01T13:00:00Z,24.262,6.962,0.506,0.174,0.015,0.0,0.0,1.555,0.595,0.025,0.024,0.0,0.084,0.029,0.0,0.131,3.436,0.363,0.531,0.506,6.73296,6.73296,6.65846,6.65846,0.0745,0.16629,0.01435,0.0,0.0,1.48703,0.56881,0.02412,0.02323,0.0,0.08009,0.02802,0.0,0.12551,3.28586,0.34739,0.50778,0.0745,3.852,0.0,5.07,1.507,1.919,0.0,4.503,0.116,0.0,0.0,53.264,61.509,72.084,73.5,73.5,73.5,101.71,101.38,0.0,57.2,56.172,94.0,0.0,0.951,76.714
2007-01-01T09:00:00,2007-01-01T09:00:00,2007-01-01T14:00:00Z,25.699,7.39,0.484,0.0,0.0,0.17,0.049,1.011,0.633,0.027,0.024,0.0,0.086,0.03,0.21,0.0,4.268,0.339,0.544,0.484,6.40381,6.40381,6.33255,6.33255,0.07126,0.0,0.0,0.14564,0.04211,0.86603,0.54274,0.02301,0.0202,0.0,0.07356,0.02574,0.18007,0.0,3.65744,0.2901,0.4659,0.07126,1.164,1.297,5.502,1.635,0.0,2.243,4.13,0.116,0.0,0.0,63.074,63.148,72.092,73.5,73.5,73.5,46.591,125.938,0.0,66.2,62.771,83.0,5.816,14.899,219.68
2007-01-01T10:00:00,2007-01-01T10:00:00,2007-01-01T15:00:00Z,8.361,2.318,0.451,0.0,0.0,0.248,0.071,0.911,0.358,0.015,0.02,0.0,0.086,0.03,0.126,0.0,0.0,0.024,0.429,0.451,1.98752,1.98752,1.92112,1.92112,0.0664,0.0,0.0,0.20558,0.05868,0.75511,0.29662,0.01258,0.01658,0.0,0.07114,0.02489,0.10428,0.0,0.0,0.02011,0.35556,0.0664,0.0,3.19,2.1,0.624,0.0,3.212,2.558,0.117,0.0,0.0,71.573,62.651,71.945,73.5,73.5,73.5,91.787,0.0,0.0,68.0,63.395,78.0,6.935,20.288,254.55
2007-01-01T11:00:00,2007-01-01T11:00:00,2007-01-01T16:00:00Z,9.826,2.738,0.484,0.0,0.0,0.44,0.12,0.918,0.349,0.015,0.016,0.0,0.084,0.029,0.0,0.0,0.0,0.339,0.429,0.484,2.34397,2.34397,2.27271,2.27271,0.07126,0.0,0.0,0.36512,0.09978,0.76217,0.28936,0.01227,0.01305,0.0,0.06951,0.02432,0.0,0.0,0.0,0.281,0.35613,0.07126,0.0,3.354,2.2,0.654,0.0,5.367,2.678,0.117,0.0,0.0,79.486,63.693,71.795,73.5,73.5,73.5,81.879,0.0,0.0,73.4,61.273,50.0,11.408,54.207,187.346
2007-01-01T12:00:00,2007-01-01T12:00:00,2007-01-01T17:00:00Z,9.159,2.536,0.506,0.0,0.0,0.547,0.147,0.908,0.337,0.014,0.011,0.0,0.084,0.029,0.0,0.0,0.0,0.024,0.435,0.506,2.17116,2.17116,2.09666,2.09666,0.0745,0.0,0.0,0.45246,0.12173,0.75029,0.2783,0.0118,0.00886,0.0,0.06924,0.02422,0.0,0.0,0.0,0.02006,0.3597,0.0745,0.0,0.0,4.454,1.324,0.0,6.49,2.482,0.117,0.0,0.0,84.41,64.2,71.71,73.5,73.5,73.5,122.299,0.0,0.0,75.2,62.747,50.0,14.987,17.752,292.906
2007-01-01T13:00:00,2007-01-01T13:00:00,2007-01-01T18:00:00Z,7.565,2.082,0.462,0.0,0.0,0.576,0.158,0.436,0.329,0.014,0.009,0.0,0.088,0.031,0.0,0.0,0.0,0.0,0.442,0.462,1.76801,1.76801,1.69999,1.69999,0.06802,0.0,0.0,0.47033,0.12888,0.35634,0.26837,0.01138,0.007,0.0,0.07181,0.02512,0.0,0.0,0.0,0.0,0.36076,0.06802,0.0,0.0,3.311,0.984,0.0,6.987,1.86,0.118,0.0,0.0,86.743,64.032,71.608,73.5,73.5,73.5,81.879,0.0,0.0,73.4,61.264,50.0,11.408,19.971,298.612
2007-01-01T14:00:00,2007-01-01T14:00:00,2007-01-01T19:00:00Z,6.214,1.699,0.418,0.0,0.0,0.62,0.17,0.0,0.326,0.014,0.008,0.0,0.088,0.031,0.0,0.0,0.0,0.0,0.442,0.418,1.46244,1.46244,1.40089,1.40089,0.06155,0.0,0.0,0.51151,0.14038,0.0,0.26886,0.0114,0.00648,0.0,0.07252,0.02537,0.0,0.0,0.0,0.0,0.36436,0.06155,0.0,0.0,1.115,0.331,0.0,7.565,0.62,0.116,0.0,0.0,87.224,64.306,71.562,73.5,73.5,73.5,81.879,0.0,0.0,73.4,61.264,50.0,11.408,17.435,287.834
2007-01-01T15:00:00,2007-01-01T15:00:00,2007-01-01T20:00:00Z,7.115,1.927,0.539,0.0,0.0,0.64,0.176,0.407,0.196,0.008,0.008,0.0,0.088,0.031,0.0,0.0,0.0,0.0,0.375,0.539,1.66859,1.66859,1.58923,1.58923,0.07936,0.0,0.0,0.5275,0.14493,0.33535,0.16127,0.00684,0.00648,0.0,0.0725,0.02537,0.0,0.0,0.0,0.0,0.30899,0.07936,0.0,0.0,1.101,0.327,0.0,7.853,0.62,0.119,0.0,0.0,86.828,64.63,71.556,73.5,73.5,73.5,81.879,0.0,0.0,73.4,61.26,50.0,11.408,22.507,262.475
2007-01-01T16:00:00,2007-01-01T16:00:00,2007-01-01T21:00:00Z,5.656,1.468,0.649,0.0,0.0,0.566,0.158,0.0,0.2,0.008,0.009,0.03,0.086,0.03,0.0,0.0,0.0,0.0,0.381,0.649,1.33695,1.33695,1.2414,1.2414,0.09556,0.0,0.0,0.47896,0.13369,0.0,0.16883,0.00716,0.00725,0.02538,0.07261,0.0254,0.0,0.0,0.0,0.0,0.32211,0.09556,0.0,0.0,0.553,0.164,0.0,7.122,0.31,0.117,0.0,0.0,84.136,64.457,71.556,73.5,73.5,73.5,37.107,99.99,0.0,71.6,60.577,53.0,10.29,16.801,246.625
2007-01-01T17:00:00,2007-01-01T17:00:00,2007-01-01T22:00:00Z,7.325,1.792,1.209,0.0,0.0,0.502,0.14,0.4,0.216,0.009,0.014,0.0,0.092,0.032,0.0,0.0,0.0,0.0,0.387,1.209,1.77777,1.77777,1.59961,1.59961,0.17816,0.0,0.0,0.44825,0.12503,0.35692,0.19236,0.00816,0.01211,0.0,0.08221,0.02876,0.0,0.0,0.0,0.0,0.3458,0.17816,0.0,0.0,0.559,0.166,0.0,6.35,0.31,0.116,0.0,0.0,80.979,64.654,71.61,73.5,73.5,73.5,73.786,0.0,0.0,71.6,60.577,53.0,9.171,11.095,183.225
2007-01-01T18:00:00,2007-01-01T18:00:00,2007-01-01T23:00:00Z,7.505,1.681,1.77,0.0,0.0,0.379,0.109,0.0,0.257,0.011,0.026,0.0,0.1,0.035,0.0,0.0,0.0,0.363,0.4,1.77,2.07644,2.07644,1.81568,1.81568,0.26076,0.0,0.0,0.40921,0.11746,0.0,0.27741,0.01176,0.02855,0.0,0.10856,0.03798,0.0,0.0,0.0,0.39239,0.43235,0.26076,0.0,0.0,1.102,0.328,0.0,4.994,0.62,0.119,0.0,0.0,74.549,63.819,71.63,73.5,73.5,73.5,96.397,0.0,0.0,68.0,60.216,64.0,8.053,0.951,41.21
2007-01-01T19:00:00,2007-01-01T19:00:00,2007-01-02T00:00:00Z,8.633,2.159,1.264,0.0,0.0,0.274,0.078,0.89,0.323,0.014,0.035,0.0,0.105,0.037,0.0,0.0,0.0,0.0,0.404,1.264,2.56993,2.56993,2.38368,2.38368,0.18626,0.0,0.0,0.30213,0.08658,0.98282,0.35691,0.01513,0.03864,0.0,0.11556,0.04043,0.0,0.0,0.0,0.0,0.44549,0.18626,0.0,0.0,3.891,1.156,0.0,3.609,2.171,0.117,0.0,0.0,70.618,63.887,71.632,73.5,73.5,73.5,101.863,0.0,0.0,68.0,60.216,64.0,9.171,0.0,0.0
2007-01-01T20:00:00,2007-01-01T20:00:00,2007-01-02T01:00:00Z,8.167,2.168,0.77,0.0,0.0,0.284,0.081,0.427,0.692,0.029,0.046,0.0,0.1,0.035,0.0,0.0,0.0,0.0,0.473,0.77,2.51666,2.51666,2.40329,2.40329,0.11337,0.0,0.0,0.31429,0.09016,0.47289,0.76695,0.03252,0.05147,0.0,0.1114,0.03897,0.0,0.0,0.0,0.0,0.52464,0.11337,0.0,0.0,2.623,0.78,0.0,3.78,1.469,0.118,0.0,0.0,68.4,64.266,71.706,73.5,73.5,73.5,88.061,0.0,0.0,68.0,61.143,68.0,5.816,0.0,0.0
2007-01-01T21:00:00,2007-01-01T21:00:00,2007-01-02T02:00:00Z,14.375,4.071,0.484,0.0,0.0,0.318,0.09,1.754,0.989,0.042,0.065,0.03,0.098,0.034,0.0,0.127,0.0,0.0,0.524,0.484,4.52475,4.52475,4.45349,4.45349,0.07126,0.0,0.0,0.3475,0.09829,1.91883,1.08147,0.04585,0.07111,0.03282,0.10765,0.03766,0.0,0.1388,0.0,0.0,0.57349,0.07126,3.565,0.0,8.171,2.428,0.0,4.175,6.112,0.118,0.0,0.0,67.316,64.62,71.844,73.5,73.5,73.5,32.809,99.99,0.0,69.8,61.802,64.0,6.935,0.0,0.0
2007-01-01T22:00:00,2007-01-01T22:00:00,2007-01-02T03:00:00Z,22.4,6.504,0.209,0.0,0.0,0.383,0.108,0.602,0.806,0.034,0.075,0.0,0.096,0.034,0.0,0.068,3.791,0.0,0.505,0.209,7.22426,7.22426,7.19349,7.19349,0.03077,0.0,0.0,0.42324,0.11989,0.66618,0.89184,0.03781,0.08297,0.0,0.10652,0.03727,0.0,0.07513,4.19356,0.0,0.55908,0.03077,3.337,0.0,1.664,0.495,0.0,5.054,2.359,0.117,0.0,0.0,67.224,64.454,71.9,73.5,73.5,73.5,43.688,111.875,0.0,69.8,62.994,69.0,10.29,0.0,0.0
2007-01-01T23:00:00,2007-01-01T23:00:00,2007-01-02T04:00:00Z,7.329,2.106,0.143,0.0,0.0,0.297,0.084,0.757,0.354,0.015,0.065,0.0,0.092,0.032,0.0,0.0,0.0,0.0,0.41,0.143,2.6335,2.6335,2.61244,2.61244,0.02105,0.0,0.0,0.36816,0.10401,0.93872,0.43906,0.01862,0.08065,0.0,0.11428,0.03998,0.0,0.0,0.0,0.0,0.50897,0.02105,3.738,0.0,1.651,0.491,0.0,3.874,2.544,0.118,0.0,0.0,67.514,64.076,71.851,73.5,73.5,73.5,103.002,0.0,0.0,69.8,63.929,73.0,11.408,0.0,0.0
2007-01-02T00:00:00,2007-01-02T00:00:00,2007-01-02T05:00:00Z,6.801,1.971,0.077,0.0,0.0,0.267,0.074,0.877,0.198,0.008,0.045,0.0,0.086,0.03,0.0,0.0,0.0,0.0,0.385,0.077,2.63846,2.63846,2.62712,2.62712,0.01134,0.0,0.0,0.35598,0.09891,1.16926,0.2643,0.01121,0.06,0.0,0.11444,0.04004,0.0,0.0,0.0,0.0,0.513,0.01134,0.863,0.0,2.78,0.826,0.0,3.409,1.919,0.117,0.0,0.0,69.067,64.888,71.807,73.5,73.5,73.5,112.857,0.0,0.0,71.6,64.615,69.0,13.869,0.0,0.0
2007-01-02T01:00:00,2007-01-02T01:00:00,2007-01-02T06:00:00Z,2.888,0.833,0.044,0.0,0.0,0.238,0.066,0.0,0.066,0.003,0.033,0.0,0.084,0.029,0.0,0.0,0.0,0.0,0.314,0.044,1.08714,1.08714,1.08066,1.08066,0.00648,0.0,0.0,0.30908,0.08581,0.0,0.08524,0.00361,0.04261,0.0,0.1086,0.03799,0.0,0.0,0.0,0.0,0.40772,0.00648,0.0,0.0,0.0,0.0,0.0,3.036,0.0,0.121,0.0,0.0,69.629,65.118,71.757,73.5,73.5,73.5,73.786,0.0,0.0,71.6,63.385,64.0,9.171,0.0,0.0
2007-01-02T02:00:00,2007-01-02T02:00:00,2007-01-02T07:00:00Z,2.761,0.806,0.011,0.0,0.0,0.219,0.061,0.0,0.066,0.003,0.033,0.0,0.082,0.029,0.0,0.0,0.0,0.0,0.314,0.011,1.02658,1.02658,1.02496,1.02496,0.00162,0.0,0.0,0.27876,0.07732,0.0,0.08358,0.00354,0.04179,0.0,0.10383,0.03633,0.0,0.0,0.0,0.0,0.39982,0.00162,0.0,0.0,0.0,0.0,0.0,2.782,0.0,0.12,0.0,0.0,69.92,65.133,71.718,73.5,73.5,73.5,66.036,0.0,0.0,71.6,64.613,69.0,8.053,0.0,0.0
2007-01-02T03:00:00,2007-01-02T03:00:00,2007-01-02T08:00:00Z,2.598,0.758,0.011,0.0,0.0,0.183,0.052,0.0,0.066,0.003,0.033,0.0,0.08,0.028,0.0,0.0,0.0,0.0,0.314,0.011,0.96315,0.96315,0.96153,0.96153,0.00162,0.0,0.0,0.23252,0.06544,0.0,0.08337,0.00353,0.04168,0.0,0.10091,0.0353,0.0,0.0,0.0,0.0,0.39878,0.00162,0.0,0.0,0.0,0.0,0.0,2.364,0.0,0.12,0.0,0.0,69.194,64.809,71.656,73.5,73.5,73.5,81.493,0.0,0.0,69.8,65.068,78.0,8.053,0.0,0.0
2007-01-02T04:00:00,2007-01-02T04:00:00,2007-01-02T09:00:00Z,2.613,0.759,0.022,0.0,0.0,0.187,0.052,0.0,0.066,0.003,0.033,0.0,0.077,0.027,0.0,0.0,0.0,0.0,0.314,0.022,0.94648,0.94648,0.94324,0.94324,0.00324,0.0,0.0,0.23251,0.06441,0.0,0.08164,0.00346,0.04082,0.0,0.09622,0.03366,0.0,0.0,0.0,0.0,0.39053,0.00324,0.0,0.0,0.0,0.0,0.0,2.363,0.0,0.119,0.0,0.0,70.069,65.289,71.623,73.5,73.5,73.5,82.229,0.0,0.0,71.6,66.746,78.0,10.29,0.0,0.0
2007-01-02T05:00:00,2007-01-02T05:00:00,2007-01-02T10:00:00Z,2.637,0.75,0.077,0.0,0.0,0.182,0.05,0.0,0.066,0.003,0.033,0.0,0.075,0.026,0.0,0.0,0.0,0.0,0.314,0.077,0.93926,0.93926,0.92792,0.92792,0.01134,0.0,0.0,0.22542,0.06242,0.0,0.08129,0.00345,0.04064,0.0,0.09322,0.03261,0.0,0.0,0.0,0.0,0.38886,0.01134,0.0,0.0,0.0,0.0,0.0,2.294,0.0,0.118,0.0,0.0,70.602,65.394,71.593,73.5,73.5,73.5,91.264,0.0,0.0,71.6,67.891,83.0,11.408,0.0,0.0
2007-01-02T06:00:00,2007-01-02T06:00:00,2007-01-02T11:00:00Z,2.511,0.697,0.132,0.0,0.0,0.145,0.041,0.0,0.066,0.003,0.026,0.0,0.075,0.026,0.0,0.0,0.0,0.0,0.314,0.132,0.88864,0.88864,0.8692,0.8692,0.01944,0.0,0.0,0.18122,0.0509,0.0,0.08193,0.00347,0.03295,0.0,0.09395,0.03287,0.0,0.0,0.0,0.0,0.39191,0.01944,0.0,0.0,0.794,0.236,0.0,1.855,0.441,0.116,0.0,0.0,69.902,65.011,71.532,73.5,73.5,73.5,122.544,0.0,0.0,69.8,67.275,88.0,13.869,0.0,0.0
2007-01-02T07:00:00,2007-01-02T07:00:00,2007-01-02T12:00:00Z,4.666,1.274,0.319,0.0,0.0,0.15,0.042,0.424,0.166,0.007,0.025,0.0,0.08,0.028,0.0,0.0,0.0,0.0,0.353,0.319,1.55633,1.55633,1.50936,1.50936,0.04697,0.0,0.0,0.17762,0.04986,0.50184,0.19705,0.00835,0.02962,0.0,0.09426,0.03298,0.0,0.0,0.0,0.0,0.41778,0.04697,0.0,0.0,2.383,0.708,0.0,1.905,1.332,0.118,0.0,0.0,69.243,65.047,71.519,73.5,73.5,73.5,87.89,0.0,0.0,69.8,67.275,88.0,9.171,0.0,0.0
2007-01-02T08:00:00,2007-01-02T08:00:00,2007-01-02T13:00:00Z,7.221,1.968,0.506,0.0,0.0,0.179,0.05,0.835,0.33,0.014,0.024,0.0,0.084,0.029,0.0,0.0,0.0,0.0,0.423,0.506,1.95676,1.95676,1.88225,1.88225,0.0745,0.0,0.0,0.17076,0.04792,0.79872,0.31558,0.01338,0.02323,0.0,0.08009,0.02802,0.0,0.0,0.0,0.0,0.40456,0.0745,0.0,0.0,2.956,0.878,0.0,2.255,1.65,0.118,0.0,0.0,68.933,65.088,71.55,73.5,73.5,73.5,75.984,0.0,0.0,69.8,67.275,88.0,6.935,1.902,13.314
2007-01-02T09:00:00,2007-01-02T09:00:00,2007-01-02T14:00:00Z,7.121,1.945,0.484,0.0,0.0,0.261,0.072,0.474,0.491,0.021,0.024,0.0,0.086,0.03,0.0,0.0,0.0,0.0,0.487,0.484,1.73806,1.73806,1.6668,1.6668,0.07126,0.0,0.0,0.22381,0.0619,0.40595,0.42074,0.01784,0.0202,0.0,0.07356,0.02574,0.0,0.0,0.0,0.0,0.41707,0.07126,0.0,0.0,3.878,1.152,0.0,3.22,2.18,0.118,0.0,0.0,71.775,65.473,71.597,73.5,73.5,73.5,59.103,0.0,0.0,71.6,69.012,88.0,6.935,30.749,38.357
2007-01-02T10:00:00,2007-01-02T10:00:00,2007-01-02T15:00:00Z,6.915,1.894,0.451,0.0,0.0,0.435,0.114,0.407,0.358,0.015,0.02,0.0,0.086,0.03,0.0,0.0,0.0,0.0,0.429,0.451,1.63639,1.63639,1.56999,1.56999,0.0664,0.0,0.0,0.36015,0.09485,0.33763,0.29662,0.01258,0.01658,0.0,0.07114,0.02489,0.0,0.0,0.0,0.0,0.35556,0.0664,0.0,0.0,1.164,0.346,0.0,5.01,0.648,0.117,0.0,0.0,78.348,66.71,71.702,73.5,73.5,73.5,121.267,0.0,0.0,77.0,70.776,74.0,13.869,42.161,183.542
2007-01-02T11:00:00,2007-01-02T11:00:00,2007-01-02T16:00:00Z,5.075,1.346,0.484,0.0,0.0,0.498,0.131,0.0,0.208,0.009,0.016,0.0,0.084,0.029,0.0,0.0,0.0,0.0,0.371,0.484,1.18809,1.18809,1.11683,1.11683,0.07126,0.0,0.0,0.41318,0.10891,0.0,0.17229,0.0073,0.01305,0.0,0.06951,0.02432,0.0,0.0,0.0,0.0,0.30827,0.07126,0.0,0.0,0.551,0.164,0.0,5.706,0.31,0.119,0.0,0.0,82.191,66.638,71.717,73.5,73.5,73.5,121.267,0.0,0.0,77.0,70.776,74.0,13.869,80.518,44.38
2007-01-02T12:00:00,2007-01-02T12:00:00,2007-01-02T17:00:00Z,5.452,1.45,0.506,0.0,0.0,0.587,0.154,0.0,0.201,0.009,0.011,0.0,0.084,0.029,0.0,0.0,0.0,0.0,0.375,0.506,1.27298,1.27298,1.19848,1.19848,0.0745,0.0,0.0,0.48567,0.12752,0.0,0.1661,0.00704,0.00886,0.0,0.06924,0.02422,0.0,0.0,0.0,0.0,0.30982,0.0745,0.0,0.0,1.116,0.332,0.0,6.666,0.62,0.116,0.0,0.0,86.8,66.852,71.717,73.5,73.5,73.5,97.362,0.0,0.0,77.54,71.01,73.0,10.29,60.864,168.326
2007-01-02T13:00:00,2007-01-02T13:00:00,2007-01-02T18:00:00Z,7.105,1.947,0.462,0.0,0.0,0.651,0.172,0.414,0.197,0.008,0.009,0.0,0.088,0.031,0.0,0.0,0.0,0.0,0.378,0.462,1.65789,1.65789,1.58986,1.58986,0.06802,0.0,0.0,0.53123,0.14043,0.3379,0.16081,0.00682,0.007,0.0,0.07181,0.02512,0.0,0.0,0.0,0.0,0.30875,0.06802,0.0,0.0,1.65,0.49,0.0,7.407,0.928,0.118,0.0,0.0,90.879,67.0,71.737,73.5,73.5,73.5,73.907,0.0,0.0,77.0,70.77,74.0,6.935,68.789,169.277
2007-01-02T14:00:00,2007-01-02T14:00:00,2007-01-02T19:00:00Z,7.951,2.208,0.418,0.0,0.0,0.614,0.159,0.925,0.066,0.003,0.008,0.0,0.088,0.031,0.0,0.0,0.0,0.0,0.314,0.418,1.88228,1.88228,1.82074,1.82074,0.06155,0.0,0.0,0.50663,0.1313,0.76261,0.05421,0.0023,0.00648,0.0,0.07252,0.02537,0.0,0.0,0.0,0.0,0.25931,0.06155,0.0,0.0,4.979,1.479,0.0,6.781,2.79,0.118,0.0,0.0,89.96,67.292,71.842,73.5,73.5,73.5,100.122,0.0,0.0,78.8,70.003,65.0,9.171,79.25,28.53
