occupants,lighting_interior,lighting_garage,cooking_range,dishwasher,clothes_washer,clothes_dryer,ceiling_fan,plug_loads_other,plug_loads_tv,hot_water_dishwasher,hot_water_clothes_washer,hot_water_fixtures
0.5,0.245,0.245,0,0.533,0,0,0.346,0.645,0.645,0.233,0.257,0
0.5,0.258,0.258,0,0.267,0,0,0.353,0.664,0.664,0.826,0,0
0.75,0.424,0.424,0.5,0,0,0,0.473,0.791,0.791,0,0,0.0655
0.5,0.385,0.385,0.0167,0,0,0,0.499,0.72,0.72,0,0,0.177
0.25,0.267,0.267,0.767,0,0,0,0.414,0.597,0.597,0,0,0.131
0.5,0.524,0.524,0,0,0,0,0.597,0.701,0.701,0,0,0.0655
0.5,0.465,0.465,0,0,0,0,0.625,0.673,0.673,0,0,0.047
0.75,0.518,0.518,0,0,0,0,0.788,0.749,0.749,0,0,0.274
1,0.446,0.446,0,0,0,0,0.683,0.678,0.678,0,0,0.414
1,0.148,0.148,0,0,0,0,0.478,0.57,0.57,0,0,0.0327
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.0327
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.0137
1,0.124,0.124,0,0,0,0,0.344,0.522,0.522,0,0,0.174
1,0.246,0.246,0.25,0,0,0,0.457,0.626,0.626,0,0,0.0942
1,0.472,0.472,0,0.283,0,0,0.475,0.806,0.806,0,0,0.245
0.75,0.376,0.376,0,0.517,0,0,0.306,0.72,0.72,0.902,0,0.444
0.5,0.26,0.26,0,0,0,0,0.297,0.635,0.635,0.103,0,0.243
0.25,0.15,0.15,0,0,0,0,0.281,0.555,0.555,0,0,0.0327
0.75,0.342,0.342,0,0,0,0,0.316,0.749,0.749,0,0,0.262
0.5,0.243,0.243,0,0,0,0,0.325,0.654,0.654,0,0,0.0655
0.75,0.342,0.342,0,0,0,0,0.39,0.735,0.735,0,0,0
0.5,0.258,0.258,0,0,0,0,0.353,0.664,0.664,0,0,0.196
0.5,0.299,0.299,0,0,0,0,0.402,0.682,0.682,0,0,0.0889
0.75,0.552,0.552,0,0,0,0,0.62,0.847,0.847,0,0,0.2
0.5,0.485,0.485,0,0,0,0,0.569,0.729,0.729,0,0,0.332
1,1,1,0,0.533,0,0,0.937,0.937,0.937,0.187,0,0.36
1,0.465,0.465,0,0.267,0,0,0.625,0.673,0.673,0.392,0,0.238
1,0.205,0.205,0,0,0,0,0.435,0.56,0.56,0,0,0.205
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.196
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.0655
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.148,0.148,0,0,0,0,0.358,0.546,0.546,0,0,0
1,0.155,0.155,0,0,0,0,0.312,0.55,0.55,0,0,0.0146
1,0.267,0.267,0,0,0,0,0.29,0.635,0.635,0,0,0.177
0.75,0.26,0.26,0,0,0,0,0.297,0.635,0.635,0,0,0
0.75,0.352,0.352,0,0,0,0,0.327,0.735,0.735,0,0,0
0.25,0.147,0.147,0,0,0,0,0.277,0.56,0.56,0,0,0.113
0.5,0.243,0.243,0,0,0,0,0.325,0.654,0.654,0,0,0.171
0.5,0.245,0.245,0,0,0.233,0,0.346,0.645,0.645,0,0,0.164
0.75,0.362,0.362,0,0,0,0.533,0.4,0.763,0.763,0,0.486,0.0327
0.75,0.424,0.424,0,0,0,0,0.473,0.791,0.791,0,0.629,0.297
0.5,0.385,0.385,0,0.0333,0,0,0.499,0.72,0.72,0,0,0.175
1,0.922,0.922,0.767,1,0,0,0.881,0.993,0.993,0.501,0,0.229
1,1,1,0,0.0333,0,0,0.937,0.937,0.937,0,0,0.565
1,0.673,0.673,0,0,0,0,0.809,0.777,0.777,0,0,0.164
1,0.361,0.361,0,0,0,0,0.611,0.654,0.654,0,0,0.0327
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.0982
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.0327
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.0327
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
0.75,0.0504,0.0504,0,0,0,0,0.309,0.499,0.499,0,0,0
0.75,0.0741,0.0741,0,0,0,0,0.319,0.504,0.504,0,0,0
0.75,0.124,0.124,0,0.0333,0,0,0.344,0.522,0.522,0,0,0.276
0.75,0.246,0.246,0,0.5,0,0,0.457,0.626,0.626,0.743,0,0.0797
0.5,0.155,0.155,0,0,0,0,0.312,0.55,0.55,0.609,0,0
0.5,0.158,0.158,0,0,0,0,0.274,0.55,0.55,0.705,0,0.0655
0.75,0.26,0.26,0,0,0,0,0.297,0.635,0.635,0.638,0,0.0461
0.75,0.352,0.352,0,0,0.683,0,0.327,0.735,0.735,0.64,0,0.238
0.75,0.342,0.342,0,0.533,0.283,0.05,0.316,0.749,0.749,0.656,0.453,0.14
0.75,0.34,0.34,0,0,0,1,0.358,0.749,0.749,0.62,0.372,0
0.75,0.342,0.342,0,0,0,0.85,0.39,0.735,0.735,0.647,0.124,0.164
0.5,0.258,0.258,0,0,0,0,0.353,0.664,0.664,0,0,0.131
0.5,0.299,0.299,0,0,0,0,0.402,0.682,0.682,0,0,0.229
0.75,0.385,0.385,0,0,0,0,0.499,0.72,0.72,0,0,0.196
0.75,0.485,0.485,0.25,0,0,0,0.569,0.729,0.729,0,0,0
0.5,0.287,0.287,0,0.283,0,0,0.428,0.583,0.583,0,0,0.0982
1,0.88,0.88,0,1,0,0,0.993,0.88,0.88,0.7,0,0.0655
1,0.674,0.674,0,0.0667,0,0,0.965,0.843,0.843,0.192,0,0.0327
1,0.578,0.578,0,0,0,0,0.825,0.749,0.749,0,0,0.0327
1,0.148,0.148,0,0,0,0,0.478,0.57,0.57,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.0327
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.0327
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.116
1,0.124,0.124,0,0,0,0,0.344,0.522,0.522,0,0,0.176
1,0.246,0.246,0,0,0,0,0.457,0.626,0.626,0,0,0.0794
1,0.472,0.472,0,0,0,0,0.475,0.806,0.806,0,0,0.0983
0.75,0.376,0.376,0,0,0,0,0.306,0.72,0.72,0,0,0.0327
0.75,0.366,0.366,0,0,0,0,0.316,0.72,0.72,0,0,0.0982
0.5,0.251,0.251,0,0,0,0,0.304,0.645,0.645,0,0,0.164
0.25,0.147,0.147,0,0,0,0,0.277,0.56,0.56,0,0,0.0982
0.5,0.146,0.146,0.25,0,0,0,0.291,0.56,0.56,0,0,0.0655
0.75,0.342,0.342,0,0,0,0,0.39,0.735,0.735,0,0,0.131
0.75,0.362,0.362,0,0,0,0,0.4,0.763,0.763,0,0,0
0.75,0.299,0.299,0,0,0,0,0.402,0.682,0.682,0,0,0.0982
0.75,0.385,0.385,0,0,0,0,0.499,0.72,0.72,0,0,0.131
0.5,0.485,0.485,0,0,0,0,0.569,0.729,0.729,0,0,0.0327
0.75,0.762,0.762,0,0,0,0,0.767,0.819,0.819,0,0,0.0327
0.75,0.673,0.673,0,0,0.933,0,0.809,0.777,0.777,0,0.137,0.0655
1,0.674,0.674,0,0,0.0333,0.3,0.965,0.843,0.843,0,0.27,0.298
1,0.578,0.578,0,0,0,0.783,0.825,0.749,0.749,0,0,0.196
1,0.197,0.197,0,0.0333,0,0,0.589,0.622,0.622,0,0,0
1,0.0857,0.0857,0,1,0,0,0.409,0.56,0.56,0.622,0,0.0327
1,0.0551,0.0551,0,0.0333,0,0,0.323,0.504,0.504,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.0327
1,0.049,0.049,0,0.283,0,0,0.258,0.465,0.465,0,0,0.139
1,0.345,0.345,0.75,0.517,0,0,0.557,0.706,0.706,0.548,0,0.157
0.75,0.26,0.26,0.8,0,0,0,0.367,0.635,0.635,0.588,0,0.297
0.75,0.267,0.267,0,0,0,0,0.29,0.635,0.635,0,0,0
0.5,0.155,0.155,0,0,0,0,0.277,0.55,0.55,0,0,0.0655
0.5,0.15,0.15,0,0,0,0,0.281,0.555,0.555,0,0,0
0.5,0.147,0.147,0,0,0,0,0.277,0.56,0.56,0,0,0.0327
0.5,0.146,0.146,0,0,0,0,0.291,0.56,0.56,0,0,0.164
0.25,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.0655
0.5,0.153,0.153,0,0,0,0,0.305,0.564,0.564,0,0,0.196
0.5,0.299,0.299,0,0,0,0,0.402,0.682,0.682,0,0,0.164
0.25,0.217,0.217,0,0,0,0,0.379,0.593,0.593,0,0,0.22
0.5,0.485,0.485,0,0.267,0,0,0.569,0.729,0.729,0.302,0,0.171
0.75,0.762,0.762,0.75,0,0,0,0.767,0.819,0.819,0.3,0,0.163
0.75,0.673,0.673,0.533,0.0333,0,0,0.809,0.777,0.777,0,0,0.235
1,0.674,0.674,0,1,0,0,0.965,0.843,0.843,0.49,0,0.332
1,0.578,0.578,0,0.0333,0,0,0.825,0.749,0.749,0.311,0,0.533
1,0.197,0.197,0,0,0,0,0.589,0.622,0.622,0,0,0.183
1,0.0674,0.0674,0,0,0,0,0.333,0.513,0.513,0,0,0.154
1,0.0551,0.0551,0,0,0,0,0.323,0.504,0.504,0,0,0.0952
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0.0333,0,0,0.258,0.465,0.465,0,0,0
1,0.2,0.2,0.5,0.767,0,0,0.43,0.579,0.579,0.637,0,0.014
1,0.345,0.345,0.533,0,0.683,0,0.557,0.706,0.706,0.731,0,0.666
0.75,0.26,0.26,0,0,0.283,0.05,0.367,0.635,0.635,0.172,0.366,0
0.75,0.376,0.376,0,0,0,1,0.306,0.72,0.72,0,0.53,0.0147
0.75,0.366,0.366,0,0,0,0.0333,0.316,0.72,0.72,0,0.229,0.139
0.75,0.352,0.352,0,0,0,0,0.327,0.735,0.735,0,0.587,0.178
0.75,0.342,0.342,0,0,0,0,0.316,0.749,0.749,0,0.443,0.319
0.5,0.146,0.146,0,0,0,0,0.291,0.56,0.56,0,0,0.113
0.5,0.147,0.147,0,0,0,0,0.302,0.555,0.555,0,0,0.276
0.5,0.153,0.153,0,0,0,0,0.305,0.564,0.564,0,0,0.0655
0.5,0.299,0.299,0,0,0,0,0.402,0.682,0.682,0,0,0.0982
0.5,0.385,0.385,0,0,0,0,0.499,0.72,0.72,0,0,0.131
0.25,0.267,0.267,0,0,0,0,0.414,0.597,0.597,0,0,0.131
0.75,0.762,0.762,0,0,0,0,0.767,0.819,0.819,0,0,0.0327
0.75,0.673,0.673,0,0,0,0,0.809,0.777,0.777,0,0,0.106
1,0.674,0.674,0,0,0,0,0.965,0.843,0.843,0,0,0.463
1,0.578,0.578,0,0,0,0,0.825,0.749,0.749,0,0,0
1,0.148,0.148,0,0,0,0,0.478,0.57,0.57,0,0,0
1,0.0674,0.0674,0,0,0,0,0.333,0.513,0.513,0,0,0
1,0.0551,0.0551,0,0,0,0,0.323,0.504,0.504,0,0,0
1,0.049,0.049,0,0,0,0,0.323,0.499,0.499,0,0,0
1,0.049,0.049,0,0,0,0,0.319,0.494,0.494,0,0,0
1,0.0504,0.0504,0,0,0,0,0.309,0.499,0.499,0,0,0
1,0.0741,0.0741,0,0,0,0,0.319,0.504,0.504,0,0,0
1,0.124,0.124,0,0,0,0,0.344,0.522,0.522,0,0,0.19
1,0.246,0.246,0.767,0,0,0,0.457,0.626,0.626,0,0,0.182
0.75,0.26,0.26,0.25,0,0,0,0.367,0.635,0.635,0,0,0.0982
0.5,0.267,0.267,0.5,0,0,0,0.29,0.635,0.635,0,0,0.164
0.25,0.155,0.155,0.267,0,0,0,0.277,0.55,0.55,0,0,0
0.5,0.251,0.251,0,0,0,0,0.304,0.645,0.645,0,0,0.0982
0.5,0.245,0.245,0,0,0,0,0.297,0.654,0.654,0,0,0.0982
0.5,0.243,0.243,0,0,0,0,0.325,0.654,0.654,0,0,0.0327
0.5,0.245,0.245,0,0,0,0,0.346,0.645,0.645,0,0,0
0.5,0.258,0.258,0,0,0,0,0.353,0.664,0.664,0,0,0.131
0.5,0.299,0.299,0.5,0,0,0,0.402,0.682,0.682,0,0,0.229
0.5,0.385,0.385,0.0167,0,0,0,0.499,0.72,0.72,0,0,0.229
0.5,0.485,0.485,0,0.0333,0,0,0.569,0.729,0.729,0,0,0.0655
0.75,0.762,0.762,0,1,0,0,0.767,0.819,0.819,0.649,0,0.0803
1,0.88,0.88,0,0.0333,0,0,0.993,0.88,0.88,0.13,0,0.44
0.75,0.361,0.361,0,0,0,0,0.611,0.654,0.654,0,0,0.809
1,0.446,0.446,0,0,0,0,0.683,0.678,0.678,0,0,0.201
1,0.197,0.197,0,0,0,0,0.589,0.622,0.622,0,0,0.0327
1,0.0674,0.0674,0,0,0,0,0.333,0.513,0.513,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0.433,0,0.258,0.465,0.465,0,0,0
1,0.124,0.124,0,0,0.533,0,0.344,0.522,0.522,0,0.253,0
1,0.246,0.246,0,0,0,0.8,0.457,0.626,0.626,0,0.621,0.066
1,0.366,0.366,0,0,0,0.0167,0.421,0.72,0.72,0,0.331,0
1,0.376,0.376,0,0,0,0,0.306,0.72,0.72,0,0.335,0
1,0.472,0.472,0,0,0,0,0.336,0.806,0.806,0,0.387,0
0.75,0.352,0.352,0,0,0,0,0.327,0.735,0.735,0,0.446,0.0327
0.75,0.245,0.245,0,0,0,0,0.297,0.654,0.654,0,0.822,0.229
0.5,0.243,0.243,0,0,0,0,0.325,0.654,0.654,0,0.451,0
0.75,0.245,0.245,0,0,0,0,0.346,0.645,0.645,0,0.186,0.0982
0.75,0.258,0.258,0,0,0.683,0,0.353,0.664,0.664,0,0,0.0327
1,0.549,0.549,0,0,0.517,0,0.545,0.899,0.899,0,0.379,0.229
1,0.72,0.72,0,0,0,0.817,0.741,0.974,0.974,0,0,0.196
1,0.922,0.922,0.25,0,0,1,0.881,0.993,0.993,0,0,0.196
1,1,1,1,0.783,0,0.35,0.937,0.937,0.937,0.356,0,0.114
1,0.88,0.88,0.0333,0.283,0,0,0.993,0.88,0.88,0.429,0,0.348
1,0.361,0.361,0,0,0,0,0.611,0.654,0.654,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.0982
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.124,0.124,0,0,0,0,0.344,0.522,0.522,0,0,0
1,0.246,0.246,0,0,0,0,0.457,0.626,0.626,0,0,0
1,0.366,0.366,0,0,0,0,0.421,0.72,0.72,0,0,0
0.75,0.376,0.376,0,0,0,0,0.306,0.72,0.72,0,0,0
0.5,0.26,0.26,0.25,0,0,0,0.297,0.635,0.635,0,0,0.229
0.75,0.352,0.352,0,0,0,0,0.327,0.735,0.735,0,0,0
0.5,0.245,0.245,0,0,0.233,0,0.297,0.654,0.654,0,0,0.0655
0.5,0.243,0.243,0,0,0,0.533,0.325,0.654,0.654,0,0.398,0.262
0.5,0.245,0.245,0,0,0,0.283,0.346,0.645,0.645,0,0.593,0.0655
0.5,0.258,0.258,0,0,0,0,0.353,0.664,0.664,0,0,0.0655
0.5,0.299,0.299,0,0,0,0,0.402,0.682,0.682,0,0,0
0.75,0.552,0.552,0,0,0,0,0.62,0.847,0.847,0,0,0.0327
0.75,0.704,0.704,0,0,0,0,0.725,0.861,0.861,0,0,0.0655
0.75,0.762,0.762,0,0,0,0,0.767,0.819,0.819,0,0,0.0327
0.75,0.673,0.673,0,0,0,0,0.809,0.777,0.777,0,0,0.0982
0.75,0.518,0.518,0,0,0,0,0.788,0.749,0.749,0,0,0.131
1,0.446,0.446,0,0,0,0,0.683,0.678,0.678,0,0,0.131
1,0.0984,0.0984,0,0,0,0,0.368,0.518,0.518,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.0327
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0.25,0,0,0,0.258,0.465,0.465,0,0,0.0996
1,0.345,0.345,0.267,0,0,0,0.557,0.706,0.706,0,0,0.159
1,0.472,0.472,0,0,0,0,0.475,0.806,0.806,0,0,0.273
