occupants,lighting_interior,lighting_garage,cooking_range,dishwasher,clothes_washer,clothes_dryer,ceiling_fan,plug_loads_other,plug_loads_tv,hot_water_dishwasher,hot_water_clothes_washer,hot_water_fixtures
1,0.0493,0.0493,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0493,0.0493,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0493,0.0493,0,0,0.233,0,0.258,0.465,0.465,0,0,0
1,0.248,0.248,0,0,0,0.0667,0.457,0.626,0.626,0,0.58,0
1,0.262,0.262,0,0,0,1,0.367,0.635,0.635,0,0.683,0.0969
1,0.488,0.488,0,0,0,0.567,0.322,0.806,0.806,0,0.466,0
0.5,0.262,0.262,0,0,0,0,0.297,0.635,0.635,0,0.572,0.201
0.5,0.253,0.253,0,0,0,0,0.304,0.645,0.645,0,0.575,0.241
0.5,0.246,0.246,0,0,0.233,0,0.297,0.654,0.654,0,0.583,0.201
0.5,0.244,0.244,0,0,0.483,0,0.325,0.654,0.654,0,0.395,0.12
1,0.441,0.441,0,0,0,0.583,0.433,0.824,0.824,0,0.344,0.0401
1,0.456,0.456,0,0,0,0.5,0.447,0.862,0.862,0,0.574,0
1,0.51,0.51,0,0,0,0,0.545,0.899,0.899,0,0.00894,0.0401
0.5,0.348,0.348,0,0.233,0,0,0.499,0.72,0.72,0.106,0,0
1,0.854,0.854,0,0.3,0,0,0.881,0.993,0.993,0.649,0,0.16
1,0.525,0.525,0,0,0,0,0.597,0.701,0.701,0,0,0.438
0.5,0.502,0.502,0,0,0,0,0.625,0.673,0.673,0,0,0.321
0.5,0.405,0.405,0,0,0,0,0.611,0.654,0.654,0,0,0.0802
0.5,0.355,0.355,0,0,0,0,0.541,0.607,0.607,0,0,0
1,0.149,0.149,0,0,0,0,0.478,0.57,0.57,0,0,0.0821
1,0.0493,0.0493,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0493,0.0493,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0493,0.0493,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0493,0.0493,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0493,0.0493,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0493,0.0493,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0493,0.0493,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0493,0.0493,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.475,0.475,0,0,0,0,0.475,0.806,0.806,0,0,0
1,0.488,0.488,0,0,0,0,0.322,0.806,0.806,0,0,0
1,0.475,0.475,0,0,0,0,0.336,0.806,0.806,0,0,0
1,0.457,0.457,0.283,0,0,0,0.35,0.824,0.824,0,0,0
1,0.443,0.443,0.233,0,0.717,0,0.336,0.843,0.843,0,0.104,0.0401
1,0.439,0.439,0,0,0,0.333,0.392,0.843,0.843,0,0.958,0.0802
1,0.441,0.441,0,0,0,0.2,0.433,0.824,0.824,0,0,0.0401
1,0.456,0.456,0,0,0,0,0.447,0.862,0.862,0,0,0
1,0.51,0.51,0.25,0,0,0,0.545,0.899,0.899,0,0,0
1,0.647,0.647,0,0,0,0,0.741,0.974,0.974,0,0,0.12
0.5,0.452,0.452,0,0,0,0,0.569,0.729,0.729,0,0,0.281
0.5,0.525,0.525,0.25,0.233,0,0,0.597,0.701,0.701,0.116,0,0.12
1,0.954,0.954,0,0.567,0,0,0.993,0.88,0.88,0.785,0,0.0401
1,0.76,0.76,0,0,0,0,0.965,0.843,0.843,0,0,0.172
1,0.66,0.66,0,0,0,0,0.825,0.749,0.749,0,0,0
1,0.0493,0.0493,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0493,0.0493,0,0,0,0,0.258,0.465,0.465,0,0,0.16
1,0.0493,0.0493,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0493,0.0493,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0493,0.0493,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0493,0.0493,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0493,0.0493,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0493,0.0493,0,0,0,0,0.258,0.465,0.465,0,0,0.0731
1,0.447,0.447,0,0.733,0,0,0.657,0.787,0.787,0.606,0,0.168
0.5,0.262,0.262,0,0.333,0,0,0.367,0.635,0.635,0.765,0,0
0.5,0.269,0.269,0,0,0,0,0.29,0.635,0.635,0.601,0,0
0.5,0.262,0.262,0,0,0,0,0.297,0.635,0.635,0.769,0,0.16
0.5,0.253,0.253,0,0,0.483,0,0.304,0.645,0.645,0,0,0
1,0.443,0.443,0,0,0.233,0,0.336,0.843,0.843,0,0.271,0.218
0.5,0.244,0.244,0,0,0,0.533,0.325,0.654,0.654,0,0.0432,0.168
0.5,0.245,0.245,0,0,0,0,0.346,0.645,0.645,0,0,0.103
0.5,0.252,0.252,0.283,0,0,0,0.353,0.664,0.664,0,0,0
0.5,0.28,0.28,0.233,0,0,0,0.402,0.682,0.682,0,0,0.12
0.5,0.348,0.348,0,0,0,0,0.499,0.72,0.72,0,0,0.12
1,0.854,0.854,0,0,0,0,0.881,0.993,0.993,0,0,0.16
1,1,1,0,0,0,0,0.937,0.937,0.937,0,0,0.651
1,0.954,0.954,0.25,0,0,0,0.993,0.88,0.88,0,0,0.127
1,0.76,0.76,0,0,0,0,0.965,0.843,0.843,0,0,0.502
1,0.0493,0.0493,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0493,0.0493,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0493,0.0493,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0493,0.0493,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0493,0.0493,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0493,0.0493,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0521,0.0521,0,0,0,0,0.36,0.532,0.532,0,0,0
1,0.0999,0.0999,0,0,0,0,0.381,0.542,0.542,0,0,0
0.5,0.0493,0.0493,0,0,0,0,0.258,0.465,0.465,0,0,0
0.5,0.0493,0.0493,0,0,0,0,0.258,0.465,0.465,0,0,0
0.5,0.262,0.262,0,0,0,0,0.367,0.635,0.635,0,0,0.201
0.5,0.269,0.269,0,0,0,0,0.29,0.635,0.635,0,0,0.0401
0.5,0.262,0.262,0,0,0,0,0.297,0.635,0.635,0,0,0.122
0.5,0.253,0.253,0,0,0,0,0.304,0.645,0.645,0,0,0.371
0.5,0.246,0.246,0,0,0,0,0.297,0.654,0.654,0,0,0.0802
0,0.0493,0.0493,0,0,0,0,0.258,0.465,0.465,0,0,0
0,0.0493,0.0493,0,0,0,0,0.258,0.465,0.465,0,0,0
0.5,0.252,0.252,0,0,0,0,0.353,0.664,0.664,0,0,0.0401
0.5,0.28,0.28,0,0,0,0,0.402,0.682,0.682,0,0,0.0401
0.5,0.348,0.348,0,0,0,0,0.499,0.72,0.72,0,0,0
0.5,0.452,0.452,0,0,0,0,0.569,0.729,0.729,0,0,0.122
1,1,1,0,0,0,0,0.937,0.937,0.937,0,0,0.207
1,0.954,0.954,0.25,0,0,0,0.993,0.88,0.88,0,0,0.299
1,0.76,0.76,0,0,0,0,0.965,0.843,0.843,0,0,0.0931
1,0.0493,0.0493,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0493,0.0493,0,0,0,0,0.258,0.465,0.465,0,0,0.0802
1,0.0493,0.0493,0,0,0,0,0.258,0.465,0.465,0,0,0.0401
1,0.0493,0.0493,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0493,0.0493,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0493,0.0493,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0493,0.0493,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0493,0.0493,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0493,0.0493,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0493,0.0493,0,0,0,0,0.258,0.465,0.465,0,0,0.0881
1,0.262,0.262,0,0,0,0,0.367,0.635,0.635,0,0,0.175
1,0.488,0.488,0,0,0,0,0.322,0.806,0.806,0,0,0
0,0.0493,0.0493,0,0,0,0,0.258,0.465,0.465,0,0,0
0,0.0493,0.0493,0,0,0,0,0.258,0.465,0.465,0,0,0.0802
0,0.0493,0.0493,0,0,0,0,0.258,0.465,0.465,0,0,0.201
0,0.0493,0.0493,0,0,0,0,0.258,0.465,0.465,0,0,0.241
0,0.0493,0.0493,0,0,0,0,0.258,0.465,0.465,0,0,0
0,0.0493,0.0493,0,0,0,0,0.258,0.465,0.465,0,0,0
0,0.0493,0.0493,0,0,0,0,0.258,0.465,0.465,0,0,0
0.5,0.348,0.348,0,0,0,0,0.499,0.72,0.72,0,0,0
0.5,0.452,0.452,0,0,0,0,0.569,0.729,0.729,0,0,0.301
0.5,0.525,0.525,0,0.483,0,0,0.597,0.701,0.701,0.271,0,0.0963
1,0.954,0.954,0,0.317,0,0,0.993,0.88,0.88,0.785,0,0.12
1,0.76,0.76,0,0,0,0,0.965,0.843,0.843,0.78,0,0.434
1,0.355,0.355,0,0,0,0,0.541,0.607,0.607,0,0,0.0401
1,0.149,0.149,0,0,0,0,0.478,0.57,0.57,0,0,0
1,0.0493,0.0493,0,0,0,0,0.258,0.465,0.465,0,0,0.321
1,0.0493,0.0493,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0493,0.0493,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0493,0.0493,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0493,0.0493,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0999,0.0999,0,0,0,0,0.381,0.542,0.542,0,0,0
1,0.201,0.201,0.517,0,0,0,0.43,0.579,0.579,0,0,0.0337
0.5,0.248,0.248,0,0,0,0,0.457,0.626,0.626,0,0,0
0.5,0.262,0.262,0,0,0,0,0.367,0.635,0.635,0,0,0
0.5,0.269,0.269,0,0,0,0,0.29,0.635,0.635,0,0,0.0401
0.5,0.262,0.262,0,0,0,0,0.297,0.635,0.635,0,0,0.16
0.5,0.253,0.253,0,0,0,0,0.304,0.645,0.645,0,0,0.0401
1,0.443,0.443,0,0,0,0,0.336,0.843,0.843,0,0,0.0802
1,0.439,0.439,0,0,0,0,0.392,0.843,0.843,0,0,0.12
1,0.441,0.441,0,0,0,0,0.433,0.824,0.824,0,0,0
0,0.0493,0.0493,0.533,0,0,0,0.258,0.465,0.465,0,0,0
