Enclosure: Wall Area Thermal Boundary (ft^2),1488.0
Enclosure: Wall Area Exterior (ft^2),2027.8
Enclosure: Foundation Wall Area Exterior (ft^2),1488.0
Enclosure: Floor Area Conditioned (ft^2),1698.0
Enclosure: Floor Area Lighting (ft^2),2274.0
Enclosure: Floor Area Foundation (ft^2),1698.0
Enclosure: Ceiling Area Thermal Boundary (ft^2),1698.0
Enclosure: Roof Area (ft^2),2542.4
Enclosure: Window Area (ft^2),180.0
Enclosure: Door Area (ft^2),20.0
Enclosure: Duct Area Unconditioned (ft^2),543.36
Enclosure: Rim Joist Area (ft^2),143.4
Enclosure: Slab Exposed Perimeter Thermal Boundary (ft),0.0

Systems: Cooling Capacity (Btu/h),51493.0
Systems: Heating Capacity (Btu/h),51493.0
Systems: Heat Pump Backup Capacity (Btu/h),57416.0
Systems: Water Heater Tank Volume (gal),40.0
Systems: Mechanical Ventilation Flow Rate (cfm),0.0

Primary Systems: Cooling Capacity (Btu/h),51493.0
Primary Systems: Heating Capacity (Btu/h),51493.0
Primary Systems: Heat Pump Backup Capacity (Btu/h),57416.0
