Time,TimeDST,TimeUTC,Energy Use: Total,Fuel Use: Electricity: Total,Fuel Use: Natural Gas: Total,End Use: Electricity: Heating,End Use: Electricity: Heating Fans/Pumps,End Use: Electricity: Heating Heat Pump Backup,End Use: Electricity: Heating Heat Pump Backup Fans/Pumps,End Use: Electricity: Cooling,End Use: Electricity: Cooling Fans/Pumps,End Use: Electricity: Lighting Interior,End Use: Electricity: Lighting Garage,End Use: Electricity: Lighting Exterior,End Use: Electricity: Mech Vent,End Use: Electricity: Refrigerator,End Use: Electricity: Freezer,End Use: Electricity: Dishwasher,End Use: Electricity: Clothes Washer,End Use: Electricity: Clothes Dryer,End Use: Electricity: Range/Oven,End Use: Electricity: Plug Loads,End Use: Natural Gas: Hot Water,Emissions: CO2e: LRMER_MidCase_15: Total,Emissions: CO2e: LRMER_MidCase_15: Net,Emissions: CO2e: LRMER_MidCase_15: Electricity: Total,Emissions: CO2e: LRMER_MidCase_15: Electricity: Net,Emissions: CO2e: LRMER_MidCase_15: Natural Gas: Total,Emissions: CO2e: LRMER_MidCase_15: Electricity: Heating,Emissions: CO2e: LRMER_MidCase_15: Electricity: Heating Fans/Pumps,Emissions: CO2e: LRMER_MidCase_15: Electricity: Heating Heat Pump Backup,Emissions: CO2e: LRMER_MidCase_15: Electricity: Heating Heat Pump Backup Fans/Pumps,Emissions: CO2e: LRMER_MidCase_15: Electricity: Cooling,Emissions: CO2e: LRMER_MidCase_15: Electricity: Cooling Fans/Pumps,Emissions: CO2e: LRMER_MidCase_15: Electricity: Lighting Interior,Emissions: CO2e: LRMER_MidCase_15: Electricity: Lighting Garage,Emissions: CO2e: LRMER_MidCase_15: Electricity: Lighting Exterior,Emissions: CO2e: LRMER_MidCase_15: Electricity: Mech Vent,Emissions: CO2e: LRMER_MidCase_15: Electricity: Refrigerator,Emissions: CO2e: LRMER_MidCase_15: Electricity: Freezer,Emissions: CO2e: LRMER_MidCase_15: Electricity: Dishwasher,Emissions: CO2e: LRMER_MidCase_15: Electricity: Clothes Washer,Emissions: CO2e: LRMER_MidCase_15: Electricity: Clothes Dryer,Emissions: CO2e: LRMER_MidCase_15: Electricity: Range/Oven,Emissions: CO2e: LRMER_MidCase_15: Electricity: Plug Loads,Emissions: CO2e: LRMER_MidCase_15: Natural Gas: Hot Water,Hot Water: Clothes Washer,Hot Water: Dishwasher,Hot Water: Fixtures,Hot Water: Distribution Waste,Load: Heating: Delivered,Load: Heating: Heat Pump Backup,Load: Cooling: Delivered,Load: Hot Water: Delivered,Load: Hot Water: Tank Losses,Unmet Hours: Heating,Unmet Hours: Cooling,Temperature: Attic - Vented,Temperature: Basement - Unconditioned,Temperature: Garage,Temperature: Living Space,Temperature: Heating Setpoint,Temperature: Cooling Setpoint,Airflow: Infiltration,Airflow: Mechanical Ventilation,Airflow: Natural Ventilation,Weather: Drybulb Temperature,Weather: Wetbulb Temperature,Weather: Relative Humidity,Weather: Wind Speed,Weather: Diffuse Solar Radiation,Weather: Direct Solar Radiation
,,,kBtu,kWh,kBtu,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kBtu,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,gal,gal,gal,gal,kBtu,kBtu,kBtu,kBtu,kBtu,hr,hr,F,F,F,F,F,F,cfm,cfm,cfm,F,F,%,mph,Btu/(hr*ft^2),Btu/(hr*ft^2)
2007-01-01T01:00:00,2007-01-01T01:00:00,2007-01-01T06:00:00Z,15.896,4.659,0.0,3.786,0.256,0.0,0.0,0.0,0.0,0.05,0.003,0.029,0.0,0.04,0.029,0.0,0.0,0.0,0.0,0.465,0.0,6.39848,6.39848,6.39848,6.39848,0.0,5.20016,0.35227,0.0,0.0,0.0,0.0,0.06876,0.00353,0.03994,0.0,0.05462,0.04024,0.0,0.0,0.0,0.0,0.63896,0.0,0.0,0.0,0.0,0.0,28.167,0.124,0.0,0.0,0.311,0.0,0.0,30.112,56.871,44.081,67.0,67.0,72.0,119.491,0.0,0.0,23.9,21.819,75.0,4.474,0.0,0.0
2007-01-01T02:00:00,2007-01-01T02:00:00,2007-01-01T07:00:00Z,20.827,6.104,0.0,3.937,0.243,1.273,0.036,0.0,0.0,0.05,0.003,0.029,0.0,0.039,0.029,0.0,0.0,0.0,0.0,0.465,0.0,8.27318,8.27318,8.27318,8.27318,0.0,5.33563,0.32997,1.72565,0.04935,0.0,0.0,0.06785,0.00349,0.03941,0.0,0.05255,0.03872,0.0,0.0,0.0,0.0,0.63055,0.0,0.0,0.0,0.0,0.0,34.666,4.517,0.0,0.0,0.307,0.0,0.0,27.28,58.697,42.44,67.0,67.0,72.0,122.187,0.0,0.0,23.0,21.551,82.0,5.592,0.0,0.0
2007-01-01T03:00:00,2007-01-01T03:00:00,2007-01-01T08:00:00Z,23.132,6.779,0.0,3.959,0.229,1.928,0.051,0.0,0.0,0.05,0.003,0.029,0.0,0.038,0.028,0.0,0.0,0.0,0.0,0.465,0.0,9.19019,9.19019,9.19019,9.19019,0.0,5.36668,0.31062,2.61375,0.06876,0.0,0.0,0.06787,0.00349,0.03942,0.0,0.05121,0.03773,0.0,0.0,0.0,0.0,0.63065,0.0,0.0,0.0,0.0,0.0,37.16,6.769,0.0,0.0,0.294,0.0,0.0,25.831,59.944,41.177,67.0,67.0,72.0,118.725,0.0,0.0,23.9,22.157,79.0,3.355,0.0,0.0
2007-01-01T04:00:00,2007-01-01T04:00:00,2007-01-01T09:00:00Z,25.522,7.058,1.44,3.977,0.224,2.19,0.056,0.0,0.0,0.05,0.003,0.029,0.0,0.037,0.027,0.0,0.0,0.0,0.0,0.465,1.44,9.78439,9.78439,9.57231,9.57231,0.21208,5.39439,0.30413,2.96992,0.07544,0.0,0.0,0.0679,0.00349,0.03944,0.0,0.04989,0.03676,0.0,0.0,0.0,0.0,0.63096,0.21208,0.0,0.0,0.0,0.0,38.335,7.848,0.0,0.0,0.288,0.0,0.0,24.696,60.279,40.126,67.0,67.0,70.0,118.724,0.0,0.0,23.9,21.821,75.0,3.355,0.0,0.0
2007-01-01T05:00:00,2007-01-01T05:00:00,2007-01-01T10:00:00Z,36.857,10.356,1.52,3.936,0.17,5.531,0.11,0.0,0.0,0.05,0.003,0.029,0.0,0.036,0.026,0.0,0.0,0.0,0.0,0.465,1.52,14.31582,14.31582,14.09196,14.09196,0.22385,5.35575,0.23082,7.52663,0.14999,0.0,0.0,0.06812,0.0035,0.03957,0.0,0.0487,0.03588,0.0,0.0,0.0,0.0,0.63301,0.22385,0.0,0.0,2.379,0.914,45.816,19.305,0.0,1.897,0.29,1.0,0.0,23.043,60.612,39.191,69.043,70.0,70.0,119.628,0.0,0.0,23.0,21.551,82.0,0.0,0.0,0.0
2007-01-01T06:00:00,2007-01-01T06:00:00,2007-01-01T11:00:00Z,42.489,12.03,1.44,3.954,0.154,7.062,0.126,0.0,0.0,0.101,0.005,0.023,0.0,0.036,0.026,0.0,0.0,0.0,0.0,0.542,1.44,16.60811,16.60811,16.39603,16.39603,0.21209,5.38928,0.20927,9.62434,0.17216,0.0,0.0,0.13826,0.00711,0.03188,0.0,0.04878,0.03594,0.0,0.0,0.0,0.0,0.73903,0.21209,0.0,0.0,0.0,0.0,50.901,24.515,0.0,0.0,0.291,0.0,0.0,22.87,62.459,38.47,69.712,70.0,70.0,123.055,0.0,0.0,23.9,22.494,83.0,4.474,0.0,0.0
2007-01-01T07:00:00,2007-01-01T07:00:00,2007-01-01T12:00:00Z,41.088,11.603,1.495,4.024,0.157,6.694,0.123,0.0,0.0,0.05,0.003,0.022,0.0,0.038,0.028,0.0,0.0,0.0,0.0,0.465,1.495,16.45151,16.45151,16.23128,16.23128,0.22024,5.62942,0.21943,9.36327,0.17205,0.0,0.0,0.07003,0.0036,0.03095,0.0,0.05284,0.03894,0.0,0.0,0.0,0.0,0.65075,0.22024,0.0,0.0,1.691,0.649,51.404,23.237,0.0,1.35,0.281,0.0,0.0,23.228,63.44,37.971,69.913,70.0,70.0,124.209,0.0,0.0,23.9,22.494,83.0,4.474,0.0,0.0
2007-01-01T08:00:00,2007-01-01T08:00:00,2007-01-01T13:00:00Z,45.178,11.304,6.608,4.048,0.164,5.995,0.116,0.0,0.0,0.252,0.013,0.021,0.0,0.04,0.029,0.0,0.0,0.0,0.0,0.626,6.608,16.50648,16.50648,15.53314,15.53314,0.97334,5.56201,0.2247,8.23767,0.15987,0.0,0.0,0.34605,0.01779,0.02953,0.0,0.05464,0.04026,0.0,0.0,0.0,0.0,0.8606,0.97334,0.0,0.0,5.774,2.218,49.552,20.731,0.0,4.604,0.276,0.0,0.0,23.427,63.703,37.653,69.973,70.0,70.0,124.555,0.0,0.0,23.9,22.745,86.0,4.474,0.0,0.0
2007-01-01T09:00:00,2007-01-01T09:00:00,2007-01-01T14:00:00Z,41.34,9.328,9.511,4.225,0.199,3.817,0.081,0.0,0.0,0.266,0.014,0.021,0.0,0.041,0.03,0.0,0.0,0.0,0.0,0.635,9.511,11.77819,11.77819,10.37723,10.37723,1.40097,4.69973,0.2212,4.2463,0.09014,0.0,0.0,0.29597,0.01521,0.02321,0.0,0.04534,0.03341,0.0,0.0,0.0,0.0,0.70673,1.40097,0.0,0.0,9.825,3.774,45.735,13.179,0.0,7.828,0.274,0.0,0.0,27.085,63.861,37.963,69.992,70.0,70.0,114.212,0.0,0.0,29.84,27.459,76.0,4.474,15.533,11.095
2007-01-01T10:00:00,2007-01-01T10:00:00,2007-01-01T15:00:00Z,26.902,7.531,1.207,4.32,0.235,1.92,0.045,0.0,0.0,0.273,0.014,0.018,0.0,0.041,0.03,0.0,0.0,0.0,0.0,0.635,1.207,7.10089,7.10089,6.92313,6.92313,0.17775,3.9716,0.21571,1.76484,0.04157,0.0,0.0,0.25112,0.01291,0.01627,0.0,0.03747,0.02761,0.0,0.0,0.0,0.0,0.58404,0.17775,0.0,0.0,0.0,0.0,41.416,6.563,0.0,0.0,0.28,0.0,0.0,31.525,63.703,38.806,69.997,70.0,70.0,107.058,0.0,0.0,32.9,29.603,70.0,0.0,21.873,0.0
2007-01-01T11:00:00,2007-01-01T11:00:00,2007-01-01T16:00:00Z,19.005,5.57,0.0,4.502,0.276,0.157,0.004,0.0,0.0,0.05,0.003,0.014,0.03,0.04,0.029,0.0,0.0,0.0,0.0,0.465,0.0,4.85288,4.85288,4.85288,4.85288,0.0,3.92246,0.24048,0.13698,0.00335,0.0,0.0,0.04362,0.00224,0.01212,0.02614,0.03465,0.02553,0.0,0.0,0.0,0.0,0.40532,0.0,0.0,0.0,0.0,0.0,39.955,0.536,0.0,0.0,0.277,0.0,0.0,36.688,63.443,40.097,69.999,70.0,70.0,50.378,99.99,0.0,37.94,32.944,59.0,5.592,35.187,0.0
2007-01-01T12:00:00,2007-01-01T12:00:00,2007-01-01T17:00:00Z,18.899,4.855,2.333,4.019,0.239,0.0,0.0,0.0,0.0,0.05,0.003,0.009,0.0,0.04,0.029,0.0,0.0,0.0,0.0,0.465,2.333,4.49988,4.49988,4.15617,4.15617,0.34371,3.44086,0.20476,0.0,0.0,0.0,0.0,0.04286,0.0022,0.00812,0.0,0.03404,0.02508,0.0,0.0,0.0,0.0,0.39825,0.34371,0.0,0.0,1.912,0.734,36.016,0.0,0.0,1.519,0.275,0.0,0.0,40.624,63.555,41.688,70.0,70.0,70.0,98.601,0.0,0.0,39.92,33.869,53.0,6.711,44.063,0.0
2007-01-01T13:00:00,2007-01-01T13:00:00,2007-01-01T18:00:00Z,21.412,4.016,7.71,3.238,0.18,0.0,0.0,0.0,0.0,0.05,0.003,0.008,0.0,0.042,0.031,0.0,0.0,0.0,0.0,0.465,7.71,4.52905,4.52905,3.39342,3.39342,1.13564,2.73603,0.1521,0.0,0.0,0.0,0.0,0.0423,0.00217,0.00641,0.0,0.03528,0.026,0.0,0.0,0.0,0.0,0.39312,1.13564,0.0,0.0,7.603,2.92,31.99,0.0,0.0,6.069,0.276,0.0,0.0,44.677,63.036,43.367,70.0,70.0,72.0,89.098,0.0,0.0,42.98,35.291,45.0,4.474,47.55,0.0
2007-01-01T14:00:00,2007-01-01T14:00:00,2007-01-01T19:00:00Z,12.267,3.595,0.0,2.843,0.155,0.0,0.0,0.0,0.0,0.05,0.003,0.007,0.0,0.042,0.031,0.0,0.0,0.0,0.0,0.465,0.0,3.04424,3.04424,3.04424,3.04424,0.0,2.4076,0.13083,0.0,0.0,0.0,0.0,0.04239,0.00218,0.00589,0.0,0.03536,0.02605,0.0,0.0,0.0,0.0,0.39394,0.0,0.0,0.0,0.0,0.0,28.116,0.0,0.0,0.0,0.273,0.0,0.0,47.978,62.304,44.86,70.0,70.0,72.0,86.578,0.0,0.0,44.96,36.124,40.0,5.592,45.014,0.0
2007-01-01T15:00:00,2007-01-01T15:00:00,2007-01-01T20:00:00Z,13.709,3.596,1.44,2.477,0.132,0.0,0.0,0.0,0.0,0.249,0.013,0.007,0.0,0.042,0.031,0.0,0.0,0.0,0.0,0.645,1.44,3.34024,3.34024,3.1282,3.1282,0.21204,2.15504,0.11511,0.0,0.0,0.0,0.0,0.21643,0.01112,0.00605,0.0,0.03632,0.02676,0.0,0.0,0.0,0.0,0.56137,0.21204,0.0,0.0,0.0,0.0,24.429,0.0,0.0,0.0,0.283,0.0,0.0,49.607,61.741,46.362,70.0,70.0,72.0,84.712,0.0,0.0,45.86,36.188,36.0,5.592,45.965,0.0
2007-01-01T16:00:00,2007-01-01T16:00:00,2007-01-01T21:00:00Z,11.416,3.346,0.0,2.217,0.117,0.0,0.0,0.0,0.0,0.256,0.013,0.008,0.0,0.041,0.03,0.0,0.0,0.0,0.0,0.664,0.0,3.00047,3.00047,3.00047,3.00047,0.0,1.98843,0.10468,0.0,0.0,0.0,0.0,0.2295,0.01179,0.0068,0.0,0.03656,0.02693,0.0,0.0,0.0,0.0,0.59577,0.0,0.0,0.0,0.0,0.0,21.853,0.0,0.0,0.0,0.287,0.0,0.0,50.131,61.14,47.505,70.0,70.0,72.0,82.446,0.0,0.0,46.94,36.52,33.0,5.592,30.115,0.0
2007-01-01T17:00:00,2007-01-01T17:00:00,2007-01-01T22:00:00Z,11.223,3.289,0.0,2.111,0.111,0.0,0.0,0.0,0.0,0.282,0.015,0.012,0.0,0.044,0.032,0.0,0.0,0.0,0.0,0.682,0.0,3.91214,3.91214,3.91214,3.91214,0.0,2.51072,0.13222,0.0,0.0,0.0,0.0,0.33576,0.01726,0.01429,0.0,0.05203,0.03833,0.0,0.0,0.0,0.0,0.81153,0.0,0.0,0.0,0.0,0.0,20.643,0.0,0.0,0.0,0.285,0.0,0.0,48.918,60.617,48.048,70.0,70.0,72.0,83.583,0.0,0.0,46.4,36.78,37.0,5.592,12.046,0.0
2007-01-01T18:00:00,2007-01-01T18:00:00,2007-01-01T23:00:00Z,13.26,3.455,1.471,2.146,0.115,0.0,0.0,0.0,0.0,0.349,0.018,0.023,0.0,0.048,0.035,0.0,0.0,0.0,0.0,0.72,1.471,4.91794,4.91794,4.70129,4.70129,0.21665,2.92041,0.1564,0.0,0.0,0.0,0.0,0.47531,0.02443,0.03183,0.0,0.06493,0.04784,0.0,0.0,0.0,0.0,0.98014,0.21665,0.0,0.0,0.951,0.365,20.617,0.0,0.0,0.759,0.289,0.0,0.0,46.21,60.328,47.976,70.0,70.0,72.0,88.791,0.0,0.0,43.88,36.033,45.0,5.592,0.0,0.0
2007-01-01T19:00:00,2007-01-01T19:00:00,2007-01-02T00:00:00Z,17.32,3.66,4.832,2.216,0.12,0.0,0.0,0.0,0.0,0.454,0.023,0.031,0.0,0.05,0.037,0.0,0.0,0.0,0.0,0.729,4.832,5.7602,5.7602,5.04839,5.04839,0.71182,3.05719,0.165,0.0,0.0,0.0,0.0,0.62614,0.03218,0.04273,0.0,0.06857,0.05052,0.0,0.0,0.0,0.0,1.00606,0.71182,0.0,0.0,4.76,1.828,21.208,0.0,0.0,3.793,0.29,0.0,0.0,44.464,60.347,47.621,70.0,70.0,72.0,90.614,0.0,0.0,42.98,35.888,49.0,5.592,0.0,0.0
2007-01-01T20:00:00,2007-01-01T20:00:00,2007-01-02T01:00:00Z,19.34,3.514,7.35,1.319,0.069,0.0,0.0,0.0,0.0,1.012,0.052,0.041,0.0,0.048,0.035,0.0,0.0,0.0,0.0,0.937,7.35,5.926,5.926,4.84337,4.84337,1.08263,1.8187,0.09457,0.0,0.0,0.0,0.0,1.39543,0.07172,0.05664,0.0,0.06577,0.04846,0.0,0.0,0.0,0.0,1.29208,1.08263,0.0,0.0,6.666,2.56,13.288,0.0,0.0,5.311,0.289,0.0,0.0,43.574,60.517,47.214,67.345,67.0,72.0,90.614,0.0,0.0,42.98,36.183,51.0,5.592,0.0,0.0
2007-01-01T21:00:00,2007-01-01T21:00:00,2007-01-02T02:00:00Z,13.562,3.246,2.487,1.141,0.059,0.0,0.0,0.0,0.0,0.976,0.05,0.058,0.0,0.047,0.034,0.0,0.0,0.0,0.0,0.88,2.487,4.83138,4.83138,4.46499,4.46499,0.36639,1.56981,0.08179,0.0,0.0,0.0,0.0,1.34247,0.069,0.07914,0.0,0.06428,0.04736,0.0,0.0,0.0,0.0,1.21115,0.36639,0.0,0.0,1.898,0.729,10.832,0.0,0.0,1.519,0.29,0.0,0.0,42.642,58.525,46.772,67.045,67.0,72.0,87.412,0.0,0.0,41.9,35.699,54.0,5.592,0.0,0.0
2007-01-01T22:00:00,2007-01-01T22:00:00,2007-01-02T03:00:00Z,20.593,3.485,8.7,1.582,0.093,0.0,0.0,0.0,0.0,0.782,0.04,0.066,0.0,0.046,0.034,0.0,0.0,0.0,0.0,0.843,8.7,6.1017,6.1017,4.82015,4.82015,1.28154,2.1872,0.12804,0.0,0.0,0.0,0.0,1.08134,0.05557,0.0918,0.0,0.06324,0.0466,0.0,0.0,0.0,0.0,1.16636,1.28154,0.0,0.0,7.722,2.966,12.346,0.0,0.0,6.155,0.298,0.0,0.0,40.831,57.43,46.077,67.008,67.0,72.0,92.987,0.0,0.0,38.84,35.524,73.0,5.592,0.0,0.0
2007-01-01T23:00:00,2007-01-01T23:00:00,2007-01-02T04:00:00Z,16.428,3.89,3.154,2.133,0.128,0.0,0.0,0.0,0.0,0.681,0.035,0.058,0.03,0.044,0.032,0.0,0.0,0.0,0.0,0.749,3.154,5.85222,5.85222,5.38767,5.38767,0.46455,2.95363,0.17765,0.0,0.0,0.0,0.0,0.94366,0.0485,0.07967,0.04155,0.06058,0.04464,0.0,0.0,0.0,0.0,1.03779,0.46455,0.0,0.0,3.896,1.496,17.117,0.0,0.0,3.104,0.303,0.0,0.0,39.606,58.068,45.498,67.002,67.0,72.0,46.06,99.99,0.0,37.94,34.445,71.0,5.592,0.0,0.0
2007-01-02T00:00:00,2007-01-02T00:00:00,2007-01-02T05:00:00Z,12.906,3.351,1.472,2.564,0.159,0.0,0.0,0.0,0.0,0.05,0.003,0.04,0.0,0.041,0.03,0.0,0.0,0.0,0.0,0.465,1.472,4.88087,4.88087,4.66411,4.66411,0.21676,3.56816,0.22126,0.0,0.0,0.0,0.0,0.06968,0.00358,0.05543,0.0,0.05673,0.0418,0.0,0.0,0.0,0.0,0.64747,0.21676,0.0,0.0,0.95,0.365,20.347,0.0,0.0,0.759,0.301,0.0,0.0,37.865,59.252,44.849,67.0,67.0,72.0,95.384,0.0,0.0,36.86,33.936,75.0,4.474,0.0,0.0
2007-01-02T01:00:00,2007-01-02T01:00:00,2007-01-02T06:00:00Z,13.824,3.63,1.44,2.837,0.177,0.0,0.0,0.0,0.0,0.05,0.003,0.029,0.0,0.04,0.029,0.0,0.0,0.0,0.0,0.465,1.44,5.19719,5.19719,4.98507,4.98507,0.21211,3.89603,0.24299,0.0,0.0,0.0,0.0,0.06876,0.00353,0.03994,0.0,0.05462,0.04024,0.0,0.0,0.0,0.0,0.63896,0.21211,0.0,0.0,0.0,0.0,22.951,0.0,0.0,0.0,0.295,0.0,0.0,36.583,59.881,44.211,67.0,67.0,72.0,96.799,0.0,0.0,36.86,33.576,72.0,5.592,0.0,0.0
2007-01-02T02:00:00,2007-01-02T02:00:00,2007-01-02T07:00:00Z,14.1,4.132,0.0,3.303,0.215,0.0,0.0,0.0,0.0,0.05,0.003,0.029,0.0,0.039,0.029,0.0,0.0,0.0,0.0,0.465,0.0,5.60105,5.60105,5.60105,5.60105,0.0,4.47646,0.29202,0.0,0.0,0.0,0.0,0.06785,0.00349,0.03941,0.0,0.05255,0.03872,0.0,0.0,0.0,0.0,0.63055,0.0,0.0,0.0,0.0,0.0,25.259,0.0,0.0,0.0,0.295,0.0,0.0,35.302,60.306,43.524,67.0,67.0,72.0,100.62,0.0,0.0,34.88,33.223,85.0,5.592,0.0,0.0
2007-01-02T03:00:00,2007-01-02T03:00:00,2007-01-02T08:00:00Z,14.214,4.166,0.0,3.339,0.214,0.0,0.0,0.0,0.0,0.05,0.003,0.029,0.0,0.038,0.028,0.0,0.0,0.0,0.0,0.465,0.0,5.64732,5.64732,5.64732,5.64732,0.0,4.52662,0.29033,0.0,0.0,0.0,0.0,0.06787,0.00349,0.03942,0.0,0.05121,0.03773,0.0,0.0,0.0,0.0,0.63065,0.0,0.0,0.0,0.0,0.0,26.767,0.0,0.0,0.0,0.289,0.0,0.0,34.832,60.966,43.083,67.0,67.0,72.0,98.545,0.0,0.0,35.96,33.332,77.0,5.592,0.0,0.0
2007-01-02T04:00:00,2007-01-02T04:00:00,2007-01-02T09:00:00Z,15.325,4.491,0.0,3.64,0.24,0.0,0.0,0.0,0.0,0.05,0.003,0.029,0.0,0.037,0.027,0.0,0.0,0.0,0.0,0.465,0.0,6.09142,6.09142,6.09142,6.09142,0.0,4.93735,0.32564,0.0,0.0,0.0,0.0,0.0679,0.00349,0.03944,0.0,0.04989,0.03676,0.0,0.0,0.0,0.0,0.63096,0.0,0.0,0.0,0.0,0.0,28.121,0.176,0.0,0.0,0.282,0.0,0.0,33.822,61.184,42.528,67.0,67.0,70.0,104.15,0.0,0.0,33.98,32.251,84.0,6.711,0.0,0.0
2007-01-02T05:00:00,2007-01-02T05:00:00,2007-01-02T10:00:00Z,25.266,6.983,1.44,4.057,0.228,2.036,0.052,0.0,0.0,0.05,0.003,0.029,0.0,0.036,0.026,0.0,0.0,0.0,0.0,0.465,1.44,9.71334,9.71334,9.50127,9.50127,0.21207,5.52077,0.31069,2.77092,0.07011,0.0,0.0,0.06812,0.0035,0.03957,0.0,0.0487,0.03588,0.0,0.0,0.0,0.0,0.63301,0.21207,0.0,0.0,0.0,0.0,35.679,7.24,0.0,0.0,0.288,1.0,0.0,31.714,61.492,41.861,69.008,70.0,70.0,105.928,0.0,0.0,30.92,29.604,87.0,3.355,0.0,0.0
2007-01-02T06:00:00,2007-01-02T06:00:00,2007-01-02T11:00:00Z,30.122,8.828,0.0,4.048,0.194,3.897,0.085,0.0,0.0,0.05,0.003,0.023,0.0,0.036,0.026,0.0,0.0,0.0,0.0,0.465,0.0,12.03169,12.03169,12.03169,12.03169,0.0,5.5172,0.26507,5.3107,0.11636,0.0,0.0,0.06823,0.00351,0.03188,0.0,0.04878,0.03594,0.0,0.0,0.0,0.0,0.63403,0.0,0.0,0.0,0.0,0.0,41.25,13.604,0.0,0.0,0.288,0.0,0.0,30.753,63.481,41.319,69.693,70.0,70.0,108.509,0.0,0.0,32.0,31.065,91.0,4.474,0.0,0.0
2007-01-02T07:00:00,2007-01-02T07:00:00,2007-01-02T12:00:00Z,37.573,9.005,6.846,4.064,0.19,4.055,0.09,0.0,0.0,0.05,0.003,0.022,0.0,0.038,0.028,0.0,0.0,0.0,0.0,0.465,6.846,13.60537,13.60537,12.59697,12.59697,1.00839,5.68553,0.26529,5.67285,0.12619,0.0,0.0,0.07003,0.0036,0.03095,0.0,0.05284,0.03894,0.0,0.0,0.0,0.0,0.65075,1.00839,0.0,0.0,7.123,2.736,42.335,14.094,0.0,5.685,0.275,0.0,0.0,28.877,64.372,40.65,69.905,70.0,70.0,112.173,0.0,0.0,29.84,29.45,96.0,0.0,0.0,0.0
2007-01-02T08:00:00,2007-01-02T08:00:00,2007-01-02T13:00:00Z,33.944,8.593,4.622,4.13,0.205,3.202,0.075,0.0,0.0,0.252,0.013,0.021,0.0,0.04,0.029,0.0,0.0,0.0,0.0,0.626,4.622,12.48938,12.48938,11.80859,11.80859,0.68078,5.67453,0.28129,4.40061,0.10328,0.0,0.0,0.34605,0.01779,0.02953,0.0,0.05464,0.04026,0.0,0.0,0.0,0.0,0.8606,0.68078,0.0,0.0,2.945,1.131,41.031,11.123,0.0,2.35,0.271,0.0,0.0,28.253,64.593,40.039,69.97,70.0,70.0,115.276,0.0,0.0,29.84,28.959,91.0,5.592,0.0,0.0
2007-01-02T09:00:00,2007-01-02T09:00:00,2007-01-02T14:00:00Z,26.401,7.737,0.0,4.175,0.222,2.276,0.057,0.0,0.0,0.266,0.014,0.021,0.0,0.041,0.03,0.0,0.0,0.0,0.0,0.635,0.0,8.6074,8.6074,8.6074,8.6074,0.0,4.64404,0.24741,2.53215,0.06392,0.0,0.0,0.29597,0.01521,0.02321,0.0,0.04534,0.03341,0.0,0.0,0.0,0.0,0.70673,0.0,0.0,0.0,0.0,0.0,38.578,7.931,0.0,0.0,0.277,0.0,0.0,30.782,64.681,39.977,69.991,70.0,70.0,109.871,0.0,0.0,32.9,32.065,92.0,5.592,8.559,0.0
2007-01-02T10:00:00,2007-01-02T10:00:00,2007-01-02T15:00:00Z,23.4,6.858,0.0,4.181,0.232,1.791,0.048,0.0,0.0,0.05,0.003,0.018,0.0,0.041,0.03,0.0,0.0,0.0,0.0,0.465,0.0,6.30468,6.30468,6.30468,6.30468,0.0,3.8437,0.21307,1.64626,0.04421,0.0,0.0,0.04602,0.00237,0.01627,0.0,0.03747,0.02761,0.0,0.0,0.0,0.0,0.42768,0.0,0.0,0.0,0.0,0.0,36.443,6.223,0.0,0.0,0.272,0.0,0.0,35.039,64.615,40.537,69.997,70.0,70.0,102.543,0.0,0.0,36.86,36.516,97.0,5.592,19.971,0.0
2007-01-02T11:00:00,2007-01-02T11:00:00,2007-01-02T16:00:00Z,23.106,6.341,1.47,4.237,0.247,1.194,0.033,0.0,0.0,0.05,0.003,0.014,0.03,0.04,0.029,0.0,0.0,0.0,0.0,0.465,1.47,5.74109,5.74109,5.52457,5.52457,0.21652,3.69114,0.21505,1.03999,0.02879,0.0,0.0,0.04362,0.00224,0.01212,0.02614,0.03465,0.02553,0.0,0.0,0.0,0.0,0.40532,0.21652,0.0,0.0,0.952,0.366,35.443,4.073,0.0,0.76,0.27,0.0,0.0,39.749,64.567,41.721,69.999,70.0,70.0,45.124,99.99,0.0,39.92,39.056,93.0,0.0,29.481,0.0
2007-01-02T12:00:00,2007-01-02T12:00:00,2007-01-02T17:00:00Z,18.391,3.974,4.83,3.201,0.177,0.0,0.0,0.0,0.0,0.05,0.003,0.009,0.0,0.04,0.029,0.0,0.0,0.0,0.0,0.465,4.83,4.11378,4.11378,3.40235,3.40235,0.71143,2.74013,0.15167,0.0,0.0,0.0,0.0,0.04286,0.0022,0.00812,0.0,0.03404,0.02508,0.0,0.0,0.0,0.0,0.39825,0.71143,0.0,0.0,4.76,1.828,31.648,0.0,0.0,3.802,0.271,0.0,0.0,43.62,64.679,43.197,70.0,70.0,70.0,89.097,0.0,0.0,42.98,38.207,65.0,4.474,35.504,0.0
