Time,TimeDST,TimeUTC,Energy Use: Total,Fuel Use: Electricity: Total,Fuel Use: Natural Gas: Total,End Use: Electricity: Heating Fans/Pumps,End Use: Electricity: Cooling,End Use: Electricity: Cooling Fans/Pumps,End Use: Electricity: Lighting Interior,End Use: Electricity: Lighting Exterior,End Use: Electricity: Mech Vent,End Use: Electricity: Refrigerator,End Use: Electricity: Freezer,End Use: Electricity: Dishwasher,End Use: Electricity: Clothes Washer,End Use: Electricity: Clothes Dryer,End Use: Electricity: Range/Oven,End Use: Electricity: Ceiling Fan,End Use: Electricity: Plug Loads,End Use: Electricity: Pool Pump,End Use: Natural Gas: Heating,End Use: Natural Gas: Hot Water,Emissions: CO2e: LRMER_MidCase_15: Total,Emissions: CO2e: LRMER_MidCase_15: Net,Emissions: CO2e: LRMER_MidCase_15: Electricity: Total,Emissions: CO2e: LRMER_MidCase_15: Electricity: Net,Emissions: CO2e: LRMER_MidCase_15: Natural Gas: Total,Emissions: CO2e: LRMER_MidCase_15: Electricity: Heating Fans/Pumps,Emissions: CO2e: LRMER_MidCase_15: Electricity: Cooling,Emissions: CO2e: LRMER_MidCase_15: Electricity: Cooling Fans/Pumps,Emissions: CO2e: LRMER_MidCase_15: Electricity: Lighting Interior,Emissions: CO2e: LRMER_MidCase_15: Electricity: Lighting Exterior,Emissions: CO2e: LRMER_MidCase_15: Electricity: Mech Vent,Emissions: CO2e: LRMER_MidCase_15: Electricity: Refrigerator,Emissions: CO2e: LRMER_MidCase_15: Electricity: Freezer,Emissions: CO2e: LRMER_MidCase_15: Electricity: Dishwasher,Emissions: CO2e: LRMER_MidCase_15: Electricity: Clothes Washer,Emissions: CO2e: LRMER_MidCase_15: Electricity: Clothes Dryer,Emissions: CO2e: LRMER_MidCase_15: Electricity: Range/Oven,Emissions: CO2e: LRMER_MidCase_15: Electricity: Ceiling Fan,Emissions: CO2e: LRMER_MidCase_15: Electricity: Plug Loads,Emissions: CO2e: LRMER_MidCase_15: Electricity: Pool Pump,Emissions: CO2e: LRMER_MidCase_15: Natural Gas: Heating,Emissions: CO2e: LRMER_MidCase_15: Natural Gas: Hot Water,Hot Water: Clothes Washer,Hot Water: Dishwasher,Hot Water: Fixtures,Hot Water: Distribution Waste,Load: Heating: Delivered,Load: Cooling: Delivered,Load: Hot Water: Delivered,Load: Hot Water: Tank Losses,Unmet Hours: Heating,Unmet Hours: Cooling,Temperature: Attic - Vented,Temperature: Crawlspace - Vented,Temperature: Living Space,Temperature: Heating Setpoint,Temperature: Cooling Setpoint,Airflow: Infiltration,Airflow: Mechanical Ventilation,Airflow: Natural Ventilation,Weather: Drybulb Temperature,Weather: Wetbulb Temperature,Weather: Relative Humidity,Weather: Wind Speed,Weather: Diffuse Solar Radiation,Weather: Direct Solar Radiation
,,,kBtu,kWh,kBtu,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kBtu,kBtu,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,gal,gal,gal,gal,kBtu,kBtu,kBtu,kBtu,hr,hr,F,F,F,F,F,cfm,cfm,cfm,F,F,%,mph,Btu/(hr*ft^2),Btu/(hr*ft^2)
2007-06-29T01:00:00,2007-06-29T02:00:00,2007-06-29T06:00:00Z,9.193,1.793,3.075,0.0,0.915,0.247,0.013,0.005,0.0,0.051,0.037,0.0,0.0,0.0,0.0,0.005,0.502,0.017,0.0,3.075,2.81513,2.81513,2.36218,2.36218,0.45295,0.0,1.2057,0.32542,0.01727,0.00635,0.0,0.06689,0.04928,0.0,0.0,0.0,0.0,0.00702,0.66198,0.02227,0.0,0.45295,0.0,0.0,2.888,0.97,0.0,11.119,1.583,0.397,0.0,0.0,72.337,77.312,75.0,70.0,75.0,29.673,0.0,0.0,73.4,70.977,89.0,4.698,0.0,0.0
2007-06-29T02:00:00,2007-06-29T03:00:00,2007-06-29T07:00:00Z,8.699,1.635,3.122,0.0,0.793,0.213,0.013,0.005,0.0,0.049,0.036,0.0,0.0,0.0,0.0,0.005,0.502,0.017,0.0,3.122,2.49411,2.49411,2.03422,2.03422,0.45989,0.0,0.98658,0.26543,0.01632,0.006,0.0,0.06156,0.04536,0.0,0.0,0.0,0.0,0.00663,0.62532,0.02104,0.0,0.45989,0.0,0.0,3.84,1.29,0.0,9.646,2.107,0.398,0.0,0.0,71.256,77.407,75.0,70.0,75.0,29.673,0.0,0.0,73.4,70.977,89.0,4.698,0.0,0.0
2007-06-29T03:00:00,2007-06-29T04:00:00,2007-06-29T08:00:00Z,5.133,1.504,0.0,0.0,0.685,0.187,0.013,0.005,0.0,0.048,0.035,0.0,0.0,0.0,0.0,0.005,0.502,0.023,0.0,0.0,1.84556,1.84556,1.84556,1.84556,0.0,0.0,0.84092,0.22938,0.01609,0.00591,0.0,0.05909,0.04354,0.0,0.0,0.0,0.0,0.00654,0.61645,0.02765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.528,0.0,0.397,0.0,0.0,68.581,77.105,75.0,70.0,75.0,28.375,0.0,0.0,71.6,70.324,94.0,0.0,0.0,0.0
2007-06-29T04:00:00,2007-06-29T05:00:00,2007-06-29T09:00:00Z,6.304,1.417,1.469,0.0,0.601,0.164,0.013,0.005,0.0,0.047,0.035,0.0,0.0,0.0,0.0,0.005,0.502,0.045,0.0,1.469,1.93642,1.93642,1.72002,1.72002,0.2164,0.0,0.72978,0.19858,0.01591,0.00585,0.0,0.05689,0.04191,0.0,0.0,0.0,0.0,0.00647,0.60992,0.05472,0.0,0.2164,0.0,0.0,0.0,0.0,0.0,7.473,0.0,0.389,0.0,0.0,68.151,77.089,75.0,70.0,75.0,37.195,0.0,0.0,71.6,70.324,94.0,4.698,0.0,0.0
2007-06-29T05:00:00,2007-06-29T06:00:00,2007-06-29T10:00:00Z,4.57,1.339,0.0,0.0,0.508,0.14,0.013,0.004,0.0,0.047,0.035,0.0,0.0,0.0,0.0,0.005,0.502,0.085,0.0,0.0,1.64757,1.64757,1.64757,1.64757,0.0,0.0,0.62547,0.17243,0.01613,0.00477,0.0,0.05765,0.04248,0.0,0.0,0.0,0.0,0.00655,0.61812,0.10397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.441,0.0,0.406,0.0,0.0,66.234,76.724,75.0,70.0,75.0,37.4,0.0,0.0,69.8,68.554,94.0,0.0,0.0,0.0
2007-06-29T06:00:00,2007-06-29T07:00:00,2007-06-29T11:00:00Z,4.659,1.366,0.0,0.0,0.479,0.13,0.013,0.004,0.0,0.049,0.036,0.0,0.0,0.0,0.0,0.005,0.502,0.146,0.0,0.0,1.45376,1.45376,1.45376,1.45376,0.0,0.0,0.50969,0.13818,0.01396,0.0039,0.0,0.05266,0.0388,0.0,0.0,0.0,0.0,0.00567,0.53492,0.15596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.938,0.0,0.396,0.0,0.0,68.297,77.101,75.0,70.0,75.0,28.375,0.0,0.0,71.6,70.324,94.0,0.0,19.02,26.628
2007-06-29T07:00:00,2007-06-29T08:00:00,2007-06-29T12:00:00Z,6.614,1.508,1.469,0.0,0.511,0.134,0.013,0.004,0.0,0.052,0.038,0.0,0.0,0.0,0.0,0.005,0.502,0.248,0.0,1.469,1.39354,1.39354,1.17713,1.17713,0.21641,0.0,0.39896,0.10461,0.01023,0.00278,0.0,0.04065,0.02995,0.0,0.0,0.0,0.0,0.00416,0.39225,0.19354,0.0,0.21641,0.0,0.0,0.0,0.0,0.0,6.077,0.0,0.392,0.0,0.0,75.459,77.924,75.0,70.0,75.0,4.498,0.0,0.0,75.2,71.315,83.0,0.0,38.674,88.126
2007-06-29T08:00:00,2007-06-29T09:00:00,2007-06-29T13:00:00Z,11.144,1.811,4.963,0.0,0.575,0.146,0.013,0.003,0.0,0.053,0.039,0.0,0.0,0.0,0.0,0.005,0.502,0.473,0.0,4.963,1.99776,1.99776,1.26675,1.26675,0.731,0.0,0.40243,0.10184,0.00917,0.00242,0.0,0.03732,0.0275,0.0,0.0,0.0,0.0,0.00373,0.35137,0.33098,0.0,0.731,0.0,0.0,7.284,2.447,0.0,6.549,4.002,0.398,0.0,0.0,83.342,78.742,75.0,70.0,75.0,57.26,0.0,0.0,78.8,73.729,79.0,8.053,46.599,164.839
2007-06-29T09:00:00,2007-06-29T10:00:00,2007-06-29T14:00:00Z,15.227,2.3,7.381,0.0,0.72,0.176,0.07,0.003,0.0,0.053,0.039,0.0,0.0,0.0,0.0,0.005,0.552,0.682,0.0,7.381,2.6279,2.6279,1.54075,1.54075,1.08715,0.0,0.48234,0.11777,0.04669,0.00196,0.0,0.03576,0.02635,0.0,0.0,0.0,0.0,0.00315,0.36994,0.45679,0.0,1.08715,0.0,0.0,10.133,3.404,0.0,7.849,5.548,0.397,0.0,0.0,93.434,79.639,75.0,70.0,75.0,67.536,0.0,0.0,82.4,74.645,70.0,8.053,51.988,204.781
2007-06-29T10:00:00,2007-06-29T11:00:00,2007-06-29T15:00:00Z,9.92,2.58,1.116,0.0,0.91,0.223,0.068,0.002,0.0,0.052,0.038,0.0,0.014,0.0,0.0,0.005,0.552,0.716,0.0,1.116,1.8344,1.8344,1.67005,1.67005,0.16436,0.0,0.58906,0.14457,0.0439,0.00149,0.0,0.0337,0.02483,0.0,0.00877,0.0,0.0,0.00313,0.3574,0.46319,0.0,0.16436,0.0,0.0,0.0,0.0,0.0,9.954,0.0,0.407,0.0,0.0,97.3,79.554,75.0,70.0,75.0,81.575,0.0,0.0,82.4,70.23,55.0,10.29,53.573,230.141
2007-06-29T11:00:00,2007-06-29T12:00:00,2007-06-29T16:00:00Z,18.261,4.911,1.505,0.0,1.213,0.294,0.065,0.002,0.0,0.052,0.038,0.0,0.19,1.809,0.0,0.005,0.561,0.682,0.0,1.505,3.44899,3.44899,3.22731,3.22731,0.22169,0.0,0.79722,0.19315,0.04264,0.00103,0.0,0.03422,0.02521,0.0,0.12489,1.18905,0.0,0.00326,0.36856,0.44807,0.0,0.22169,2.088,0.0,0.0,0.0,0.0,12.94,0.857,0.398,0.0,0.0,102.433,79.679,75.0,70.0,75.0,42.972,66.044,0.0,84.2,69.49,48.0,9.171,55.158,244.723
2007-06-29T12:00:00,2007-06-29T13:00:00,2007-06-29T17:00:00Z,22.624,6.193,1.491,0.0,1.521,0.364,0.038,0.001,0.0,0.055,0.04,0.0,0.0,2.958,0.0,0.005,0.536,0.676,0.0,1.491,4.2817,4.2817,4.06208,4.06208,0.21961,0.0,0.99726,0.2385,0.02487,0.00082,0.0,0.03586,0.02642,0.0,0.0,1.94003,0.0,0.00333,0.35152,0.44347,0.0,0.21961,0.0,0.0,0.961,0.323,0.0,15.89,0.526,0.396,0.0,0.0,105.567,79.72,75.0,70.0,75.0,41.095,107.974,0.0,86.0,71.295,49.0,10.29,49.769,260.89
2007-06-29T13:00:00,2007-06-29T14:00:00,2007-06-29T18:00:00Z,12.984,3.362,1.513,0.0,1.567,0.375,0.062,0.001,0.0,0.055,0.04,0.0,0.0,0.0,0.179,0.005,0.571,0.507,0.0,1.513,2.44937,2.44937,2.22645,2.22645,0.22292,0.0,1.03766,0.24849,0.0412,0.00076,0.0,0.03621,0.02668,0.0,0.0,0.0,0.11822,0.00354,0.37785,0.33584,0.0,0.22292,0.0,0.0,1.918,0.644,0.0,16.439,1.053,0.398,0.0,0.0,109.372,79.297,75.0,70.0,75.0,68.646,0.0,0.0,86.0,70.269,46.0,5.816,58.645,251.063
2007-06-29T14:00:00,2007-06-29T15:00:00,2007-06-29T19:00:00Z,11.777,3.451,0.0,0.0,1.84,0.434,0.062,0.001,0.03,0.055,0.04,0.0,0.0,0.0,0.0,0.006,0.561,0.423,0.0,0.0,2.28505,2.28505,2.28505,2.28505,0.0,0.0,1.218,0.28752,0.04119,0.00076,0.01986,0.0362,0.02667,0.0,0.0,0.0,0.0,0.00379,0.37128,0.27978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.895,0.0,0.393,0.0,0.0,110.53,79.907,75.0,70.0,75.0,41.44,99.99,0.0,87.8,70.635,43.0,9.171,55.475,246.625
2007-06-29T15:00:00,2007-06-29T16:00:00,2007-06-29T20:00:00Z,12.865,3.333,1.491,0.0,1.804,0.445,0.062,0.001,0.0,0.053,0.039,0.0,0.0,0.0,0.0,0.006,0.579,0.344,0.0,1.491,2.49046,2.49046,2.2708,2.2708,0.21966,0.0,1.22891,0.30281,0.04238,0.00086,0.0,0.03636,0.02679,0.0,0.0,0.0,0.0,0.00399,0.39455,0.23414,0.0,0.21966,0.0,0.0,0.956,0.321,0.0,19.662,0.526,0.399,0.0,0.0,107.797,78.849,75.0,70.0,75.0,67.295,0.0,0.0,84.2,68.479,45.0,6.935,63.717,219.363
2007-06-29T16:00:00,2007-06-29T17:00:00,2007-06-29T21:00:00Z,13.548,3.529,1.506,0.0,1.996,0.484,0.088,0.002,0.0,0.057,0.042,0.0,0.0,0.0,0.0,0.007,0.644,0.208,0.0,1.506,2.72491,2.72491,2.50308,2.50308,0.22183,0.0,1.41565,0.34327,0.06231,0.00141,0.0,0.04062,0.02993,0.0,0.0,0.0,0.0,0.00529,0.45675,0.14786,0.0,0.22183,0.0,0.0,1.591,0.535,0.0,21.322,0.873,0.397,0.0,0.0,105.722,79.453,75.0,70.0,75.0,83.653,0.0,0.0,86.0,69.215,43.0,9.171,52.622,208.902
2007-06-29T17:00:00,2007-06-29T18:00:00,2007-06-29T22:00:00Z,19.612,3.752,6.81,0.0,2.028,0.503,0.092,0.004,0.0,0.062,0.046,0.0,0.0,0.0,0.179,0.01,0.698,0.13,0.0,6.81,3.78482,3.78482,2.78176,2.78176,1.00306,0.0,1.50381,0.37323,0.0679,0.00287,0.0,0.04633,0.03413,0.0,0.0,0.0,0.13235,0.00752,0.51754,0.09608,0.0,1.00306,0.0,0.0,8.887,2.986,0.0,22.498,4.874,0.397,0.0,0.0,100.776,79.045,75.0,70.0,75.0,85.897,0.0,0.0,84.2,66.753,40.0,10.29,43.746,191.784
2007-06-29T18:00:00,2007-06-29T19:00:00,2007-06-29T23:00:00Z,18.53,3.465,6.709,0.0,1.963,0.497,0.072,0.005,0.0,0.065,0.048,0.0,0.0,0.0,0.089,0.01,0.642,0.073,0.0,6.709,3.84331,3.84331,2.85513,2.85513,0.98818,0.0,1.61768,0.40964,0.05963,0.00423,0.0,0.05364,0.03952,0.0,0.0,0.0,0.0734,0.00808,0.52894,0.06036,0.0,0.98818,0.0,0.0,8.045,2.703,0.0,22.463,4.413,0.397,0.0,0.0,94.718,78.582,75.0,70.0,75.0,99.845,0.0,0.0,82.4,68.98,51.0,12.751,36.455,125.531
2007-06-29T19:00:00,2007-06-29T20:00:00,2007-06-30T00:00:00Z,16.373,3.372,4.868,0.0,1.757,0.461,0.087,0.007,0.0,0.062,0.046,0.281,0.0,0.0,0.0,0.01,0.615,0.045,0.0,4.868,4.34252,4.34252,3.62546,3.62546,0.71706,0.0,1.88954,0.49601,0.09359,0.00732,0.0,0.06718,0.0495,0.30168,0.0,0.0,0.0,0.0111,0.66107,0.04847,0.0,0.71706,0.0,1.599,4.955,1.665,0.0,21.163,3.374,0.397,0.0,0.0,88.181,78.0,75.0,70.0,75.0,57.26,0.0,0.0,78.8,68.053,58.0,8.053,17.752,78.616
2007-06-29T20:00:00,2007-06-29T21:00:00,2007-06-30T01:00:00Z,13.4,2.999,3.166,0.0,1.551,0.421,0.158,0.01,0.0,0.061,0.045,0.088,0.0,0.0,0.0,0.014,0.63,0.023,0.0,3.166,4.15487,4.15487,3.68856,3.68856,0.46631,0.0,1.90714,0.51741,0.19439,0.01172,0.0,0.07524,0.05544,0.10811,0.0,0.0,0.0,0.01671,0.77469,0.02772,0.0,0.46631,0.0,1.109,3.845,1.292,0.0,19.536,2.562,0.397,0.0,0.0,81.41,77.476,75.0,70.0,75.0,32.06,0.0,0.0,75.2,66.831,65.0,5.816,0.0,0.0
2007-06-29T21:00:00,2007-06-29T22:00:00,2007-06-30T02:00:00Z,11.845,3.041,1.469,0.0,1.324,0.376,0.193,0.011,0.03,0.06,0.044,0.0,0.0,0.0,0.37,0.013,0.604,0.017,0.0,1.469,3.68175,3.68175,3.46533,3.46533,0.21642,0.0,1.50832,0.42823,0.2197,0.01253,0.03419,0.06824,0.05028,0.0,0.0,0.0,0.42122,0.01504,0.68834,0.01926,0.0,0.21642,0.0,0.0,0.0,0.0,0.0,17.734,0.0,0.396,0.0,0.0,74.675,76.55,75.0,70.0,75.0,16.146,99.99,0.0,69.8,65.072,78.0,5.816,0.0,0.0
2007-06-29T22:00:00,2007-06-29T23:00:00,2007-06-30T03:00:00Z,8.852,2.594,0.0,0.0,1.123,0.326,0.103,0.01,0.0,0.057,0.042,0.0,0.0,0.0,0.382,0.009,0.525,0.017,0.0,0.0,3.17606,3.17606,3.17606,3.17606,0.0,0.0,1.37432,0.3995,0.12585,0.01167,0.0,0.07012,0.05167,0.0,0.0,0.0,0.46796,0.01138,0.6429,0.02069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.586,0.0,0.402,0.0,0.0,69.289,75.961,75.0,70.0,75.0,52.648,0.0,0.0,66.2,63.805,88.0,0.0,0.0,0.0
2007-06-29T23:00:00,2007-06-30T00:00:00,2007-06-30T04:00:00Z,10.616,2.21,3.075,0.0,0.911,0.267,0.031,0.007,0.0,0.053,0.039,0.0,0.0,0.0,0.382,0.007,0.496,0.017,0.0,3.075,3.44783,3.44783,2.99488,2.99488,0.45295,0.0,1.23514,0.36137,0.04161,0.00894,0.0,0.07233,0.05329,0.0,0.0,0.0,0.51801,0.00912,0.67214,0.02291,0.0,0.45295,0.0,0.0,2.894,0.972,0.0,12.82,1.583,0.396,0.0,0.0,65.792,75.695,75.0,70.0,75.0,61.414,0.0,0.0,64.4,63.248,94.0,3.355,0.0,0.0
2007-06-30T00:00:00,2007-06-30T01:00:00,2007-06-30T05:00:00Z,6.727,1.972,0.0,0.0,0.76,0.221,0.013,0.005,0.0,0.052,0.038,0.0,0.0,0.0,0.357,0.005,0.502,0.017,0.0,0.0,2.75519,2.75519,2.75519,2.75519,0.0,0.0,1.06256,0.30953,0.01832,0.00673,0.0,0.07277,0.05362,0.0,0.0,0.0,0.4984,0.00745,0.70219,0.02362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.682,0.0,0.402,0.0,0.0,63.235,75.785,75.0,70.0,75.0,59.418,0.0,0.0,64.4,63.248,94.0,0.0,0.0,0.0
2007-06-30T01:00:00,2007-06-30T02:00:00,2007-06-30T06:00:00Z,5.303,1.554,0.0,0.0,0.607,0.176,0.013,0.005,0.0,0.051,0.037,0.0,0.0,0.0,0.14,0.005,0.502,0.017,0.0,0.0,2.0476,2.0476,2.0476,2.0476,0.0,0.0,0.79982,0.2319,0.01727,0.00635,0.0,0.06689,0.04928,0.0,0.0,0.0,0.18482,0.00702,0.66198,0.02227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.512,0.0,0.392,0.0,0.0,61.078,75.783,75.0,70.0,75.0,59.418,0.0,0.0,64.4,63.248,94.0,0.0,0.0,0.0
2007-06-30T02:00:00,2007-06-30T03:00:00,2007-06-30T07:00:00Z,5.581,1.205,1.469,0.0,0.446,0.13,0.013,0.005,0.0,0.049,0.036,0.0,0.0,0.0,0.0,0.005,0.502,0.017,0.0,1.469,1.71606,1.71606,1.49963,1.49963,0.21643,0.0,0.55547,0.16207,0.01632,0.00586,0.0,0.06156,0.04536,0.0,0.0,0.0,0.0,0.00663,0.62532,0.02104,0.0,0.21643,0.0,0.0,0.0,0.0,0.0,6.33,0.0,0.399,0.0,0.0,59.14,75.435,75.0,70.0,75.0,65.795,0.0,0.0,62.6,62.6,100.0,0.0,0.0,0.0
2007-06-30T03:00:00,2007-06-30T04:00:00,2007-06-30T08:00:00Z,3.628,1.063,0.0,0.0,0.334,0.097,0.013,0.005,0.0,0.048,0.035,0.0,0.0,0.0,0.0,0.005,0.502,0.023,0.0,0.0,1.30446,1.30446,1.30446,1.30446,0.0,0.0,0.41011,0.11921,0.01609,0.00578,0.0,0.05909,0.04354,0.0,0.0,0.0,0.0,0.00654,0.61645,0.02765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.72,0.0,0.401,0.0,0.0,59.032,75.471,75.0,70.0,75.0,67.603,0.0,0.0,62.6,62.6,100.0,3.355,0.0,0.0
2007-06-30T04:00:00,2007-06-30T05:00:00,2007-06-30T09:00:00Z,3.238,0.949,0.0,0.0,0.23,0.067,0.013,0.005,0.0,0.047,0.035,0.0,0.0,0.0,0.0,0.005,0.502,0.045,0.0,0.0,1.15182,1.15182,1.15182,1.15182,0.0,0.0,0.27866,0.0815,0.01591,0.00585,0.0,0.05689,0.04191,0.0,0.0,0.0,0.0,0.00647,0.60992,0.05472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.27,0.0,0.391,0.0,0.0,57.93,75.103,75.0,70.0,75.0,71.855,0.0,0.0,60.8,60.8,100.0,0.0,0.0,0.0
2007-06-30T05:00:00,2007-06-30T06:00:00,2007-06-30T10:00:00Z,4.608,0.92,1.469,0.0,0.177,0.051,0.013,0.005,0.0,0.047,0.035,0.0,0.0,0.0,0.0,0.005,0.502,0.085,0.0,1.469,1.34808,1.34808,1.13165,1.13165,0.21643,0.0,0.21798,0.06297,0.01613,0.0058,0.0,0.05765,0.04248,0.0,0.0,0.0,0.0,0.00655,0.61812,0.10397,0.0,0.21643,0.0,0.0,0.0,0.0,0.0,2.476,0.0,0.401,0.0,0.0,58.273,75.405,75.0,70.0,75.0,65.795,0.0,0.0,62.6,62.6,100.0,0.0,0.0,0.0
2007-06-30T06:00:00,2007-06-30T07:00:00,2007-06-30T11:00:00Z,3.181,0.932,0.0,0.0,0.135,0.039,0.013,0.005,0.0,0.049,0.036,0.0,0.0,0.0,0.0,0.005,0.502,0.146,0.0,0.0,0.99257,0.99257,0.99257,0.99257,0.0,0.0,0.14413,0.04155,0.01396,0.00491,0.0,0.05266,0.0388,0.0,0.0,0.0,0.0,0.00567,0.53492,0.15596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.882,0.0,0.399,0.0,0.0,59.011,75.354,75.0,70.0,75.0,65.795,0.0,0.0,62.6,62.6,100.0,0.0,13.631,0.0
2007-06-30T07:00:00,2007-06-30T08:00:00,2007-06-30T12:00:00Z,3.797,1.113,0.0,0.0,0.196,0.054,0.013,0.004,0.0,0.052,0.038,0.0,0.0,0.0,0.0,0.005,0.502,0.248,0.0,0.0,0.86879,0.86879,0.86879,0.86879,0.0,0.0,0.1528,0.04185,0.01023,0.00335,0.0,0.04065,0.02995,0.0,0.0,0.0,0.0,0.00416,0.39225,0.19354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.533,0.0,0.389,0.0,0.0,67.625,76.773,75.0,70.0,75.0,37.4,0.0,0.0,69.8,67.281,88.0,0.0,39.625,77.982
2007-06-30T08:00:00,2007-06-30T09:00:00,2007-06-30T13:00:00Z,9.46,1.389,4.719,0.0,0.237,0.062,0.013,0.004,0.0,0.053,0.039,0.0,0.0,0.0,0.0,0.005,0.502,0.473,0.0,4.719,1.66673,1.66673,0.97158,0.97158,0.69515,0.0,0.16568,0.04318,0.00917,0.00264,0.0,0.03732,0.0275,0.0,0.0,0.0,0.0,0.00373,0.35137,0.33098,0.0,0.69515,0.0,0.0,4.285,1.44,0.0,2.869,2.347,0.398,0.0,0.0,77.953,78.003,75.0,70.0,75.0,16.166,0.0,0.0,75.2,67.871,69.0,3.355,58.962,113.802
2007-06-30T09:00:00,2007-06-30T10:00:00,2007-06-30T14:00:00Z,9.289,1.801,3.143,0.0,0.361,0.089,0.041,0.003,0.0,0.053,0.039,0.0,0.0,0.0,0.0,0.005,0.527,0.682,0.0,3.143,1.66982,1.66982,1.20686,1.20686,0.46296,0.0,0.24177,0.05971,0.02773,0.0021,0.0,0.03576,0.02635,0.0,0.0,0.0,0.0,0.00336,0.35329,0.45679,0.0,0.46296,0.0,0.0,4.259,1.431,0.0,4.071,2.335,0.398,0.0,0.0,89.45,79.386,75.0,70.0,75.0,50.476,0.0,0.0,80.6,69.612,58.0,5.816,67.838,171.813
2007-06-30T10:00:00,2007-06-30T11:00:00,2007-06-30T15:00:00Z,13.898,2.033,6.96,0.0,0.483,0.117,0.068,0.003,0.0,0.052,0.038,0.0,0.0,0.0,0.0,0.005,0.552,0.716,0.0,6.96,2.34134,2.34134,1.31616,1.31616,1.02518,0.0,0.3125,0.07587,0.0439,0.00163,0.0,0.0337,0.02483,0.0,0.0,0.0,0.0,0.00313,0.3574,0.46319,0.0,1.02518,0.0,0.0,10.13,3.403,0.0,5.324,5.538,0.397,0.0,0.0,99.628,80.048,75.0,70.0,75.0,49.537,0.0,0.0,82.4,68.996,51.0,3.355,52.622,226.337
2007-06-30T11:00:00,2007-06-30T12:00:00,2007-06-30T16:00:00Z,13.831,2.21,6.29,0.0,0.694,0.166,0.039,0.002,0.0,0.052,0.038,0.0,0.0,0.0,0.0,0.005,0.532,0.682,0.0,6.29,2.37902,2.37902,1.45246,1.45246,0.92656,0.0,0.45633,0.10913,0.02562,0.0011,0.0,0.03422,0.02521,0.0,0.0,0.0,0.0,0.00338,0.34939,0.44807,0.0,0.92656,0.0,0.0,6.679,2.244,0.0,7.49,3.651,0.397,0.0,0.0,103.639,80.474,75.0,70.0,75.0,72.698,0.0,0.0,84.2,68.498,45.0,8.053,66.57,223.484
2007-06-30T12:00:00,2007-06-30T13:00:00,2007-06-30T17:00:00Z,10.291,2.493,1.784,0.0,0.92,0.221,0.038,0.001,0.0,0.055,0.04,0.0,0.0,0.0,0.0,0.005,0.536,0.676,0.0,1.784,1.89798,1.89798,1.63514,1.63514,0.26284,0.0,0.60362,0.14522,0.02487,0.00082,0.0,0.03586,0.02642,0.0,0.0,0.0,0.0,0.00333,0.35152,0.44347,0.0,0.26284,0.0,0.0,3.031,1.018,0.0,9.961,1.664,0.399,0.0,0.0,104.734,80.247,75.0,70.0,75.0,78.929,0.0,0.0,84.2,66.775,40.0,9.171,80.201,215.242
2007-06-30T13:00:00,2007-06-30T14:00:00,2007-06-30T18:00:00Z,11.849,2.557,3.123,0.0,1.107,0.268,0.038,0.001,0.0,0.055,0.04,0.0,0.0,0.0,0.0,0.005,0.536,0.507,0.0,3.123,2.15367,2.15367,1.69371,1.69371,0.45997,0.0,0.73344,0.17736,0.02493,0.00076,0.0,0.03621,0.02668,0.0,0.0,0.0,0.0,0.00353,0.35495,0.33584,0.0,0.45997,0.0,0.0,3.836,1.289,0.0,12.022,2.099,0.397,0.0,0.0,107.793,79.817,75.0,70.0,75.0,62.804,0.0,0.0,84.2,67.811,43.0,5.816,67.838,237.749
2007-06-30T14:00:00,2007-06-30T15:00:00,2007-06-30T19:00:00Z,12.687,2.831,3.028,0.0,1.373,0.334,0.038,0.001,0.03,0.055,0.04,0.0,0.0,0.0,0.0,0.006,0.532,0.423,0.0,3.028,2.32006,2.32006,1.87402,1.87402,0.44604,0.0,0.90878,0.22141,0.02493,0.00076,0.01986,0.0362,0.02667,0.0,0.0,0.0,0.0,0.00366,0.35197,0.27978,0.0,0.44604,0.0,0.0,1.923,0.646,0.0,15.016,1.049,0.396,0.0,0.0,108.29,79.626,75.0,70.0,75.0,27.071,99.99,0.0,84.2,66.77,40.0,6.935,65.619,231.409
