Time,TimeDST,TimeUTC,Energy Use: Total,Fuel Use: Electricity: Total,Fuel Use: Natural Gas: Total,End Use: Electricity: Heating Fans/Pumps,End Use: Electricity: Cooling,End Use: Electricity: Cooling Fans/Pumps,End Use: Electricity: Lighting Interior,End Use: Electricity: Lighting Exterior,End Use: Electricity: Mech Vent,End Use: Electricity: Refrigerator,End Use: Electricity: Freezer,End Use: Electricity: Dishwasher,End Use: Electricity: Clothes Washer,End Use: Electricity: Clothes Dryer,End Use: Electricity: Range/Oven,End Use: Electricity: Ceiling Fan,End Use: Electricity: Plug Loads,End Use: Electricity: Pool Pump,End Use: Natural Gas: Heating,End Use: Natural Gas: Hot Water,Emissions: CO2e: LRMER_MidCase_15: Total,Emissions: CO2e: LRMER_MidCase_15: Net,Emissions: CO2e: LRMER_MidCase_15: Electricity: Total,Emissions: CO2e: LRMER_MidCase_15: Electricity: Net,Emissions: CO2e: LRMER_MidCase_15: Natural Gas: Total,Emissions: CO2e: LRMER_MidCase_15: Electricity: Heating Fans/Pumps,Emissions: CO2e: LRMER_MidCase_15: Electricity: Cooling,Emissions: CO2e: LRMER_MidCase_15: Electricity: Cooling Fans/Pumps,Emissions: CO2e: LRMER_MidCase_15: Electricity: Lighting Interior,Emissions: CO2e: LRMER_MidCase_15: Electricity: Lighting Exterior,Emissions: CO2e: LRMER_MidCase_15: Electricity: Mech Vent,Emissions: CO2e: LRMER_MidCase_15: Electricity: Refrigerator,Emissions: CO2e: LRMER_MidCase_15: Electricity: Freezer,Emissions: CO2e: LRMER_MidCase_15: Electricity: Dishwasher,Emissions: CO2e: LRMER_MidCase_15: Electricity: Clothes Washer,Emissions: CO2e: LRMER_MidCase_15: Electricity: Clothes Dryer,Emissions: CO2e: LRMER_MidCase_15: Electricity: Range/Oven,Emissions: CO2e: LRMER_MidCase_15: Electricity: Ceiling Fan,Emissions: CO2e: LRMER_MidCase_15: Electricity: Plug Loads,Emissions: CO2e: LRMER_MidCase_15: Electricity: Pool Pump,Emissions: CO2e: LRMER_MidCase_15: Natural Gas: Heating,Emissions: CO2e: LRMER_MidCase_15: Natural Gas: Hot Water,Hot Water: Clothes Washer,Hot Water: Dishwasher,Hot Water: Fixtures,Hot Water: Distribution Waste,Load: Heating: Delivered,Load: Cooling: Delivered,Load: Hot Water: Delivered,Load: Hot Water: Tank Losses,Unmet Hours: Heating,Unmet Hours: Cooling,Temperature: Attic - Vented,Temperature: Crawlspace - Vented,Temperature: Living Space,Temperature: Heating Setpoint,Temperature: Cooling Setpoint,Airflow: Infiltration,Airflow: Mechanical Ventilation,Airflow: Natural Ventilation,Weather: Drybulb Temperature,Weather: Wetbulb Temperature,Weather: Relative Humidity,Weather: Wind Speed,Weather: Diffuse Solar Radiation,Weather: Direct Solar Radiation
,,,kBtu,kWh,kBtu,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kBtu,kBtu,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,gal,gal,gal,gal,kBtu,kBtu,kBtu,kBtu,hr,hr,F,F,F,F,F,cfm,cfm,cfm,F,F,%,mph,Btu/(hr*ft^2),Btu/(hr*ft^2)
2007-01-01T01:00:00,2007-01-01T01:00:00,2007-01-01T06:00:00Z,19.942,0.764,17.337,0.067,0.0,0.0,0.02,0.007,0.0,0.04,0.029,0.0,0.0,0.0,0.0,0.007,0.572,0.022,12.357,4.98,3.60254,3.60254,1.04886,1.04886,2.55368,0.09156,0.0,0.0,0.02703,0.00998,0.0,0.05462,0.04024,0.0,0.0,0.0,0.0,0.01015,0.7851,0.03017,1.82018,0.7335,0.0,0.0,5.328,1.79,10.113,0.0,4.071,0.438,0.0,0.0,46.065,52.802,70.0,70.0,75.0,98.239,0.0,0.0,50.0,46.307,76.0,6.935,0.0,0.0
2007-01-01T02:00:00,2007-01-01T02:00:00,2007-01-01T07:00:00Z,17.337,0.747,14.788,0.08,0.05,0.0,0.013,0.007,0.0,0.039,0.029,0.0,0.0,0.0,0.0,0.005,0.502,0.022,14.788,0.0,3.19105,3.19105,1.01282,1.01282,2.17823,0.10812,0.06777,0.0,0.01777,0.00985,0.0,0.05255,0.03872,0.0,0.0,0.0,0.0,0.00722,0.68103,0.02977,2.17823,0.0,0.0,0.0,0.0,0.0,12.09,0.0,0.0,0.429,0.0,0.0,46.274,53.547,70.0,70.0,75.0,106.596,0.0,0.0,48.2,45.399,81.0,8.053,0.0,0.0
2007-01-01T03:00:00,2007-01-01T03:00:00,2007-01-01T08:00:00Z,19.923,0.702,17.527,0.087,0.0,0.0,0.013,0.007,0.0,0.038,0.028,0.0,0.0,0.0,0.0,0.005,0.502,0.022,16.056,1.471,3.5338,3.5338,0.95213,0.95213,2.58167,0.11741,0.0,0.0,0.01777,0.00986,0.0,0.05121,0.03773,0.0,0.0,0.0,0.0,0.00722,0.68115,0.02978,2.36499,0.21669,0.0,0.0,0.0,0.0,13.137,0.0,0.0,0.444,0.0,0.0,47.636,54.484,70.0,70.0,75.0,102.016,0.0,0.0,50.0,47.253,82.0,8.053,0.0,0.0
2007-01-01T04:00:00,2007-01-01T04:00:00,2007-01-01T09:00:00Z,19.224,0.755,16.648,0.09,0.0,0.0,0.013,0.007,0.0,0.037,0.027,0.0,0.0,0.0,0.0,0.007,0.545,0.029,16.648,0.0,3.47618,3.47618,1.02397,1.02397,2.45221,0.1218,0.0,0.0,0.01778,0.00986,0.0,0.04989,0.03676,0.0,0.0,0.0,0.0,0.00952,0.73863,0.03973,2.45221,0.0,0.0,0.0,0.0,0.0,13.621,0.0,0.0,0.436,0.0,0.0,47.874,54.956,70.0,70.0,75.0,95.219,0.0,0.0,50.0,47.253,82.0,5.816,0.0,0.0
2007-01-01T05:00:00,2007-01-01T05:00:00,2007-01-01T10:00:00Z,21.498,0.743,18.962,0.094,0.0,0.0,0.013,0.007,0.0,0.036,0.026,0.0,0.0,0.0,0.0,0.005,0.502,0.059,17.491,1.471,3.80449,3.80449,1.01135,1.01135,2.79313,0.12839,0.0,0.0,0.01784,0.00989,0.0,0.0487,0.03588,0.0,0.0,0.0,0.0,0.00725,0.68369,0.07971,2.57648,0.21665,0.0,0.0,0.0,0.0,14.307,0.0,0.0,0.433,0.0,0.0,48.087,55.197,70.0,70.0,75.0,98.239,0.0,0.0,50.0,47.253,82.0,6.935,0.0,0.0
2007-01-01T06:00:00,2007-01-01T06:00:00,2007-01-01T11:00:00Z,21.485,0.849,18.588,0.1,0.05,0.0,0.013,0.006,0.0,0.036,0.026,0.0,0.0,0.0,0.0,0.005,0.502,0.11,18.588,0.0,3.89508,3.89508,1.15712,1.15712,2.73796,0.13666,0.06814,0.0,0.01787,0.00797,0.0,0.04878,0.03594,0.0,0.0,0.0,0.0,0.00726,0.6848,0.1497,2.73796,0.0,0.0,0.0,0.0,0.0,15.203,0.0,0.0,0.443,0.0,0.0,46.67,55.062,70.0,70.0,75.0,100.11,0.0,0.0,48.2,45.399,81.0,5.816,0.0,0.0
2007-01-01T07:00:00,2007-01-01T07:00:00,2007-01-01T12:00:00Z,35.32,0.944,32.098,0.112,0.05,0.0,0.013,0.006,0.0,0.038,0.028,0.0,0.0,0.0,0.0,0.005,0.502,0.19,20.77,11.328,6.04914,6.04914,1.32115,1.32115,4.72798,0.15673,0.06994,0.0,0.01834,0.00774,0.0,0.05284,0.03894,0.0,0.0,0.0,0.0,0.00745,0.70286,0.26631,3.05941,1.66858,0.0,0.0,10.298,3.46,16.985,0.0,7.853,0.437,0.0,0.0,44.623,54.45,70.0,70.0,75.0,107.583,0.0,0.0,44.6,42.837,87.0,4.698,0.0,0.0
2007-01-01T08:00:00,2007-01-01T08:00:00,2007-01-01T13:00:00Z,37.038,1.291,32.632,0.111,0.0,0.0,0.013,0.005,0.0,0.04,0.029,0.263,0.0,0.0,0.0,0.005,0.502,0.322,20.52,12.112,6.58123,6.58123,1.7746,1.7746,4.80662,0.15211,0.0,0.0,0.01802,0.00738,0.0,0.05464,0.04026,0.36169,0.0,0.0,0.0,0.00732,0.69045,0.44273,3.02256,1.78406,0.0,1.681,11.397,3.829,16.815,0.0,9.661,0.437,0.0,0.0,47.056,56.645,70.0,70.0,75.0,95.219,0.0,0.0,50.0,47.256,82.0,5.816,0.951,28.53
2007-01-01T09:00:00,2007-01-01T09:00:00,2007-01-01T14:00:00Z,28.414,1.948,21.768,0.091,0.0,0.0,0.126,0.005,0.0,0.041,0.03,0.158,0.0,0.0,0.0,0.01,0.871,0.615,16.961,4.807,5.37304,5.37304,2.16656,2.16656,3.20648,0.10179,0.0,0.0,0.1405,0.0058,0.0,0.04534,0.03341,0.17569,0.0,0.0,0.0,0.01091,0.96887,0.68425,2.49841,0.70808,0.0,2.205,2.174,0.731,13.893,0.0,2.919,0.437,0.0,0.0,53.828,57.378,70.0,70.0,75.0,82.491,0.0,0.0,53.6,49.643,76.0,4.698,32.968,104.926
2007-01-01T10:00:00,2007-01-01T10:00:00,2007-01-01T15:00:00Z,31.121,2.05,24.126,0.081,0.0,0.0,0.13,0.004,0.0,0.041,0.03,0.0,0.0,0.0,0.0,0.007,0.871,0.886,15.067,9.06,5.43831,5.43831,1.88449,1.88449,3.55382,0.07472,0.0,0.0,0.1193,0.00407,0.0,0.03747,0.02761,0.0,0.0,0.0,0.0,0.00611,0.80067,0.81454,2.21931,1.33452,0.0,2.178,7.15,2.402,12.322,0.0,6.7,0.437,0.0,0.0,58.073,57.259,70.0,70.0,75.0,79.754,0.0,0.0,55.4,50.598,72.0,5.816,44.697,17.752
2007-01-01T11:00:00,2007-01-01T11:00:00,2007-01-01T16:00:00Z,24.574,2.064,17.531,0.057,0.0,0.0,0.126,0.003,0.0,0.04,0.029,0.0,0.0,0.0,0.0,0.007,0.871,0.93,10.631,6.9,4.38067,4.38067,1.7983,1.7983,2.58237,0.04997,0.0,0.0,0.11004,0.00303,0.0,0.03465,0.02553,0.0,0.0,0.0,0.0,0.00604,0.75881,0.81023,1.566,1.01636,0.0,1.904,5.446,1.83,8.714,0.0,5.241,0.437,0.0,0.0,67.108,59.266,70.0,70.0,75.0,62.359,0.0,0.0,64.4,55.294,56.0,8.053,49.769,191.784
2007-01-01T12:00:00,2007-01-01T12:00:00,2007-01-01T17:00:00Z,18.24,2.012,11.375,0.035,0.0,0.0,0.121,0.002,0.0,0.04,0.029,0.0,0.0,0.0,0.0,0.007,0.89,0.886,6.56,4.815,3.39787,3.39787,1.72233,1.72233,1.67554,0.03029,0.0,0.0,0.10401,0.00203,0.0,0.03404,0.02508,0.0,0.0,0.0,0.0,0.00619,0.76221,0.75848,0.96625,0.70929,0.0,1.444,2.815,0.946,5.371,0.0,2.974,0.437,0.0,0.0,75.513,59.41,70.0,70.0,75.0,64.989,0.0,0.0,66.2,56.817,56.0,9.171,24.409,265.962
2007-01-01T13:00:00,2007-01-01T13:00:00,2007-01-01T18:00:00Z,14.278,2.003,7.445,0.014,0.0,0.0,0.118,0.002,0.0,0.042,0.031,0.0,0.0,0.0,0.0,0.007,0.911,0.879,2.559,4.885,2.78901,2.78901,1.69241,1.69241,1.09659,0.01167,0.0,0.0,0.09973,0.0016,0.0,0.03528,0.026,0.0,0.0,0.0,0.0,0.00586,0.76975,0.74252,0.37699,0.7196,0.0,2.379,2.736,0.919,2.098,0.0,3.446,0.437,0.0,0.0,80.784,59.873,70.0,70.0,75.0,40.152,0.0,0.0,69.8,59.11,53.0,6.935,26.628,265.962
2007-01-01T14:00:00,2007-01-01T14:00:00,2007-01-01T19:00:00Z,9.181,1.769,3.144,0.0,0.0,0.0,0.117,0.002,0.0,0.042,0.031,0.0,0.0,0.0,0.0,0.008,0.911,0.659,0.0,3.144,1.96128,1.96128,1.49818,1.49818,0.4631,0.0,0.0,0.0,0.09904,0.00147,0.0,0.03536,0.02605,0.0,0.0,0.0,0.0,0.00685,0.77135,0.55805,0.0,0.4631,0.0,2.483,1.144,0.384,0.0,0.0,2.288,0.436,0.0,0.0,82.617,60.269,70.398,70.0,75.0,59.961,0.0,0.0,71.6,59.821,50.0,9.171,23.141,258.037
2007-01-01T15:00:00,2007-01-01T15:00:00,2007-01-01T20:00:00Z,11.844,1.506,6.705,0.0,0.0,0.0,0.083,0.002,0.03,0.042,0.031,0.0,0.0,0.0,0.0,0.008,0.762,0.549,0.0,6.705,2.29782,2.29782,1.31015,1.31015,0.98767,0.0,0.0,0.0,0.07224,0.00151,0.0261,0.03632,0.02676,0.0,0.0,0.0,0.0,0.00674,0.66272,0.47776,0.0,0.98767,0.0,0.0,5.711,1.919,0.0,0.0,4.36,0.434,0.0,0.0,83.856,60.793,71.836,70.0,75.0,9.319,99.99,0.0,73.4,59.624,44.0,4.698,19.654,239.334
2007-01-01T16:00:00,2007-01-01T16:00:00,2007-01-01T21:00:00Z,9.682,1.404,4.89,0.0,0.0,0.0,0.088,0.002,0.0,0.041,0.03,0.0,0.0,0.0,0.0,0.008,0.789,0.447,0.0,4.89,1.97991,1.97991,1.25959,1.25959,0.72032,0.0,0.0,0.0,0.07927,0.0017,0.0,0.03656,0.02693,0.0,0.0,0.0,0.0,0.00711,0.70743,0.40059,0.0,0.72032,0.0,0.0,4.577,1.538,0.0,0.0,3.492,0.422,0.0,0.0,81.323,60.96,72.919,70.0,75.0,16.317,0.0,0.0,71.6,58.746,46.0,3.355,13.314,204.781
2007-01-01T17:00:00,2007-01-01T17:00:00,2007-01-01T22:00:00Z,10.021,1.543,4.758,0.0,0.0,0.0,0.104,0.003,0.0,0.044,0.032,0.263,0.0,0.0,0.0,0.009,0.816,0.271,0.0,4.758,2.53558,2.53558,1.83477,1.83477,0.70081,0.0,0.0,0.0,0.12418,0.00357,0.0,0.05203,0.03833,0.31306,0.0,0.0,0.0,0.01103,0.97033,0.32224,0.0,0.70081,0.0,1.499,2.294,0.771,0.0,0.0,2.6,0.413,0.0,0.0,74.56,60.178,73.509,70.0,75.0,44.179,0.0,0.0,66.2,57.746,60.0,0.0,5.072,101.439
2007-01-01T18:00:00,2007-01-01T18:00:00,2007-01-01T23:00:00Z,15.531,2.049,8.54,0.0,0.0,0.0,0.198,0.006,0.0,0.048,0.035,0.526,0.0,0.0,0.0,0.015,1.052,0.168,0.0,8.54,4.04586,4.04586,2.78795,2.78795,1.25791,0.0,0.0,0.0,0.26887,0.00796,0.0,0.06493,0.04784,0.7163,0.0,0.0,0.0,0.02082,1.43208,0.22916,0.0,1.25791,0.0,2.01,6.99,2.348,0.0,0.0,6.48,0.409,0.0,0.0,65.698,58.461,73.666,70.0,75.0,74.502,0.0,0.0,59.0,54.831,77.0,3.355,0.0,0.0
2007-01-01T19:00:00,2007-01-01T19:00:00,2007-01-02T00:00:00Z,18.21,1.733,12.298,0.0,0.0,0.0,0.25,0.008,0.0,0.05,0.037,0.202,0.0,0.0,0.0,0.018,1.073,0.095,0.0,12.298,4.20144,4.20144,2.38992,2.38992,1.81152,0.0,0.0,0.0,0.3455,0.01068,0.0,0.06857,0.05052,0.27812,0.0,0.0,0.0,0.02509,1.48012,0.13131,0.0,1.81152,0.0,1.563,10.664,3.583,0.0,0.0,9.035,0.408,0.0,0.0,58.415,56.537,73.269,70.0,75.0,89.963,0.0,0.0,53.6,51.66,88.0,0.0,0.0,0.0
2007-01-01T20:00:00,2007-01-01T20:00:00,2007-01-02T01:00:00Z,13.551,1.192,9.485,0.0,0.0,0.0,0.182,0.01,0.0,0.048,0.035,0.0,0.0,0.0,0.0,0.015,0.843,0.059,0.0,9.485,3.0396,3.0396,1.64245,1.64245,1.39715,0.0,0.0,0.0,0.25137,0.01416,0.0,0.06577,0.04846,0.0,0.0,0.0,0.0,0.02024,1.1617,0.08074,0.0,1.39715,0.0,1.697,8.996,3.022,0.0,0.0,7.83,0.411,0.0,0.0,54.343,55.855,72.369,70.0,75.0,97.032,0.0,0.0,51.8,49.764,87.0,4.698,0.0,0.0
2007-01-01T21:00:00,2007-01-01T21:00:00,2007-01-02T02:00:00Z,8.604,1.151,4.678,0.0,0.05,0.0,0.159,0.014,0.0,0.047,0.034,0.0,0.0,0.0,0.0,0.015,0.802,0.029,0.0,4.678,2.27196,2.27196,1.58293,1.58293,0.68902,0.0,0.06878,0.0,0.2182,0.01978,0.0,0.06428,0.04736,0.0,0.0,0.0,0.0,0.02125,1.10299,0.04029,0.0,0.68902,0.0,0.0,3.163,1.063,0.0,0.0,2.418,0.419,0.0,0.0,50.193,54.731,71.169,70.0,75.0,101.529,0.0,0.0,48.2,47.186,93.0,0.0,0.0,0.0
2007-01-01T22:00:00,2007-01-01T22:00:00,2007-01-02T03:00:00Z,10.194,1.118,6.38,0.008,0.05,0.0,0.122,0.017,0.03,0.046,0.034,0.0,0.0,0.0,0.0,0.015,0.775,0.022,1.536,4.844,2.48565,2.48565,1.54594,1.54594,0.93972,0.01146,0.06915,0.0,0.16839,0.02295,0.04149,0.06324,0.0466,0.0,0.0,0.0,0.0,0.02082,1.07146,0.03038,0.22626,0.71345,0.0,0.0,4.173,1.402,1.282,0.0,3.182,0.427,0.0,0.0,48.297,54.34,70.018,70.0,75.0,49.584,99.99,0.0,48.2,47.186,93.0,3.355,0.0,0.0
2007-01-01T23:00:00,2007-01-01T23:00:00,2007-01-02T04:00:00Z,12.72,0.852,9.814,0.016,0.05,0.0,0.059,0.014,0.0,0.044,0.032,0.0,0.0,0.0,0.0,0.009,0.605,0.022,2.919,6.894,2.6251,2.6251,1.17954,1.17954,1.44555,0.02181,0.06925,0.0,0.0821,0.01992,0.0,0.06058,0.04464,0.0,0.0,0.0,0.0,0.01278,0.83805,0.03042,0.43003,1.01553,0.0,0.0,6.848,2.301,2.388,0.0,5.228,0.437,0.0,0.0,46.035,54.503,70.0,70.0,75.0,94.994,0.0,0.0,48.2,47.187,93.0,0.0,0.0,0.0
2007-01-02T00:00:00,2007-01-02T00:00:00,2007-01-02T05:00:00Z,9.05,0.701,6.656,0.028,0.05,0.0,0.013,0.01,0.0,0.041,0.03,0.0,0.0,0.0,0.0,0.005,0.502,0.022,5.149,1.507,1.95668,1.95668,0.97618,0.97618,0.9805,0.03866,0.06959,0.0,0.01825,0.01386,0.0,0.05673,0.0418,0.0,0.0,0.0,0.0,0.00741,0.69931,0.03057,0.75845,0.22205,0.0,0.0,1.143,0.384,4.206,0.0,0.872,0.437,0.0,0.0,44.353,54.123,70.0,70.0,75.0,99.97,0.0,0.0,46.4,45.423,93.0,0.0,0.0,0.0
2007-01-02T01:00:00,2007-01-02T01:00:00,2007-01-02T06:00:00Z,11.032,0.716,8.591,0.046,0.05,0.0,0.013,0.007,0.0,0.04,0.029,0.0,0.0,0.0,0.0,0.005,0.502,0.022,8.591,0.0,2.24822,2.24822,0.98279,0.98279,1.26544,0.06365,0.06867,0.0,0.01801,0.00998,0.0,0.05462,0.04024,0.0,0.0,0.0,0.0,0.00732,0.69012,0.03017,1.26544,0.0,0.0,0.0,0.0,0.0,7.017,0.0,0.0,0.43,0.0,0.0,43.551,53.837,70.0,70.0,75.0,106.004,0.0,0.0,44.6,43.659,93.0,3.355,0.0,0.0
2007-01-02T02:00:00,2007-01-02T02:00:00,2007-01-02T07:00:00Z,15.154,0.728,12.67,0.06,0.05,0.0,0.013,0.007,0.0,0.039,0.029,0.0,0.0,0.0,0.0,0.005,0.502,0.022,11.199,1.471,2.85291,2.85291,0.98658,0.98658,1.86633,0.08189,0.06777,0.0,0.01777,0.00985,0.0,0.05255,0.03872,0.0,0.0,0.0,0.0,0.00722,0.68103,0.02977,1.64965,0.21668,0.0,0.0,0.0,0.0,9.163,0.0,0.0,0.443,0.0,0.0,42.464,54.402,70.0,70.0,75.0,104.861,0.0,0.0,44.6,43.659,93.0,0.0,0.0,0.0
2007-01-02T03:00:00,2007-01-02T03:00:00,2007-01-02T08:00:00Z,24.891,0.738,22.372,0.073,0.05,0.0,0.013,0.007,0.0,0.038,0.028,0.0,0.0,0.0,0.0,0.005,0.502,0.022,13.486,8.886,4.29647,4.29647,1.00112,1.00112,3.29534,0.09862,0.06778,0.0,0.01777,0.00986,0.0,0.05121,0.03773,0.0,0.0,0.0,0.0,0.00722,0.68115,0.02978,1.9865,1.30884,0.0,0.0,8.028,2.697,11.038,0.0,6.13,0.437,0.0,0.0,43.158,55.643,70.0,70.0,75.0,102.82,0.0,0.0,46.4,45.423,93.0,4.698,0.0,0.0
2007-01-02T04:00:00,2007-01-02T04:00:00,2007-01-02T09:00:00Z,17.33,0.751,14.767,0.08,0.05,0.0,0.013,0.007,0.0,0.037,0.027,0.0,0.0,0.0,0.0,0.005,0.502,0.029,14.767,0.0,3.1938,3.1938,1.01858,1.01858,2.17522,0.10805,0.06781,0.0,0.01778,0.00986,0.0,0.04989,0.03676,0.0,0.0,0.0,0.0,0.00723,0.68148,0.03973,2.17522,0.0,0.0,0.0,0.0,0.0,12.087,0.0,0.0,0.445,0.0,0.0,44.987,56.768,70.0,70.0,75.0,106.596,0.0,0.0,48.2,46.304,87.0,8.053,0.0,0.0
2007-01-02T05:00:00,2007-01-02T05:00:00,2007-01-02T10:00:00Z,18.825,0.786,16.143,0.087,0.05,0.0,0.013,0.007,0.0,0.036,0.026,0.0,0.0,0.0,0.0,0.005,0.502,0.059,16.143,0.0,3.44735,3.44735,1.06949,1.06949,2.37786,0.11849,0.06803,0.0,0.01784,0.00989,0.0,0.0487,0.03588,0.0,0.0,0.0,0.0,0.00725,0.68369,0.07971,2.37786,0.0,0.0,0.0,0.0,0.0,13.204,0.0,0.0,0.434,0.0,0.0,45.724,56.98,70.0,70.0,75.0,110.939,0.0,0.0,48.2,46.304,87.0,9.171,0.0,0.0
2007-01-02T06:00:00,2007-01-02T06:00:00,2007-01-02T11:00:00Z,27.476,0.845,24.591,0.097,0.05,0.0,0.013,0.006,0.0,0.036,0.026,0.0,0.0,0.0,0.0,0.005,0.502,0.11,17.892,6.699,4.77432,4.77432,1.15201,1.15201,3.62232,0.13155,0.06814,0.0,0.01787,0.00797,0.0,0.04878,0.03594,0.0,0.0,0.0,0.0,0.00726,0.6848,0.1497,2.63556,0.98676,0.0,0.0,5.661,1.902,14.635,0.0,4.328,0.437,0.0,0.0,45.159,56.574,70.0,70.0,75.0,111.095,0.0,0.0,46.4,45.424,93.0,8.053,0.0,0.0
2007-01-02T07:00:00,2007-01-02T07:00:00,2007-01-02T12:00:00Z,22.371,1.155,18.431,0.099,0.05,0.0,0.067,0.006,0.0,0.038,0.028,0.0,0.0,0.0,0.0,0.01,0.667,0.19,18.431,0.0,4.33011,4.33011,1.61528,1.61528,2.71483,0.13908,0.06994,0.0,0.09375,0.00774,0.0,0.05284,0.03894,0.0,0.0,0.0,0.0,0.01407,0.93261,0.26631,2.71483,0.0,0.0,0.0,0.0,0.0,15.091,0.0,0.0,0.433,0.0,0.0,44.898,56.884,70.0,70.0,75.0,115.269,0.0,0.0,46.4,44.574,87.0,9.171,0.0,0.0
2007-01-02T08:00:00,2007-01-02T08:00:00,2007-01-02T13:00:00Z,24.493,1.223,20.32,0.102,0.05,0.0,0.048,0.005,0.0,0.04,0.029,0.0,0.0,0.0,0.0,0.008,0.618,0.322,18.849,1.471,4.67347,4.67347,1.68029,1.68029,2.99318,0.13973,0.06871,0.0,0.06641,0.00738,0.0,0.05464,0.04026,0.0,0.0,0.0,0.0,0.01109,0.84933,0.44273,2.77652,0.21666,0.0,0.0,0.0,0.0,15.428,0.0,0.0,0.438,0.0,0.0,44.896,57.083,70.0,70.0,75.0,104.887,0.0,0.0,46.4,44.575,87.0,5.816,0.634,27.262
2007-01-02T09:00:00,2007-01-02T09:00:00,2007-01-02T14:00:00Z,22.719,1.788,16.619,0.09,0.0,0.0,0.126,0.005,0.0,0.041,0.03,0.0,0.0,0.0,0.0,0.01,0.871,0.615,16.619,0.0,4.43678,4.43678,1.98882,1.98882,2.44796,0.09973,0.0,0.0,0.1405,0.0058,0.0,0.04534,0.03341,0.0,0.0,0.0,0.0,0.01091,0.96887,0.68425,2.44796,0.0,0.0,0.0,0.0,0.0,13.616,0.0,0.0,0.44,0.0,0.0,50.401,58.971,70.0,70.0,75.0,107.567,0.0,0.0,51.8,48.966,82.0,10.29,22.824,100.488
2007-01-02T10:00:00,2007-01-02T10:00:00,2007-01-02T15:00:00Z,25.446,2.043,18.477,0.074,0.0,0.0,0.13,0.004,0.0,0.041,0.03,0.0,0.0,0.0,0.0,0.007,0.871,0.886,13.711,4.765,4.59936,4.59936,1.87777,1.87777,2.72159,0.068,0.0,0.0,0.1193,0.00407,0.0,0.03747,0.02761,0.0,0.0,0.0,0.0,0.00611,0.80067,0.81454,2.01968,0.70192,0.0,0.0,3.448,1.158,11.22,0.0,2.63,0.436,0.0,0.0,56.681,58.989,70.0,70.0,75.0,103.286,0.0,0.0,53.6,49.656,76.0,10.29,35.187,194.637
2007-01-02T11:00:00,2007-01-02T11:00:00,2007-01-02T16:00:00Z,19.289,1.906,12.786,0.061,0.0,0.0,0.089,0.003,0.0,0.04,0.029,0.0,0.0,0.0,0.0,0.006,0.748,0.93,11.24,1.546,3.5439,3.5439,1.66056,1.66056,1.88333,0.05283,0.0,0.0,0.07724,0.00303,0.0,0.03465,0.02553,0.0,0.0,0.0,0.0,0.00558,0.65149,0.81023,1.65558,0.22775,0.0,0.0,2.29,0.769,9.198,0.0,1.75,0.437,0.0,0.0,63.51,58.97,70.0,70.0,75.0,87.758,0.0,0.0,55.4,51.498,77.0,8.053,58.328,120.142
2007-01-02T12:00:00,2007-01-02T12:00:00,2007-01-02T17:00:00Z,18.537,2.023,11.634,0.046,0.0,0.0,0.121,0.002,0.0,0.04,0.029,0.0,0.0,0.0,0.0,0.007,0.89,0.886,8.618,3.016,3.44556,3.44556,1.73183,1.73183,1.71372,0.0398,0.0,0.0,0.10401,0.00203,0.0,0.03404,0.02508,0.0,0.0,0.0,0.0,0.00619,0.76221,0.75848,1.26943,0.44429,0.0,0.0,1.145,0.385,7.056,0.0,0.874,0.436,0.0,0.0,64.991,59.22,70.0,70.0,75.0,88.344,0.0,0.0,57.2,53.168,77.0,9.171,70.057,28.847
2007-01-02T13:00:00,2007-01-02T13:00:00,2007-01-02T18:00:00Z,13.59,2.025,6.68,0.036,0.0,0.0,0.118,0.002,0.0,0.042,0.031,0.0,0.0,0.0,0.0,0.007,0.911,0.879,6.68,0.0,2.69521,2.69521,1.7112,1.7112,0.984,0.03045,0.0,0.0,0.09973,0.0016,0.0,0.03528,0.026,0.0,0.0,0.0,0.0,0.00586,0.76975,0.74252,0.984,0.0,0.0,0.0,0.0,0.0,5.468,0.0,0.0,0.446,0.0,0.0,64.354,58.958,70.0,70.0,75.0,88.344,0.0,0.0,57.2,53.166,77.0,9.171,60.547,3.804
2007-01-02T14:00:00,2007-01-02T14:00:00,2007-01-02T19:00:00Z,16.311,1.629,10.752,0.032,0.0,0.0,0.082,0.002,0.0,0.042,0.031,0.0,0.0,0.0,0.0,0.007,0.775,0.659,5.859,4.893,2.9633,2.9633,1.37947,1.37947,1.58383,0.02677,0.0,0.0,0.06964,0.00147,0.0,0.03536,0.02605,0.0,0.0,0.0,0.0,0.00607,0.65606,0.55805,0.86306,0.72077,0.0,0.0,4.58,1.539,4.794,0.0,3.5,0.437,0.0,0.0,63.552,58.223,70.0,70.0,75.0,92.985,0.0,0.0,55.4,51.494,77.0,9.171,66.57,30.115
