occupants,lighting_interior,lighting_garage,cooking_range,dishwasher,clothes_washer,clothes_dryer,ceiling_fan,plug_loads_other,plug_loads_tv,hot_water_dishwasher,hot_water_clothes_washer,hot_water_fixtures
0.667,0.311,0.311,0,0,0,0,0.375,0.705,0.705,0,0,0.422
0.667,0.19,0.19,0.183,0,0,0,0.321,0.597,0.597,0,0,0
1,0.561,0.561,1,0,0.233,0.35,0.545,0.899,0.899,0,0.165,0
1,0.74,0.74,1,0,0,0.733,0.741,0.974,0.974,0,0.447,0.0422
1,0.938,0.938,1,0,0,0,0.881,0.993,0.993,0,0.809,0
1,1,1,1,0,0,0,0.937,0.937,0.937,0,0.486,0.253
1,0.867,0.867,0.733,0,0,0,0.993,0.88,0.88,0,0.485,0.152
1,0.66,0.66,0,0,0,0,0.965,0.843,0.843,0,0.53,0.289
1,0.394,0.394,0,0.75,0,0,0.636,0.655,0.655,0.849,0.392,0.169
1,0.181,0.181,0,1,0,0,0.552,0.605,0.605,0.206,0.336,0.0422
1,0.0737,0.0737,0,0.4,0,0,0.358,0.529,0.529,0,0,0
1,0.0573,0.0573,0,0,0,0,0.344,0.516,0.516,0,0,0
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0.127
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0.0422
1,0.15,0.15,0,0,0,0,0.372,0.541,0.541,0,0,0.308
0.667,0.181,0.181,0,0.25,0,0,0.391,0.572,0.572,0.296,0,0
0.667,0.332,0.332,0,1,0,0,0.403,0.692,0.692,0.621,0,0
0.667,0.341,0.341,0,0.1,0,0,0.3,0.692,0.692,0.447,0,0
0.667,0.332,0.332,0,0,0,0,0.31,0.692,0.692,0,0,0
1,0.455,0.455,0,0,0,0,0.35,0.824,0.824,0,0,0.0422
1,0.442,0.442,0,0,0,0,0.336,0.843,0.843,0,0,0.211
1,0.438,0.438,0,0,0,0,0.392,0.843,0.843,0,0,0
1,0.442,0.442,0,0,0,0,0.433,0.824,0.824,0,0,0.0422
1,0.472,0.472,0.183,0,0,0,0.447,0.862,0.862,0,0,0.0845
1,0.561,0.561,1,0,0,0,0.545,0.899,0.899,0,0,0
1,0.74,0.74,1,0,0,0,0.741,0.974,0.974,0,0,0.0422
1,0.938,0.938,0.15,0,0,0,0.881,0.993,0.993,0,0,0.0845
1,1,1,0,0,0,0,0.937,0.937,0.937,0,0,0.169
1,0.867,0.867,0,0,0.233,0.6,0.993,0.88,0.88,0,0.325,0.0845
1,0.66,0.66,0,0,0,0.483,0.965,0.843,0.843,0,0.505,0.0845
1,0.394,0.394,0,0,0,0,0.636,0.655,0.655,0,0,0.0422
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0.0845
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0.0422
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.15,0.15,0,0,0,0,0.372,0.541,0.541,0,0,0.119
1,0.445,0.445,0,0,0,0,0.657,0.787,0.787,0,0,0.199
1,0.473,0.473,0,0,0,0,0.475,0.806,0.806,0,0,0.267
1,0.486,0.486,0,0,0,0,0.322,0.806,0.806,0,0,0
1,0.473,0.473,0,0,0,0,0.336,0.806,0.806,0,0,0.249
1,0.455,0.455,0,0,0,0,0.35,0.824,0.824,0,0,0.398
0.667,0.311,0.311,0,0,0,0,0.31,0.717,0.717,0,0,0.126
0.667,0.308,0.308,0,0,0,0,0.347,0.717,0.717,0,0,0.546
1,0.442,0.442,0,0,0,0,0.433,0.824,0.824,0,0,0.471
0.667,0.331,0.331,0,0,0,0,0.384,0.73,0.73,0,0,0.0422
0.667,0.391,0.391,0.683,0,0,0,0.449,0.755,0.755,0,0,0.0422
1,0.74,0.74,1,0,0,0,0.741,0.974,0.974,0,0,0.0422
1,0.938,0.938,1,0,0,0,0.881,0.993,0.993,0,0,0.477
0.333,0.366,0.366,1,0,0,0,0.484,0.622,0.622,0,0,0.0176
0.667,0.594,0.594,1,0,0,0,0.748,0.742,0.742,0,0,0.0845
0.667,0.456,0.456,0.233,0,0,0,0.729,0.717,0.717,0,0,0.0845
0.667,0.394,0.394,0,0,0,0,0.636,0.655,0.655,0,0,0
0.667,0.181,0.181,0,0,0,0,0.552,0.605,0.605,0,0,0.389
0.667,0.0982,0.0982,0,0,0,0,0.459,0.592,0.592,0,0,0.0422
0.667,0.0573,0.0573,0,0,0,0,0.344,0.516,0.516,0,0,0
0.667,0.0491,0.0491,0,0,0,0,0.431,0.555,0.555,0,0,0
0.667,0.0491,0.0491,0,0,0,0,0.422,0.542,0.542,0,0,0
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0491,0.0491,0.183,0,0,0,0.258,0.465,0.465,0,0,0.127
1,0.181,0.181,0.583,0,0,0,0.391,0.572,0.572,0,0,0.309
1,0.332,0.332,0,0,0,0,0.403,0.692,0.692,0,0,0.291
1,0.486,0.486,0.683,0,0,0,0.322,0.806,0.806,0,0,0
1,0.473,0.473,1,0,0,0,0.336,0.806,0.806,0,0,0.0422
1,0.32,0.32,1,0,0,0,0.319,0.705,0.705,0,0,0
1,0.311,0.311,1,0,0,0,0.31,0.717,0.717,0,0,0
1,0.308,0.308,1,0,0,0,0.347,0.717,0.717,0,0,0.0422
1,0.311,0.311,0.233,0,0,0,0.375,0.705,0.705,0,0,0.0845
1,0.472,0.472,0,0,0.5,0,0.447,0.862,0.862,0,0.158,0.0845
1,0.561,0.561,0,0,0.7,0.133,0.545,0.899,0.899,0,0.437,0
1,0.74,0.74,0.933,0,0,0.683,0.741,0.974,0.974,0,0,0.0845
1,0.938,0.938,1,0.267,0,0,0.881,0.993,0.993,0.723,0,0
1,1,1,1,0,0,0,0.937,0.937,0.937,0.791,0,0.338
1,0.867,0.867,1,0,0,0,0.993,0.88,0.88,0.688,0,0.309
1,0.66,0.66,0.983,0,0,0,0.965,0.843,0.843,0.781,0,0.243
1,0.566,0.566,0,0,0,0,0.825,0.749,0.749,0.192,0,0.164
0.667,0.181,0.181,0,0,0,0,0.552,0.605,0.605,0,0,0.256
0.667,0.0982,0.0982,0,0,0,0,0.459,0.592,0.592,0,0,0.0916
0.667,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
0.667,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
0.667,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0.0845
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0.229
0.667,0.332,0.332,0,0,0,0,0.403,0.692,0.692,0,0,0
0.333,0.195,0.195,0,0,0,0,0.279,0.579,0.579,0,0,0
0,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
0,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0.0422
0,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
0.667,0.308,0.308,0,0,0,0,0.347,0.717,0.717,0,0,0.338
0.333,0.18,0.18,0,0.5,0,0,0.316,0.585,0.585,0.474,0,0
0.333,0.19,0.19,0,0.0333,0,0,0.321,0.597,0.597,0.891,0,0
0.333,0.22,0.22,0,0,0,0,0.354,0.61,0.61,0.691,0,0
0.667,0.51,0.51,0,0,0,0,0.58,0.805,0.805,0.742,0,0.296
0.667,0.642,0.642,0,0,0,0,0.673,0.817,0.817,0.826,0,0.548
1,1,1,0,0,0,0,0.937,0.937,0.937,0.76,0,0
1,0.867,0.867,0,0,0.233,0.6,0.993,0.88,0.88,0,0.592,0.0422
1,0.66,0.66,0,0,0,0.483,0.965,0.843,0.843,0,0.493,0.211
1,0.222,0.222,0,0,0,0,0.447,0.56,0.56,0,0.0354,0.0422
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0.0422
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
0.667,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
0.333,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
0.333,0.19,0.19,0,0,0,0,0.33,0.579,0.579,0,0,0.205
0.667,0.341,0.341,0,0,0,0,0.3,0.692,0.692,0,0,0.357
0.667,0.332,0.332,0,0,0,0,0.31,0.692,0.692,0,0,0
0.333,0.184,0.184,0,0,0,0,0.288,0.585,0.585,0,0,0
0,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0.0845
0,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0.38
0,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0.211
0,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0.253
0.667,0.391,0.391,0,0,0,0,0.449,0.755,0.755,0,0,0
1,0.74,0.74,0.683,0,0.75,0,0.741,0.974,0.974,0,0.26,0
1,0.938,0.938,1,0,0.7,0.133,0.881,0.993,0.993,0,0.784,0
1,1,1,1,0,0,0.95,0.937,0.937,0.937,0,0.129,0
1,0.867,0.867,1,0,0,0,0.993,0.88,0.88,0,0,0.0422
1,0.66,0.66,1,0,0,0,0.965,0.843,0.843,0,0,0.0845
1,0.394,0.394,0.233,0,1,0,0.636,0.655,0.655,0,0.568,0.266
1,0.181,0.181,0,0,0.2,0.633,0.552,0.605,0.605,0,0.251,0
1,0.0491,0.0491,0,0,0,0.45,0.258,0.465,0.465,0,0,0.0422
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0.253
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0.127
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0.216
1,0.15,0.15,0,0,0,0,0.372,0.541,0.541,0,0,0
0.667,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
0.667,0.19,0.19,0.183,0,0,0,0.33,0.579,0.579,0,0,0
1,0.486,0.486,1,0,0.483,0.35,0.322,0.806,0.806,0,0.536,0.127
1,0.473,0.473,1,0,0,0.733,0.336,0.806,0.806,0,0.357,0.127
1,0.455,0.455,1,0,0,0,0.35,0.824,0.824,0,0.417,0.0422
1,0.442,0.442,1,0,0,0,0.336,0.843,0.843,0,0.425,0.127
1,0.438,0.438,0.733,0,0,0,0.392,0.843,0.843,0,0.438,0.0422
1,0.442,0.442,0,0,0,0,0.433,0.824,0.824,0,0.11,0
0.667,0.331,0.331,0,0,0,0,0.384,0.73,0.73,0,0,0
1,0.561,0.561,0,0.5,0,0,0.545,0.899,0.899,0.481,0,0.0422
1,0.74,0.74,0,1,0,0,0.741,0.974,0.974,0.538,0,0.127
1,0.938,0.938,0,0.117,0,0,0.881,0.993,0.993,0,0,0.299
1,1,1,0,0,0,0,0.937,0.937,0.937,0,0,0.0845
1,0.867,0.867,0,0,0,0,0.993,0.88,0.88,0,0,0.211
1,0.66,0.66,0,0,0,0,0.965,0.843,0.843,0,0,0.253
1,0.222,0.222,0,0,0,0,0.447,0.56,0.56,0,0,0.141
1,0.115,0.115,0,0,0,0,0.405,0.535,0.535,0,0,0
0.667,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
0.667,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0.0422
0.667,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0.211
1,0.0491,0.0491,0,0,0,0,0.34,0.504,0.504,0,0,0
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.181,0.181,0.683,0,0,0,0.391,0.572,0.572,0,0,0.296
1,0.19,0.19,1,0,0,0,0.33,0.579,0.579,0,0,0
1,0.341,0.341,1,0,0,0,0.3,0.692,0.692,0,0,0.222
0.667,0.19,0.19,1,0,0,0,0.284,0.579,0.579,0,0,0
1,0.32,0.32,1,0,0,0,0.319,0.705,0.705,0,0,0.362
1,0.442,0.442,0.667,0,0,0,0.336,0.843,0.843,0,0,0.0845
1,0.438,0.438,1,0,0,0,0.392,0.843,0.843,0,0,0.0845
1,0.442,0.442,1,0,0,0,0.433,0.824,0.824,0,0,0.127
0.667,0.331,0.331,1,0,0,0,0.384,0.73,0.73,0,0,0.0422
1,0.561,0.561,1,0,0,0,0.545,0.899,0.899,0,0,0.127
1,0.74,0.74,0.483,0,0,0,0.741,0.974,0.974,0,0,0.0845
1,0.642,0.642,0.683,0,0,0,0.673,0.817,0.817,0,0,0.127
1,0.683,0.683,1,0,0,0,0.711,0.78,0.78,0,0,0.169
1,0.594,0.594,0.117,0,0,0,0.748,0.742,0.742,0,0,0
1,0.456,0.456,0,0,0,0,0.729,0.717,0.717,0,0,0.0422
1,0.394,0.394,0,0.5,0,0,0.636,0.655,0.655,0.455,0,0
1,0.115,0.115,0,0.3,0,0,0.405,0.535,0.535,0.609,0,0
1,0.0737,0.0737,0,0,0,0,0.358,0.529,0.529,0.381,0,0
1,0.0573,0.0573,0,0,0,0,0.344,0.516,0.516,0,0,0
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0.142
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0.169
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0.128
1,0.19,0.19,0,0,0,0,0.33,0.579,0.579,0,0,0.165
1,0.486,0.486,0.683,0,0,0,0.322,0.806,0.806,0,0,0.235
1,0.473,0.473,1,0,0,0,0.336,0.806,0.806,0,0,0
1,0.455,0.455,1,0,0,0,0.35,0.824,0.824,0,0,0
1,0.442,0.442,1,0,0,0,0.336,0.843,0.843,0,0,0.169
1,0.438,0.438,1,0,0,0,0.392,0.843,0.843,0.211,0,0.0422
0.667,0.311,0.311,0.233,1,0,0,0.375,0.705,0.705,0.594,0,0.109
1,0.472,0.472,0,0.35,0,0,0.447,0.862,0.862,0.508,0,0.165
1,0.561,0.561,0.933,0,0,0,0.545,0.899,0.899,0,0,0.163
1,0.74,0.74,1,0,0,0,0.741,0.974,0.974,0,0,0.28
1,0.938,0.938,1,0,0,0,0.881,0.993,0.993,0,0,0.0845
1,1,1,1,0,0.483,0.35,0.937,0.937,0.937,0,0.102,0.549
1,0.867,0.867,0.983,0,0,0.467,0.993,0.88,0.88,0,0,0.408
1,0.66,0.66,0,0,0,0,0.965,0.843,0.843,0,0,0.449
1,0.222,0.222,0,0,0,0,0.447,0.56,0.56,0,0,0.0845
1,0.115,0.115,0,0,0,0,0.405,0.535,0.535,0,0,0
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
0.667,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
0.667,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.15,0.15,0,0,0,0,0.372,0.541,0.541,0,0,0
0.667,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0.231
1,0.332,0.332,0,0,0,0,0.403,0.692,0.692,0,0,0.0813
1,0.341,0.341,0,0,0,0,0.3,0.692,0.692,0,0,0.169
1,0.473,0.473,0,0,0,0,0.336,0.806,0.806,0,0,0.202
1,0.32,0.32,0,0,0,0,0.319,0.705,0.705,0,0,0.211
1,0.311,0.311,0,0,0.483,0.35,0.31,0.717,0.717,0,0.396,0.253
1,0.308,0.308,0,0,0,0.733,0.347,0.717,0.717,0,0.56,0.296
1,0.442,0.442,0,0,0,0,0.433,0.824,0.824,0,0,0
0.667,0.331,0.331,0,0,0,0,0.384,0.73,0.73,0,0,0.244
1,0.561,0.561,0,0,0,0,0.545,0.899,0.899,0,0,0.0797
1,0.74,0.74,0.767,0,0,0,0.741,0.974,0.974,0,0,0.0845
1,0.938,0.938,0,0,0,0,0.881,0.993,0.993,0,0,0.296
1,1,1,0,0,0,0,0.937,0.937,0.937,0,0,0.211
1,0.867,0.867,0,0.75,0.483,0.1,0.993,0.88,0.88,0.804,0.354,0.0422
1,0.66,0.66,0.517,0.317,0,1,0.965,0.843,0.843,0.513,0.227,0.167
1,0.566,0.566,0,0,0,0.25,0.825,0.749,0.749,0.521,0,0.0563
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0.447
1,0.0737,0.0737,0,0,0,0,0.358,0.529,0.529,0,0,0.359
1,0.0573,0.0573,0,0,0,0,0.344,0.516,0.516,0,0,0
1,0.0491,0.0491,0,0,0,0,0.344,0.51,0.51,0,0,0.0422
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0.0422
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0.0341
1,0.181,0.181,0,0,0,0,0.391,0.572,0.572,0,0,0.0852
1,0.19,0.19,0,0,0,0,0.33,0.579,0.579,0,0,0
0.667,0.195,0.195,0,0,0,0,0.279,0.579,0.579,0,0,0
0.667,0.19,0.19,0,0,0,0,0.284,0.579,0.579,0,0,0
0.667,0.184,0.184,0,0,0,0,0.288,0.585,0.585,0,0,0.253
0.667,0.311,0.311,0,0,0,0,0.31,0.717,0.717,0,0,0
0.667,0.308,0.308,0,0,0,0,0.347,0.717,0.717,0,0,0.169
0.667,0.311,0.311,0,0,0,0,0.375,0.705,0.705,0,0,0.0845
0.667,0.331,0.331,0,0,0,0,0.384,0.73,0.73,0,0,0.0422
0.667,0.391,0.391,0,0,0,0,0.449,0.755,0.755,0,0,0
0.667,0.51,0.51,0.183,0,0,0,0.58,0.805,0.805,0,0,0.0845
0.667,0.642,0.642,1,0.75,0,0,0.673,0.817,0.817,0.794,0,0.0845
0.667,0.683,0.683,1,0.05,0,0,0.711,0.78,0.78,0,0,0.127
1,0.322,0.322,1,0,0,0,0.503,0.604,0.604,0,0,0.0422
1,0.456,0.456,1,0,0,0,0.729,0.717,0.717,0,0,0
1,0.222,0.222,0.733,0,0,0,0.447,0.56,0.56,0,0,0.0845
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0.253
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0.0422
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
0.667,0.15,0.15,0,0,0,0,0.372,0.541,0.541,0,0,0
0.667,0.313,0.313,0.683,0,0,0,0.524,0.68,0.68,0,0,0.247
0.667,0.332,0.332,1,0,0,0,0.403,0.692,0.692,0,0,0.304
0.667,0.341,0.341,0.65,0,0,0,0.3,0.692,0.692,0,0,0.0797
0.667,0.332,0.332,0,0,0,0,0.31,0.692,0.692,0,0,0.169
0.333,0.184,0.184,0,0,0,0,0.288,0.585,0.585,0,0,0.127
0,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
0,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0.211
0.333,0.18,0.18,0,0,0,0,0.316,0.585,0.585,0,0,0.169
0.333,0.19,0.19,0,0,0,0,0.321,0.597,0.597,0,0,0.127
0.667,0.391,0.391,0,0,0,0,0.449,0.755,0.755,0,0,0
1,0.74,0.74,0,0,0,0,0.741,0.974,0.974,0,0,0.0422
0.667,0.642,0.642,0,0,0,0,0.673,0.817,0.817,0,0,0
0.667,0.683,0.683,0,0,0,0,0.711,0.78,0.78,0,0,0.0422
1,0.867,0.867,0,0,0,0,0.993,0.88,0.88,0,0,0.0845
1,0.66,0.66,0,0,0,0,0.965,0.843,0.843,0,0,0.29
1,0.566,0.566,0,0,0,0,0.825,0.749,0.749,0,0,0.211
1,0.115,0.115,0,0,0,0,0.405,0.535,0.535,0,0,0
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0.253
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0.166
1,0.181,0.181,0,0,0,0,0.391,0.572,0.572,0,0,0.472
1,0.332,0.332,0,0,0,0,0.403,0.692,0.692,0,0,0.125
1,0.341,0.341,0.183,0,0,0,0.3,0.692,0.692,0,0,0.186
1,0.332,0.332,0.583,0,0,0,0.31,0.692,0.692,0,0,0.386
1,0.32,0.32,0,0,0,0,0.319,0.705,0.705,0,0,0.199
1,0.311,0.311,0,0.5,0,0,0.31,0.717,0.717,0.53,0,0.293
1,0.308,0.308,0,1,0,0,0.347,0.717,0.717,0.377,0,0
1,0.18,0.18,0,0.383,0,0,0.316,0.585,0.585,0,0,0
0.667,0.19,0.19,0,0,0.483,0.1,0.321,0.597,0.597,0,0.2,0.0845
1,0.391,0.391,0.433,0,0,0.717,0.449,0.755,0.755,0,0.24,0.127
1,0.51,0.51,1,0,0,0,0.58,0.805,0.805,0,0,0.127
1,0.642,0.642,0.117,0,0,0,0.673,0.817,0.817,0,0,0.127
1,0.683,0.683,0,0,0,0,0.711,0.78,0.78,0,0,0.422
1,0.322,0.322,0,0.25,0,0,0.503,0.604,0.604,0.298,0,0.0845
1,0.456,0.456,0,1,0,0,0.729,0.717,0.717,0,0,0.169
1,0.222,0.222,0,0.1,0,0,0.447,0.56,0.56,0,0,0.14
1,0.115,0.115,0,0,0,0,0.405,0.535,0.535,0,0,0.241
1,0.0737,0.0737,0,0,0,0,0.358,0.529,0.529,0,0,0.117
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0491,0.0491,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.051,0.051,0,0,0,0,0.326,0.51,0.51,0,0,0
1,0.0827,0.0827,0,0,0,0,0.34,0.516,0.516,0,0,0
1,0.15,0.15,0,0,0,0,0.372,0.541,0.541,0,0,0
1,0.313,0.313,0.433,0,0,0,0.524,0.68,0.68,0,0,0
0.667,0.19,0.19,0.0833,0,0,0,0.33,0.579,0.579,0,0,0.127
0.667,0.195,0.195,0,0,0,0,0.279,0.579,0.579,0,0,0.127
1,0.332,0.332,0.183,0,0,0,0.31,0.692,0.692,0,0,0.0422
0.667,0.32,0.32,0.333,0,0,0,0.319,0.705,0.705,0,0,0.169
0.667,0.311,0.311,0,0,0,0,0.31,0.717,0.717,0,0,0.253
