original_FIP,station_wmo,match_location_name,county_lat,county_lon,station_lat,station_lon,distance_station_to_county_population_centroid_[mi]
G1900030,725474,Creston,44.913795,-88.641293,44.48,-88.13,28.543684574517027
G1900050,725476,Decorah,44.913795,-88.641293,44.48,-88.13,25.46939551847735
G1900070,725465,Ottumwa_Industrial_Ap,44.913795,-88.641293,44.48,-88.13,53.23001403521932
G1900090,725453,Atlantic,44.913795,-88.641293,44.48,-88.13,32.49476221744725
G1900110,725450,Cedar_Rapids_Municipal_Ap,44.913795,-88.641293,44.48,-88.13,31.87465861768194
G1900130,725480,Waterloo_Municipal_Ap,44.913795,-88.641293,44.48,-88.13,7.023422725930129
G1900150,725486,Boone_Muni,44.913795,-88.641293,44.48,-88.13,4.555307317666577
G1900170,725480,Waterloo_Municipal_Ap,44.913795,-88.641293,44.48,-88.13,21.556335064168707
G1900190,725488,Oelwen,44.913795,-88.641293,44.48,-88.13,22.202429776218654
G1900210,725496,Storm_Lake,44.913795,-88.641293,44.48,-88.13,9.659117828844888
G1900230,725463,Charles_City,44.913795,-88.641293,44.48,-88.13,41.87097182767591
G1900250,725490,Fort_Dodge_Awos,44.913795,-88.641293,44.48,-88.13,40.15675568869933
G1900270,725468,Carroll,44.913795,-88.641293,44.48,-88.13,7.3495497011632365
G1900290,725453,Atlantic,44.913795,-88.641293,44.48,-88.13,7.002805067148262
G1900310,725487,Muscatine,44.913795,-88.641293,44.48,-88.13,43.156927036187426
G1900330,725485,Mason_City_Municipal_Arpt,44.913795,-88.641293,44.48,-88.13,6.998016471793677
G1900350,725496,Storm_Lake,44.913795,-88.641293,44.48,-88.13,34.08088738108113
G1900370,725463,Charles_City,44.913795,-88.641293,44.48,-88.13,22.68637172628837
G1900390,725469,Chariton,44.913795,-88.641293,44.48,-88.13,34.514555229750115
G1900410,726500,Spencer,44.913795,-88.641293,44.48,-88.13,4.810955931733316
G1900430,725476,Decorah,44.913795,-88.641293,44.48,-88.13,57.23227440058259
G1900450,725473,Clinton_Muni_Awos,44.913795,-88.641293,44.48,-88.13,2.570047608145144
G1900470,725477,Denison,44.913795,-88.641293,44.48,-88.13,5.561364763679466
G1900490,725460,Des_Moines_Intl_Ap,44.913795,-88.641293,44.48,-88.13,24.669016474682092
G1900510,725465,Ottumwa_Industrial_Ap,44.913795,-88.641293,44.48,-88.13,37.361762917676984
G1900530,725469,Chariton,44.913795,-88.641293,44.48,-88.13,52.03993703869771
G1900550,725475,Monticello_Muni,44.913795,-88.641293,44.48,-88.13,33.10416842783301
G1900570,725420,Burlington-Southeast Iowa Rgnl AP,44.913795,-88.641293,44.48,-88.13,5.986138476279304
G1900590,726500,Spencer,44.913795,-88.641293,44.48,-88.13,24.465040697852807
G1900610,725470,Dubuque_Regional_Ap,44.913795,-88.641293,44.48,-88.13,11.526769426986702
G1900630,726499,Estherville_Muni,44.913795,-88.641293,44.48,-88.13,0.7397148952895461
G1900650,725488,Oelwen,44.913795,-88.641293,44.48,-88.13,18.20665162492142
G1900670,725463,Charles_City,44.913795,-88.641293,44.48,-88.13,10.764447806625451
G1900690,725485,Mason_City_Municipal_Arpt,44.913795,-88.641293,44.48,-88.13,44.51611745754458
G1900710,725467,Shenandoah_Muni,44.913795,-88.641293,44.48,-88.13,17.134480253110723
G1900730,725468,Carroll,44.913795,-88.641293,44.48,-88.13,33.45235193990977
G1900750,725464,Newton_Muni,44.913795,-88.641293,44.48,-88.13,81.06052310347947
G1900770,725468,Carroll,44.913795,-88.641293,44.48,-88.13,51.24860593900462
G1900790,725478,Webster_City,44.913795,-88.641293,44.48,-88.13,8.819757093621131
G1900810,725485,Mason_City_Municipal_Arpt,44.913795,-88.641293,44.48,-88.13,31.126880215096303
G1900830,725478,Webster_City,44.913795,-88.641293,44.48,-88.13,53.71148710007496
G1900850,725500,Omaha_Eppley_Airfield,44.913795,-88.641293,44.48,-88.13,38.85716882785282
G1900870,725454,Washington,44.913795,-88.641293,44.48,-88.13,35.03697908040106
G1900890,725463,Charles_City,44.913795,-88.641293,44.48,-88.13,45.23616965759701
G1900910,725490,Fort_Dodge_Awos,44.913795,-88.641293,44.48,-88.13,22.081308210956415
G1900930,725496,Storm_Lake,44.913795,-88.641293,44.48,-88.13,32.326849181345075
G1900950,725450,Cedar_Rapids_Municipal_Ap,44.913795,-88.641293,44.48,-88.13,33.06361286746952
G1900970,725470,Dubuque_Regional_Ap,44.913795,-88.641293,44.48,-88.13,31.003257343704966
G1900990,725464,Newton_Muni,44.913795,-88.641293,44.48,-88.13,4.160855049121365
G1901010,726498,Fair_Field,44.913795,-88.641293,44.48,-88.13,4.295367699721564
G1901030,725450,Cedar_Rapids_Municipal_Ap,44.913795,-88.641293,44.48,-88.13,25.999259243419946
G1901050,725475,Monticello_Muni,44.913795,-88.641293,44.48,-88.13,10.665787533740817
G1901070,726498,Fair_Field,44.913795,-88.641293,44.48,-88.13,34.71358020649407
G1901090,725457,Algona,44.913795,-88.641293,44.48,-88.13,8.466041351118495
G1901110,725456,Keokuk_Muni,44.913795,-88.641293,44.48,-88.13,10.25725203407999
G1901130,725450,Cedar_Rapids_Municipal_Ap,44.913795,-88.641293,44.48,-88.13,15.622091551247596
G1901150,725487,Muscatine,44.913795,-88.641293,44.48,-88.13,18.48469556908173
G1901170,725469,Chariton,44.913795,-88.641293,44.48,-88.13,4.879669138170566
G1901190,725495,Sheldon,44.913795,-88.641293,44.48,-88.13,36.4292740576074
G1901210,725460,Des_Moines_Intl_Ap,44.913795,-88.641293,44.48,-88.13,33.516979207504924
G1901230,725465,Ottumwa_Industrial_Ap,44.913795,-88.641293,44.48,-88.13,28.495340234821192
G1901250,725493,Knoxville,44.913795,-88.641293,44.48,-88.13,8.882247027884572
G1901270,725464,Newton_Muni,44.913795,-88.641293,44.48,-88.13,39.66103220360019
G1901290,725497,Council_Bluffs,44.913795,-88.641293,44.48,-88.13,25.29372626764467
G1901310,725463,Charles_City,44.913795,-88.641293,44.48,-88.13,33.13357381610842
G1901330,725527,Tekamah_Asos,44.913795,-88.641293,44.48,-88.13,36.006056218584135
G1901350,725465,Ottumwa_Industrial_Ap,44.913795,-88.641293,44.48,-88.13,32.471873739332054
G1901370,725494,Red_Oak,44.913795,-88.641293,44.48,-88.13,8.654161712712265
G1901390,725487,Muscatine,44.913795,-88.641293,44.48,-88.13,12.02279616306124
G1901410,725495,Sheldon,44.913795,-88.641293,44.48,-88.13,15.353030692210739
G1901430,725495,Sheldon,44.913795,-88.641293,44.48,-88.13,22.11741076415697
G1901450,725479,Clarinda,44.913795,-88.641293,44.48,-88.13,13.705695380044782
G1901470,726499,Estherville_Muni,44.913795,-88.641293,44.48,-88.13,33.73210752664917
G1901490,725484,Le_Mars,44.913795,-88.641293,44.48,-88.13,3.580677289060801
G1901510,725457,Algona,44.913795,-88.641293,44.48,-88.13,51.15791180702958
G1901530,725460,Des_Moines_Intl_Ap,44.913795,-88.641293,44.48,-88.13,10.641960339504887
G1901550,725497,Council_Bluffs,44.913795,-88.641293,44.48,-88.13,2.3067471730006472
G1901570,725464,Newton_Muni,44.913795,-88.641293,44.48,-88.13,33.333790392810016
G1901590,725474,Creston,44.913795,-88.641293,44.48,-88.13,33.70369718995201
G1901610,725496,Storm_Lake,44.913795,-88.641293,44.48,-88.13,27.495361881269737
G1901630,725440,Moline_Quad_City_Intl_Ap,44.913795,-88.641293,44.48,-88.13,11.10022105498771
G1901650,725453,Atlantic,44.913795,-88.641293,44.48,-88.13,37.10120513658852
G1901670,725489,Orange_City,44.913795,-88.641293,44.48,-88.13,13.63226908824064
G1901690,725486,Boone_Muni,44.913795,-88.641293,44.48,-88.13,20.669407289495478
G1901710,725464,Newton_Muni,44.913795,-88.641293,44.48,-88.13,58.33594553769756
G1901730,725479,Clarinda,44.913795,-88.641293,44.48,-88.13,30.307169916585462
G1901750,725474,Creston,44.913795,-88.641293,44.48,-88.13,5.648342702427577
G1901770,726498,Fair_Field,44.913795,-88.641293,44.48,-88.13,34.03700311917921
G1901790,725465,Ottumwa_Industrial_Ap,44.913795,-88.641293,44.48,-88.13,9.68895850806377
G1901810,725460,Des_Moines_Intl_Ap,44.913795,-88.641293,44.48,-88.13,15.896172319105288
G1901830,725454,Washington,44.913795,-88.641293,44.48,-88.13,9.363246231379998
G1901850,725469,Chariton,44.913795,-88.641293,44.48,-88.13,32.6058139572922
G1901870,725490,Fort_Dodge_Awos,44.913795,-88.641293,44.48,-88.13,7.744866944845475
G1901890,725485,Mason_City_Municipal_Arpt,44.913795,-88.641293,44.48,-88.13,34.72645369715077
G1901910,725476,Decorah,44.913795,-88.641293,44.48,-88.13,6.833826305986582
G1901930,725570,Sioux_City_Sioux_Gateway_Ap,44.913795,-88.641293,44.48,-88.13,11.852429615063484
G1901950,725485,Mason_City_Municipal_Arpt,44.913795,-88.641293,44.48,-88.13,24.89538342712104
G1901970,725478,Webster_City,44.913795,-88.641293,44.48,-88.13,34.89696686110102
G2000010,724507,Chanute_Martin_Johnson_Ap,44.913795,-88.641293,44.48,-88.13,27.08821347782109
G2000030,724507,Chanute_Martin_Johnson_Ap,44.913795,-88.641293,44.48,-88.13,67.23921748937721
G2000050,724460,Kansas_City_IntL_Arpt,44.913795,-88.641293,44.48,-88.13,48.78783887376869
G2000070,724506,Hutchinson_Municipal_Ap,44.913795,-88.641293,44.48,-88.13,113.00120813461871
G2000090,724517,Great_Bend_Awos,44.913795,-88.641293,44.48,-88.13,10.981696453327528
G2000110,723495,Joplin_Municipal_Ap,44.913795,-88.641293,44.48,-88.13,80.43720701853566
G2000130,725533,Falls_City_Brenner,44.913795,-88.641293,44.48,-88.13,31.290171068618875
G2000150,724504,Wichita_Col_Jabara,44.913795,-88.641293,44.48,-88.13,20.41043820693199
G2000170,724556,Emporia_Municipal_Ap,44.913795,-88.641293,44.48,-88.13,33.24565572326744
G2000190,724507,Chanute_Martin_Johnson_Ap,44.913795,-88.641293,44.48,-88.13,90.97344370894456
G2000210,723495,Joplin_Municipal_Ap,44.913795,-88.641293,44.48,-88.13,22.947875428307025
G2000230,724650,Goodland_Renner_Field,44.913795,-88.641293,44.48,-88.13,44.410632774996955
G2000250,724510,Dodge_City_Regional_Ap,44.913795,-88.641293,44.48,-88.13,54.02135651157805
G2000270,724550,Fort_Riley_Marshall_Aaf,44.913795,-88.641293,44.48,-88.13,45.64470776197187
G2000290,724580,Concordia_Blosser_Muni_Ap,44.913795,-88.641293,44.48,-88.13,2.093726983405487
G2000310,724556,Emporia_Municipal_Ap,44.913795,-88.641293,44.48,-88.13,39.492035985810766
G2000330,724510,Dodge_City_Regional_Ap,44.913795,-88.641293,44.48,-88.13,79.8269857606687
G2000350,724505,Mcconnell_Afb,44.913795,-88.641293,44.48,-88.13,55.104155924317276
G2000370,723495,Joplin_Municipal_Ap,44.913795,-88.641293,44.48,-88.13,38.20011996490796
G2000390,725625,Mccook_Municipal,44.913795,-88.641293,44.48,-88.13,44.66098179712929
G2000410,724550,Fort_Riley_Marshall_Aaf,44.913795,-88.641293,44.48,-88.13,37.77728480289043
G2000430,724490,St_Joseph_Rosecrans_Memorial,44.913795,-88.641293,44.48,-88.13,15.103174597792245
G2000450,724475,Olathe_Johnson_Co_Industrial,44.913795,-88.641293,44.48,-88.13,34.471187092794565
G2000470,724510,Dodge_City_Regional_Ap,44.913795,-88.641293,44.48,-88.13,56.36563989571013
G2000490,724507,Chanute_Martin_Johnson_Ap,44.913795,-88.641293,44.48,-88.13,72.2254599527457
G2000510,724518,Hays_Muni_Awos,44.913795,-88.641293,44.48,-88.13,6.270237750231476
G2000530,724585,Russell_Municipal_Ap,44.913795,-88.641293,44.48,-88.13,51.4320210228016
G2000550,724515,Garden_City_Municipal_Ap,44.913795,-88.641293,44.48,-88.13,13.830387251863117
G2000570,724510,Dodge_City_Regional_Ap,44.913795,-88.641293,44.48,-88.13,3.030817651069897
G2000590,724475,Olathe_Johnson_Co_Industrial,44.913795,-88.641293,44.48,-88.13,41.55789441200537
G2000610,724550,Fort_Riley_Marshall_Aaf,44.913795,-88.641293,44.48,-88.13,6.114101564683414
G2000630,724655,Hill_City_Municipal_Ap,44.913795,-88.641293,44.48,-88.13,59.72076278414373
G2000650,724655,Hill_City_Municipal_Ap,44.913795,-88.641293,44.48,-88.13,3.2880197539649414
G2000670,724516,Liberal_Muni,44.913795,-88.641293,44.48,-88.13,69.82412331516753
G2000690,724515,Garden_City_Municipal_Ap,44.913795,-88.641293,44.48,-88.13,35.20793926732594
G2000730,724556,Emporia_Municipal_Ap,44.913795,-88.641293,44.48,-88.13,52.71063086193116
G2000770,724500,Wichita_Mid_Continent_Ap,44.913795,-88.641293,44.48,-88.13,73.14798429643561
G2000790,724509,Newton_Awos,44.913795,-88.641293,44.48,-88.13,9.226797652969779
G2000850,724560,Topeka_Municipal_Ap,44.913795,-88.641293,44.48,-88.13,38.26444284088567
G2000870,724560,Topeka_Municipal_Ap,44.913795,-88.641293,44.48,-88.13,25.429731694781076
G2000890,724580,Concordia_Blosser_Muni_Ap,44.913795,-88.641293,44.48,-88.13,53.44780013808453
G2000910,724468,Olathe_Johnson_Co,44.913795,-88.641293,44.48,-88.13,8.703308486296088
G2000930,724515,Garden_City_Municipal_Ap,44.913795,-88.641293,44.48,-88.13,45.5154606989537
G2000950,724506,Hutchinson_Municipal_Ap,44.913795,-88.641293,44.48,-88.13,55.09858423937049
G2000970,724510,Dodge_City_Regional_Ap,44.913795,-88.641293,44.48,-88.13,65.58561977061446
G2000990,724507,Chanute_Martin_Johnson_Ap,44.913795,-88.641293,44.48,-88.13,49.7299737155764
G2001010,724655,Hill_City_Municipal_Ap,44.913795,-88.641293,44.48,-88.13,112.93284798486705
G2001030,724460,Kansas_City_IntL_Arpt,44.913795,-88.641293,44.48,-88.13,21.711856408745593
G2001050,724586,Salina_Municipal_Ap,44.913795,-88.641293,44.48,-88.13,49.8907553743678
G2001070,724475,Olathe_Johnson_Co_Industrial,44.913795,-88.641293,44.48,-88.13,66.27107482184671
G2001090,724650,Goodland_Renner_Field,44.913795,-88.641293,44.48,-88.13,73.27071177144204
G2001110,724556,Emporia_Municipal_Ap,44.913795,-88.641293,44.48,-88.13,9.582914430354453
G2001130,724506,Hutchinson_Municipal_Ap,44.913795,-88.641293,44.48,-88.13,39.693008357388635
G2001150,724509,Newton_Awos,44.913795,-88.641293,44.48,-88.13,33.618991933258755
G2001170,725515,Beatrice_Municipal,44.913795,-88.641293,44.48,-88.13,57.60401604832871
G2001190,724516,Liberal_Muni,44.913795,-88.641293,44.48,-88.13,58.77807752584042
G2001210,724475,Olathe_Johnson_Co_Industrial,44.913795,-88.641293,44.48,-88.13,26.9176302282887
G2001230,724580,Concordia_Blosser_Muni_Ap,44.913795,-88.641293,44.48,-88.13,46.214110869227696
G2001250,724507,Chanute_Martin_Johnson_Ap,44.913795,-88.641293,44.48,-88.13,61.947892657459576
G2001270,724550,Fort_Riley_Marshall_Aaf,44.913795,-88.641293,44.48,-88.13,42.16332650935725
G2001290,724516,Liberal_Muni,44.913795,-88.641293,44.48,-88.13,77.11988772616984
G2001310,725533,Falls_City_Brenner,44.913795,-88.641293,44.48,-88.13,41.59023602891422
G2001330,724507,Chanute_Martin_Johnson_Ap,44.913795,-88.641293,44.48,-88.13,9.020624454131953
G2001350,724518,Hays_Muni_Awos,44.913795,-88.641293,44.48,-88.13,67.55672342270624
G2001370,724655,Hill_City_Municipal_Ap,44.913795,-88.641293,44.48,-88.13,49.18240525715331
G2001390,724565,Topeka_Forbes_Field,44.913795,-88.641293,44.48,-88.13,28.15675807545499
G2001410,724585,Russell_Municipal_Ap,44.913795,-88.641293,44.48,-88.13,61.368159461116974
G2001430,724586,Salina_Municipal_Ap,44.913795,-88.641293,44.48,-88.13,30.764736539222447
G2001450,724517,Great_Bend_Awos,44.913795,-88.641293,44.48,-88.13,30.824456182681615
G2001470,724655,Hill_City_Municipal_Ap,44.913795,-88.641293,44.48,-88.13,58.79863979044398
G2001490,724555,Manhattan_Rgnl,44.913795,-88.641293,44.48,-88.13,33.68688073734323
G2001510,724517,Great_Bend_Awos,44.913795,-88.641293,44.48,-88.13,79.34833984045419
G2001530,725625,Mccook_Municipal,44.913795,-88.641293,44.48,-88.13,59.433375903746814
G2001550,724506,Hutchinson_Municipal_Ap,44.913795,-88.641293,44.48,-88.13,5.915053630669309
G2001570,724580,Concordia_Blosser_Muni_Ap,44.913795,-88.641293,44.48,-88.13,29.84086144761168
G2001590,724506,Hutchinson_Municipal_Ap,44.913795,-88.641293,44.48,-88.13,40.28387544342385
G2001610,724555,Manhattan_Rgnl,44.913795,-88.641293,44.48,-88.13,7.344075863953263
G2001630,724518,Hays_Muni_Awos,44.913795,-88.641293,44.48,-88.13,51.798017916914326
G2001650,724518,Hays_Muni_Awos,44.913795,-88.641293,44.48,-88.13,36.08035199024199
G2001670,724585,Russell_Municipal_Ap,44.913795,-88.641293,44.48,-88.13,2.75961993923601
G2001690,724586,Salina_Municipal_Ap,44.913795,-88.641293,44.48,-88.13,5.503046528252168
G2001710,724650,Goodland_Renner_Field,44.913795,-88.641293,44.48,-88.13,119.91471456861876
G2001730,724500,Wichita_Mid_Continent_Ap,44.913795,-88.641293,44.48,-88.13,8.17348894670523
G2001750,724516,Liberal_Muni,44.913795,-88.641293,44.48,-88.13,5.384783075572485
G2001770,724560,Topeka_Municipal_Ap,44.913795,-88.641293,44.48,-88.13,7.5591576759691845
G2001810,724650,Goodland_Renner_Field,44.913795,-88.641293,44.48,-88.13,3.227010800971331
G2001830,725628,Brewster_Field_Arpt,44.913795,-88.641293,44.48,-88.13,87.57326639362468
G2001850,724517,Great_Bend_Awos,44.913795,-88.641293,44.48,-88.13,39.90772165380666
G2001890,724516,Liberal_Muni,44.913795,-88.641293,44.48,-88.13,35.97080435282586
G2001910,724505,Mcconnell_Afb,44.913795,-88.641293,44.48,-88.13,37.15938032504575
G2001930,724650,Goodland_Renner_Field,44.913795,-88.641293,44.48,-88.13,56.23677881515902
G2001950,724655,Hill_City_Municipal_Ap,44.913795,-88.641293,44.48,-88.13,42.01178748160394
G2001970,724565,Topeka_Forbes_Field,44.913795,-88.641293,44.48,-88.13,44.06563850725402
G2002010,724555,Manhattan_Rgnl,44.913795,-88.641293,44.48,-88.13,79.67393134045581
G2002050,724507,Chanute_Martin_Johnson_Ap,44.913795,-88.641293,44.48,-88.13,28.92512923371068
G2002070,724507,Chanute_Martin_Johnson_Ap,44.913795,-88.641293,44.48,-88.13,32.124764047942236
G2002090,724463,Kansas_City_Downtown_Ap,44.913795,-88.641293,44.48,-88.13,9.480977202380583
G2100010,724240,Fort_Knox_Godman_Aaf,44.913795,-88.641293,44.48,-88.13,107.15378638108474
G2100030,746716,Bowling_Green_Warren_Co_Ap,44.913795,-88.641293,44.48,-88.13,32.50449395374331
G2100050,724220,Lexington_Bluegrass_Ap,44.913795,-88.641293,44.48,-88.13,28.30683774766274
G2100070,724350,Paducah_Barkley_Regional_Ap,44.913795,-88.641293,44.48,-88.13,18.55314798231123
G2100090,746716,Bowling_Green_Warren_Co_Ap,44.913795,-88.641293,44.48,-88.13,44.301008702820276
G2100110,724190,Jackson-Carroll AP,44.913795,-88.641293,44.48,-88.13,72.02898739772328
G2100130,724243,London_Corbin_Ap,44.913795,-88.641293,44.48,-88.13,55.103557763095026
G2100150,724210,Cincinnati_Northern_Ky_Ap,44.913795,-88.641293,44.48,-88.13,7.046550120548977
G2100170,724220,Lexington_Bluegrass_Ap,44.913795,-88.641293,44.48,-88.13,36.422054960191716
G2100190,724250,Huntington_Tri_State_Arpt,44.913795,-88.641293,44.48,-88.13,11.684621307568328
G2100210,724354,Somerset_Awos,44.913795,-88.641293,44.48,-88.13,44.14205431873656
G2100230,724297,Cincinnati_Municipal_Ap_Lunki,44.913795,-88.641293,44.48,-88.13,53.58804244512065
G2100250,724236,Jackson_Julian_Carroll_Ap,44.913795,-88.641293,44.48,-88.13,8.38306617485011
G2100270,724240,Fort_Knox_Godman_Aaf,44.913795,-88.641293,44.48,-88.13,41.29266054060111
G2100290,724230,Louisville_Standiford_Field,44.913795,-88.641293,44.48,-88.13,18.65031466278353
G2100310,746716,Bowling_Green_Warren_Co_Ap,44.913795,-88.641293,44.48,-88.13,34.64682937972351
G2100330,746710,Fort_Campbell_Aaf,44.913795,-88.641293,44.48,-88.13,62.04783355217616
G2100350,724350,Paducah_Barkley_Regional_Ap,44.913795,-88.641293,44.48,-88.13,63.192299556158844
G2100370,724297,Cincinnati_Municipal_Ap_Lunki,44.913795,-88.641293,44.48,-88.13,7.457336074072251
G2100390,724350,Paducah_Barkley_Regional_Ap,44.913795,-88.641293,44.48,-88.13,26.900779286944566
G2100410,724210,Cincinnati_Northern_Ky_Ap,44.913795,-88.641293,44.48,-88.13,58.75850169403383
G2100430,724250,Huntington_Tri_State_Arpt,44.913795,-88.641293,44.48,-88.13,43.22179374437213
G2100450,724354,Somerset_Awos,44.913795,-88.641293,44.48,-88.13,82.58278832519977
G2100470,746710,Fort_Campbell_Aaf,44.913795,-88.641293,44.48,-88.13,15.679246857029627
G2100490,724354,Somerset_Awos,44.913795,-88.641293,44.48,-88.13,36.650060331081775
G2100510,724243,London_Corbin_Ap,44.913795,-88.641293,44.48,-88.13,31.18891640146716
G2100530,723250,Crossville Meml AP-Whitson Field,44.913795,-88.641293,44.48,-88.13,85.10744368296433
G2100550,724238,Henderson_City,44.913795,-88.641293,44.48,-88.13,65.41576025918852
G2100570,723250,Crossville Meml AP-Whitson Field,44.913795,-88.641293,44.48,-88.13,96.18659211286095
G2100590,724365,Huntingburg,44.913795,-88.641293,44.48,-88.13,57.29403150202633
G2100610,746716,Bowling_Green_Warren_Co_Ap,44.913795,-88.641293,44.48,-88.13,28.66568938318765
G2100630,724190,Jackson-Carroll AP,44.913795,-88.641293,44.48,-88.13,62.751764841668155
G2100650,724243,London_Corbin_Ap,44.913795,-88.641293,44.48,-88.13,70.12433625865376
G2100670,724220,Lexington_Bluegrass_Ap,44.913795,-88.641293,44.48,-88.13,9.117641735884863
G2100690,724190,Jackson-Carroll AP,44.913795,-88.641293,44.48,-88.13,95.94451872157474
G2100710,724190,Jackson-Carroll AP,44.913795,-88.641293,44.48,-88.13,51.11501448347441
G2100730,724220,Lexington_Bluegrass_Ap,44.913795,-88.641293,44.48,-88.13,29.824928516043343
G2100750,724350,Paducah_Barkley_Regional_Ap,44.913795,-88.641293,44.48,-88.13,61.62995228879074
G2100770,724210,Cincinnati_Northern_Ky_Ap,44.913795,-88.641293,44.48,-88.13,35.11860115845115
G2100790,724354,Somerset_Awos,44.913795,-88.641293,44.48,-88.13,39.06370740803956
G2100810,724210,Cincinnati_Northern_Ky_Ap,44.913795,-88.641293,44.48,-88.13,40.68124146676243
G2100830,724350,Paducah_Barkley_Regional_Ap,44.913795,-88.641293,44.48,-88.13,35.95729777803835
G2100850,746716,Bowling_Green_Warren_Co_Ap,44.913795,-88.641293,44.48,-88.13,55.486255251180324
G2100870,724240,Fort_Knox_Godman_Aaf,44.913795,-88.641293,44.48,-88.13,80.14372412277908
G2100890,724250,Huntington_Tri_State_Arpt,44.913795,-88.641293,44.48,-88.13,30.03670218072959
G2100910,724365,Huntingburg,44.913795,-88.641293,44.48,-88.13,44.35105808552671
G2100930,724240,Fort_Knox_Godman_Aaf,44.913795,-88.641293,44.48,-88.13,17.74512814985926
G2100950,724117,Wise_Lonesome_Pine,44.913795,-88.641293,44.48,-88.13,63.77827594938611
G2100970,724220,Lexington_Bluegrass_Ap,44.913795,-88.641293,44.48,-88.13,49.63917102069806
G2100990,746716,Bowling_Green_Warren_Co_Ap,44.913795,-88.641293,44.48,-88.13,58.557421299058774
G2101010,724238,Henderson_City,44.913795,-88.641293,44.48,-88.13,10.158262724711532
G2101030,724235,Louisville_Bowman_Field,44.913795,-88.641293,44.48,-88.13,48.33243758122822
G2101050,724350,Paducah_Barkley_Regional_Ap,44.913795,-88.641293,44.48,-88.13,45.8611044013738
G2101070,724238,Henderson_City,44.913795,-88.641293,44.48,-88.13,58.83535280816355
G2101090,724243,London_Corbin_Ap,44.913795,-88.641293,44.48,-88.13,36.709781799737904
G2101110,724235,Louisville_Bowman_Field,44.913795,-88.641293,44.48,-88.13,3.673749599579546
G2101130,724354,Somerset_Awos,44.913795,-88.641293,44.48,-88.13,12.902187010469309
G2101150,724190,Jackson-Carroll AP,44.913795,-88.641293,44.48,-88.13,52.07410147138291
G2101170,724210,Cincinnati_Northern_Ky_Ap,44.913795,-88.641293,44.48,-88.13,11.261648179251994
G2101190,724190,Jackson-Carroll AP,44.913795,-88.641293,44.48,-88.13,43.72544651961219
G2101210,724243,London_Corbin_Ap,44.913795,-88.641293,44.48,-88.13,24.660044710280324
G2101230,724240,Fort_Knox_Godman_Aaf,44.913795,-88.641293,44.48,-88.13,45.07405453509816
G2101250,724243,London_Corbin_Ap,44.913795,-88.641293,44.48,-88.13,1.4457621755570067
G2101270,724250,Huntington_Tri_State_Arpt,44.913795,-88.641293,44.48,-88.13,35.40145173979276
G2101290,724236,Jackson_Julian_Carroll_Ap,44.913795,-88.641293,44.48,-88.13,33.668914666879076
G2101310,724236,Jackson_Julian_Carroll_Ap,44.913795,-88.641293,44.48,-88.13,51.933090475673545
G2101330,724117,Wise_Lonesome_Pine,44.913795,-88.641293,44.48,-88.13,30.748296513221828
G2101350,724250,Huntington_Tri_State_Arpt,44.913795,-88.641293,44.48,-88.13,72.32192758275202
G2101370,724354,Somerset_Awos,44.913795,-88.641293,44.48,-88.13,58.926072738771346
G2101390,724350,Paducah_Barkley_Regional_Ap,44.913795,-88.641293,44.48,-88.13,38.38957156445766
G2101410,746716,Bowling_Green_Warren_Co_Ap,44.913795,-88.641293,44.48,-88.13,41.016744174325744
G2101430,724350,Paducah_Barkley_Regional_Ap,44.913795,-88.641293,44.48,-88.13,61.280633821345646
G2101450,724350,Paducah_Barkley_Regional_Ap,44.913795,-88.641293,44.48,-88.13,10.808397741008871
G2101470,724243,London_Corbin_Ap,44.913795,-88.641293,44.48,-88.13,51.97862482509541
G2101490,724238,Henderson_City,44.913795,-88.641293,44.48,-88.13,53.005288179726
G2101510,724354,Somerset_Awos,44.913795,-88.641293,44.48,-88.13,42.681561802848286
G2101530,724190,Jackson-Carroll AP,44.913795,-88.641293,44.48,-88.13,28.17752104766695
G2101550,724230,Louisville_Standiford_Field,44.913795,-88.641293,44.48,-88.13,78.2390818653307
G2101570,724350,Paducah_Barkley_Regional_Ap,44.913795,-88.641293,44.48,-88.13,41.824982222695844
G2101590,724250,Huntington_Tri_State_Arpt,44.913795,-88.641293,44.48,-88.13,61.18432931042631
G2101610,724297,Cincinnati_Municipal_Ap_Lunki,44.913795,-88.641293,44.48,-88.13,76.71284569655249
G2101630,724240,Fort_Knox_Godman_Aaf,44.913795,-88.641293,44.48,-88.13,14.787126476328716
G2101650,724190,Jackson-Carroll AP,44.913795,-88.641293,44.48,-88.13,46.735899075871735
G2101670,724354,Somerset_Awos,44.913795,-88.641293,44.48,-88.13,32.43805992732821
G2101690,746716,Bowling_Green_Warren_Co_Ap,44.913795,-88.641293,44.48,-88.13,70.06003559350108
G2101710,746716,Bowling_Green_Warren_Co_Ap,44.913795,-88.641293,44.48,-88.13,69.25651897183826
G2101730,724220,Lexington_Bluegrass_Ap,44.913795,-88.641293,44.48,-88.13,59.80341708195947
G2101750,724190,Jackson-Carroll AP,44.913795,-88.641293,44.48,-88.13,36.94417707441694
G2101770,746710,Fort_Campbell_Aaf,44.913795,-88.641293,44.48,-88.13,69.77579190971174
G2101790,724230,Louisville_Standiford_Field,44.913795,-88.641293,44.48,-88.13,46.68678861566711
G2101810,724220,Lexington_Bluegrass_Ap,44.913795,-88.641293,44.48,-88.13,60.28700866950586
