occupants,lighting_interior,lighting_garage,cooking_range,dishwasher,clothes_washer,clothes_dryer,ceiling_fan,plug_loads_other,plug_loads_tv,hot_water_dishwasher,hot_water_clothes_washer,hot_water_fixtures,Vacancy,Power Outage
1.0,0.0489,0.0489,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.0489,0.0489,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.0489,0.0489,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.0489,0.0489,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.0489,0.0489,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.304,0,0
1.0,0.2,0.2,0.517,0.0,0.0,0.0,0.43,0.579,0.579,0.0,0.0,0.076,0,0
1.0,0.246,0.246,0.767,0.0,0.0,0.0,0.457,0.626,0.626,0.0,0.0,0.0,0,0
0.5,0.0489,0.0489,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
0.5,0.267,0.267,0.0,0.0,0.0,0.0,0.29,0.635,0.635,0.0,0.0,0.0,0,0
0.5,0.26,0.26,0.0,0.0,0.0,0.0,0.297,0.635,0.635,0.0,0.0,0.048,0,0
0.5,0.251,0.251,0.0,0.0,0.0,0.0,0.304,0.645,0.645,0.0,0.0,0.0959,0,0
0.5,0.244,0.244,0.0,0.0,0.0,0.0,0.297,0.654,0.654,0.0,0.0,0.0,0,0
0.0,0.0489,0.0489,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
0.5,0.244,0.244,0.0,0.0,0.0,0.0,0.346,0.645,0.645,0.0,0.0,0.528,0,0
0.0,0.0489,0.0489,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.144,0,0
0.0,0.0489,0.0489,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.048,0,0
0.0,0.0489,0.0489,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
0.5,0.474,0.474,0.0,0.0,0.0,0.0,0.569,0.729,0.729,0.0,0.0,0.336,0,0
0.5,0.524,0.524,0.0,0.0,0.0,0.0,0.597,0.701,0.701,0.0,0.0,0.0,0,0
0.5,0.476,0.476,0.0,0.0,0.0,0.0,0.625,0.673,0.673,0.0,0.0,0.0,0,0
1.0,0.0489,0.0489,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.0489,0.0489,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.432,0,0
1.0,0.0489,0.0489,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0959,0,0
1.0,0.0489,0.0489,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.0489,0.0489,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.0489,0.0489,0.0,0.0,0.0,0.0,0.388,0.532,0.532,0.0,0.0,0.0,0,0
1.0,0.0489,0.0489,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.0489,0.0489,0.25,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.0991,0.0991,0.0,0.0,0.0,0.0,0.381,0.542,0.542,0.0,0.0,0.0,0,0
1.0,0.35,0.35,0.0,0.0,0.0,0.0,0.601,0.693,0.693,0.0,0.0,0.048,0,0
0.5,0.246,0.246,0.0,0.0,0.0,0.0,0.457,0.626,0.626,0.0,0.0,0.0,0,0
1.0,0.471,0.471,0.0,0.0,0.0,0.0,0.475,0.806,0.806,0.0,0.0,0.048,0,0
0.5,0.267,0.267,0.0,0.0,0.0,0.0,0.29,0.635,0.635,0.0,0.0,0.0,0,0
0.5,0.26,0.26,0.0,0.0,0.0,0.0,0.297,0.635,0.635,0.0,0.0,0.048,0,0
0.5,0.251,0.251,0.0,0.0,0.0,0.0,0.304,0.645,0.645,0.0,0.0,0.24,0,0
1.0,0.44,0.44,0.0,0.0,0.0,0.0,0.336,0.843,0.843,0.0,0.0,0.24,0,0
0.5,0.242,0.242,0.0,0.0,0.0,0.0,0.325,0.654,0.654,0.0,0.0,0.0,0,0
0.5,0.244,0.244,0.0,0.0,0.0,0.0,0.346,0.645,0.645,0.0,0.0,0.0,0,0
0.0,0.0489,0.0489,0.0,0.423,0.0,0.467,0.258,0.465,0.465,0.336,0.0962,0.288,0,0
1.0,0.533,0.533,0.0,0.5,0.286,0.0667,0.545,0.899,0.899,0.637,0.399,0.0,0,0
1.0,0.693,0.693,0.0,0.0,0.0,0.0,0.741,0.974,0.974,0.0,0.587,0.0,0,0
1.0,0.898,0.898,0.0,0.0,0.0,0.0,0.881,0.993,0.993,0.0,0.555,0.144,0,0
1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.937,0.937,0.937,0.0,0.527,0.237,0,0
1.0,0.903,0.903,0.0,0.0,0.0,0.0,0.993,0.88,0.88,0.0,0.314,0.0,0,0
0.5,0.0489,0.0489,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.325,0.325,0.0,0.0,0.0,0.0,0.541,0.607,0.607,0.0,0.0,0.0,0,0
1.0,0.0489,0.0489,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.0489,0.0489,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.0611,0.0611,0.0,0.0,0.0,0.0,0.388,0.542,0.542,0.0,0.0,0.0,0,0
1.0,0.0489,0.0489,0.0,0.0,0.0,0.0,0.388,0.532,0.532,0.0,0.0,0.048,0,0
1.0,0.0489,0.0489,0.0,0.0,0.0,0.0,0.381,0.523,0.523,0.0,0.0,0.0,0,0
1.0,0.0489,0.0489,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.0489,0.0489,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.048,0,0
1.0,0.2,0.2,0.0,0.615,0.0,0.0,0.43,0.579,0.579,0.803,0.0,0.0,0,0
0.5,0.0489,0.0489,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
0.5,0.0489,0.0489,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
0.5,0.267,0.267,0.0,0.0,0.0,0.0,0.29,0.635,0.635,0.0,0.0,0.0,0,0
0.5,0.26,0.26,0.0,0.0,0.0,0.0,0.297,0.635,0.635,0.0,0.0,0.0959,0,0
0.5,0.251,0.251,0.0,0.0,0.0,0.0,0.304,0.645,0.645,0.0,0.0,0.0,0,0
0.5,0.244,0.244,0.0,0.0,0.0,0.0,0.297,0.654,0.654,0.0,0.0,0.0,0,0
0.5,0.242,0.242,0.0,0.0,0.0,0.0,0.325,0.654,0.654,0.0,0.0,0.192,0,0
0.5,0.244,0.244,0.517,0.0,0.0,0.0,0.346,0.645,0.645,0.0,0.0,0.192,0,0
0.5,0.255,0.255,0.0,0.0,0.0,0.0,0.353,0.664,0.664,0.0,0.0,0.048,0,0
0.5,0.291,0.291,0.0,0.0,0.0,0.0,0.402,0.682,0.682,0.0,0.0,0.048,0,0
1.0,0.693,0.693,0.0,0.308,0.0,0.0,0.741,0.974,0.974,0.619,0.0,0.144,0,0
0.5,0.474,0.474,0.0,0.0,0.0,0.0,0.569,0.729,0.729,0.0,0.0,0.384,0,0
1.0,1.0,1.0,0.0,0.135,0.0,0.0,0.937,0.937,0.937,0.145,0.0,0.364,0,0
1.0,0.903,0.903,0.0,0.788,0.0,0.0,0.993,0.88,0.88,0.656,0.0,0.24,0,0
1.0,0.698,0.698,0.0,0.0,0.0,0.0,0.965,0.843,0.843,0.522,0.0,0.44,0,0
1.0,0.325,0.325,0.0,0.0,0.0,0.0,0.541,0.607,0.607,0.0,0.0,0.0725,0,0
1.0,0.148,0.148,0.0,0.0,0.0,0.0,0.478,0.57,0.57,0.0,0.0,0.048,0,0
1.0,0.0489,0.0489,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.0489,0.0489,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.0489,0.0489,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.0489,0.0489,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.0489,0.0489,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.0991,0.0991,0.0,0.0,0.0,0.0,0.381,0.542,0.542,0.0,0.0,0.0,0,0
1.0,0.2,0.2,0.0,0.0,0.0,0.0,0.43,0.579,0.579,0.0,0.0,0.597,0,0
1.0,0.246,0.246,0.0,0.0,0.0,0.0,0.457,0.626,0.626,0.0,0.0,0.0,0,0
0.5,0.0489,0.0489,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
0.5,0.267,0.267,0.0,0.0,0.0,0.0,0.29,0.635,0.635,0.0,0.0,0.288,0,0
0.5,0.26,0.26,0.0,0.0,0.0,0.0,0.297,0.635,0.635,0.0,0.0,0.288,0,0
0.5,0.251,0.251,0.0,0.0,0.0,0.0,0.304,0.645,0.645,0.0,0.0,0.0,0,0
0.5,0.244,0.244,0.267,0.0,0.0,0.0,0.297,0.654,0.654,0.0,0.0,0.0,0,0
0.5,0.242,0.242,1.0,0.0,0.0,0.0,0.325,0.654,0.654,0.0,0.0,0.048,0,0
0.5,0.244,0.244,0.0167,0.0,0.0,0.0,0.346,0.645,0.645,0.0,0.0,0.336,0,0
0.5,0.255,0.255,0.0,0.0,0.0,0.0,0.353,0.664,0.664,0.0,0.0,0.048,0,0
0.5,0.291,0.291,0.0167,0.0,0.0,0.0,0.402,0.682,0.682,0.0,0.0,0.0,0,0
1.0,0.693,0.693,0.75,0.0,0.0,0.0,0.741,0.974,0.974,0.0,0.0,0.0959,0,0
1.0,0.898,0.898,0.0,0.0,0.0,0.0,0.881,0.993,0.993,0.0,0.0,0.288,0,0
1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.937,0.937,0.937,0.0,0.0,0.0959,0,0
1.0,0.903,0.903,0.0,0.0,0.0,0.0,0.993,0.88,0.88,0.0,0.0,0.0,0,0
1.0,0.698,0.698,0.0,0.0,0.0,0.0,0.965,0.843,0.843,0.0,0.0,0.0,0,0
1.0,0.0489,0.0489,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.048,0,0
1.0,0.0489,0.0489,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.048,0,0
1.0,0.0489,0.0489,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.0489,0.0489,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.048,0,0
1.0,0.0489,0.0489,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.0489,0.0489,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.0489,0.0489,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.0489,0.0489,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.2,0.2,0.0,0.0,0.0,0.0,0.43,0.579,0.579,0.0,0.0,0.0,0,0
0.5,0.0489,0.0489,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
0.5,0.0489,0.0489,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
0.5,0.0489,0.0489,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
0.5,0.0489,0.0489,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.048,0,0
0.5,0.0489,0.0489,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
0.5,0.0489,0.0489,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
0.5,0.0489,0.0489,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
0.5,0.244,0.244,0.0,0.0,0.0,0.0,0.346,0.645,0.645,0.0,0.0,0.0,0,0
0.5,0.255,0.255,0.0,0.0,0.0,0.0,0.353,0.664,0.664,0.0,0.0,0.0,0,0
0.0,0.0489,0.0489,0.0,0.0,0.286,0.967,0.258,0.465,0.465,0.0,0.308,0.0,0,0
0.5,0.371,0.371,0.267,0.0,0.0,0.383,0.499,0.72,0.72,0.0,0.59,0.0,0,0
1.0,0.898,0.898,1.0,0.0,0.0,0.0,0.881,0.993,0.993,0.0,0.9,0.384,0,0
1.0,1.0,1.0,0.0167,0.923,0.0,0.0,0.937,0.937,0.937,0.675,0.565,0.576,0,0
1.0,0.903,0.903,0.0,0.0,0.0,0.0,0.993,0.88,0.88,0.0,0.0,0.384,0,0
1.0,0.698,0.698,0.0,0.0,0.0,0.0,0.965,0.843,0.843,0.0,0.0,0.679,0,0
0.5,0.325,0.325,0.0,0.0,0.0,0.0,0.541,0.607,0.607,0.0,0.0,0.596,0,0
0.5,0.148,0.148,0.0,0.0,0.0,0.0,0.478,0.57,0.57,0.0,0.0,0.0,0,0
1.0,0.0856,0.0856,0.0,0.0,0.0,0.0,0.409,0.56,0.56,0.0,0.0,0.0,0,0
1.0,0.0611,0.0611,0.0,0.0,0.0,0.0,0.388,0.542,0.542,0.0,0.0,0.0,0,0
1.0,0.0489,0.0489,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.0489,0.0489,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.0489,0.0489,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.0489,0.0489,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.0489,0.0489,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.0489,0.0489,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
0.5,0.0489,0.0489,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
0.5,0.0489,0.0489,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
0.5,0.0489,0.0489,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
0.5,0.251,0.251,0.0,0.0,0.0,0.0,0.304,0.645,0.645,0.0,0.0,0.0,0,0
0.5,0.244,0.244,0.0,0.0,0.0,0.0,0.297,0.654,0.654,0.0,0.0,0.0,0,0
0.5,0.242,0.242,0.25,0.0,0.0,0.0,0.325,0.654,0.654,0.0,0.0,0.0,0,0
0.0,0.0489,0.0489,0.25,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
0.5,0.255,0.255,0.0,0.0,0.0,0.0,0.353,0.664,0.664,0.0,0.0,0.144,0,0
1.0,0.533,0.533,0.0167,0.0,0.0,0.0,0.545,0.899,0.899,0.0,0.0,0.24,0,0
1.0,0.693,0.693,0.233,0.0,0.0,0.0,0.741,0.974,0.974,0.0,0.0,0.624,0,0
1.0,0.898,0.898,0.0167,0.0,0.0,0.0,0.881,0.993,0.993,0.0,0.0,0.048,0,0
1.0,1.0,1.0,0.233,0.0,0.0,0.0,0.937,0.937,0.937,0.0,0.0,0.0959,0,0
1.0,0.903,0.903,0.0,0.0,0.0,0.0,0.993,0.88,0.88,0.0,0.0,0.145,0,0
0.5,0.374,0.374,0.0,0.0,0.0,0.0,0.611,0.654,0.654,0.0,0.0,0.362,0,0
0.5,0.325,0.325,0.0,0.0,0.0,0.0,0.541,0.607,0.607,0.0,0.0,0.0959,0,0
0.5,0.0489,0.0489,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.336,0,0
0.5,0.0489,0.0489,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
0.5,0.0489,0.0489,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
0.5,0.0489,0.0489,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
0.5,0.0489,0.0489,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.0489,0.0489,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.0489,0.0489,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0187,0,0
1.0,0.0489,0.0489,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.318,0,0
1.0,0.443,0.443,0.0,0.0,0.0,0.0,0.657,0.787,0.787,0.0,0.0,0.72,0,0
1.0,0.471,0.471,0.0,0.0,0.0,0.0,0.475,0.806,0.806,0.0,0.0,0.111,0,0
0.5,0.267,0.267,0.0,0.0,0.0,0.0,0.29,0.635,0.635,0.0,0.0,0.31,0,0
0.5,0.26,0.26,0.0,0.0,0.0,0.0,0.297,0.635,0.635,0.0,0.0,0.423,0,0
0.5,0.251,0.251,0.0167,0.0,0.0,0.0,0.304,0.645,0.645,0.0,0.0,0.0959,0,0
0.5,0.244,0.244,0.233,0.0,0.0,0.0,0.297,0.654,0.654,0.0,0.0,0.288,0,0
0.5,0.242,0.242,0.0,0.0,0.0,0.0,0.325,0.654,0.654,0.0,0.0,0.0,0,0
0.5,0.244,0.244,0.0,0.0,0.0,0.0,0.346,0.645,0.645,0.0,0.0,0.0,0,0
0.5,0.255,0.255,0.0,0.0,0.0,0.0,0.353,0.664,0.664,0.0,0.0,0.144,0,0
1.0,0.533,0.533,0.0,0.0,0.0,0.0,0.545,0.899,0.899,0.0,0.0,0.0,0,0
1.0,0.693,0.693,0.0,0.0,0.0,0.0,0.741,0.974,0.974,0.0,0.0,0.192,0,0
1.0,0.898,0.898,0.0,0.0,0.0,0.0,0.881,0.993,0.993,0.0,0.0,0.288,0,0
1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.937,0.937,0.937,0.0,0.0,0.048,0,0
1.0,0.903,0.903,0.0,0.0,0.0,0.0,0.993,0.88,0.88,0.0,0.0,0.0,0,0
1.0,0.698,0.698,0.0,0.0,0.0,0.0,0.965,0.843,0.843,0.0,0.0,0.0,0,0
1.0,0.0489,0.0489,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0959,0,0
1.0,0.0489,0.0489,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.0489,0.0489,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.0489,0.0489,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.0489,0.0489,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.336,0,0
1.0,0.0489,0.0489,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.0489,0.0489,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.0489,0.0489,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
0.5,0.0489,0.0489,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
0.5,0.0489,0.0489,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0174,0,0
0.5,0.0489,0.0489,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.397,0,0
1.0,0.484,0.484,0.0,0.0,0.0,0.0,0.322,0.806,0.806,0.0,0.0,0.208,0,0
1.0,0.471,0.471,0.0167,0.308,0.0,0.0,0.336,0.806,0.806,0.6,0.0,0.224,0,0
0.5,0.251,0.251,0.233,0.0,0.0,0.0,0.304,0.645,0.645,0.0,0.0,0.0,0,0
0.5,0.244,0.244,0.0,0.0,0.0,0.0,0.297,0.654,0.654,0.0,0.0,0.0,0,0
0.0,0.0489,0.0489,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
0.0,0.0489,0.0489,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.144,0,0
0.0,0.0489,0.0489,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.624,0,0
0.0,0.0489,0.0489,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.144,0,0
0.0,0.0489,0.0489,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0959,0,0
0.5,0.0489,0.0489,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
0.5,0.0489,0.0489,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
0.5,0.0489,0.0489,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
0.5,0.0489,0.0489,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
0.5,0.0489,0.0489,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.148,0.148,0.0,0.0,0.0,0.0,0.478,0.57,0.57,0.0,0.0,0.0,0,0
1.0,0.0856,0.0856,0.0,0.0,0.0,0.0,0.409,0.56,0.56,0.0,0.0,0.0,0,0
1.0,0.0611,0.0611,0.0,0.0,0.0,0.0,0.388,0.542,0.542,0.0,0.0,0.0,0,0
1.0,0.0489,0.0489,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.0489,0.0489,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0959,0,0
1.0,0.0489,0.0489,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0959,0,0
1.0,0.0489,0.0489,0.25,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.0489,0.0489,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
1.0,0.0489,0.0489,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.233,0,0
1.0,0.26,0.26,0.0,0.0,0.0,0.0,0.367,0.635,0.635,0.0,0.0,0.108,0,0
0.5,0.0489,0.0489,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
0.5,0.0489,0.0489,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
0.5,0.0489,0.0489,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.0,0,0
0.5,0.244,0.244,0.0,0.0,0.0,0.0,0.297,0.654,0.654,0.0,0.0,0.144,0,0
0.5,0.242,0.242,0.0,0.0,0.0,0.0,0.325,0.654,0.654,0.0,0.0,0.0,0,0
0.5,0.244,0.244,0.0,0.0,0.0,0.0,0.346,0.645,0.645,0.0,0.0,0.0,0,0
0.5,0.255,0.255,0.0,0.0,0.0,0.217,0.353,0.664,0.664,0.0,0.0879,0.0,0,0
0.5,0.291,0.291,0.0,0.0,0.592,0.867,0.402,0.682,0.682,0.0,0.0809,0.0,0,0
0.5,0.371,0.371,0.0,0.0,0.224,0.717,0.499,0.72,0.72,0.0,0.382,0.048,0,0
0.5,0.474,0.474,0.0,0.0,0.0612,0.1,0.569,0.729,0.729,0.0,0.329,0.048,0,0
0.5,0.524,0.524,0.0,0.0,0.286,0.967,0.597,0.701,0.701,0.0,0.297,0.288,0,0
0.5,0.476,0.476,0.0,0.0,0.0,0.383,0.625,0.673,0.673,0.0,0.406,0.0959,0,0
1.0,0.698,0.698,0.0,0.0,0.0,0.0,0.965,0.843,0.843,0.0,0.37,0.192,0,0
1.0,0.325,0.325,0.0,0.0,0.0,0.0,0.541,0.607,0.607,0.0,0.0,0.144,0,0
1.0,0.0489,0.0489,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.212,0,0
1.0,0.0489,0.0489,0.0,0.0,0.0,0.0,0.258,0.465,0.465,0.0,0.0,0.144,0,0
