Time,TimeDST,TimeUTC,Energy Use: Total,Fuel Use: Electricity: Total,Fuel Use: Natural Gas: Total,End Use: Electricity: Heating Fans/Pumps,End Use: Electricity: Cooling,End Use: Electricity: Cooling Fans/Pumps,End Use: Electricity: Lighting Interior,End Use: Electricity: Lighting Garage,End Use: Electricity: Lighting Exterior,End Use: Electricity: Mech Vent,End Use: Electricity: Refrigerator,End Use: Electricity: Clothes Washer,End Use: Electricity: Clothes Dryer,End Use: Electricity: Range/Oven,End Use: Electricity: Ceiling Fan,End Use: Electricity: Plug Loads,End Use: Natural Gas: Heating,End Use: Natural Gas: Hot Water,End Use: Natural Gas: Clothes Dryer,End Use: Natural Gas: Range/Oven,Emissions: CO2e: LRMER_MidCase_15: Total,Emissions: CO2e: LRMER_MidCase_15: Net,Emissions: CO2e: LRMER_MidCase_15: Electricity: Total,Emissions: CO2e: LRMER_MidCase_15: Electricity: Net,Emissions: CO2e: LRMER_MidCase_15: Natural Gas: Total,Emissions: CO2e: LRMER_MidCase_15: Electricity: Heating Fans/Pumps,Emissions: CO2e: LRMER_MidCase_15: Electricity: Cooling,Emissions: CO2e: LRMER_MidCase_15: Electricity: Cooling Fans/Pumps,Emissions: CO2e: LRMER_MidCase_15: Electricity: Lighting Interior,Emissions: CO2e: LRMER_MidCase_15: Electricity: Lighting Garage,Emissions: CO2e: LRMER_MidCase_15: Electricity: Lighting Exterior,Emissions: CO2e: LRMER_MidCase_15: Electricity: Mech Vent,Emissions: CO2e: LRMER_MidCase_15: Electricity: Refrigerator,Emissions: CO2e: LRMER_MidCase_15: Electricity: Clothes Washer,Emissions: CO2e: LRMER_MidCase_15: Electricity: Clothes Dryer,Emissions: CO2e: LRMER_MidCase_15: Electricity: Range/Oven,Emissions: CO2e: LRMER_MidCase_15: Electricity: Ceiling Fan,Emissions: CO2e: LRMER_MidCase_15: Electricity: Plug Loads,Emissions: CO2e: LRMER_MidCase_15: Natural Gas: Heating,Emissions: CO2e: LRMER_MidCase_15: Natural Gas: Hot Water,Emissions: CO2e: LRMER_MidCase_15: Natural Gas: Clothes Dryer,Emissions: CO2e: LRMER_MidCase_15: Natural Gas: Range/Oven,Hot Water: Clothes Washer,Hot Water: Fixtures,Hot Water: Distribution Waste,Load: Heating: Delivered,Load: Cooling: Delivered,Load: Hot Water: Delivered,Load: Hot Water: Tank Losses,Unmet Hours: Heating,Unmet Hours: Cooling,Temperature: Attic - Vented,Temperature: Crawlspace - Vented,Temperature: Garage,Temperature: Living Space,Temperature: Heating Setpoint,Temperature: Cooling Setpoint,Airflow: Infiltration,Airflow: Mechanical Ventilation,Airflow: Natural Ventilation,Weather: Drybulb Temperature,Weather: Wetbulb Temperature,Weather: Relative Humidity,Weather: Wind Speed,Weather: Diffuse Solar Radiation,Weather: Direct Solar Radiation
,,,kBtu,kWh,kBtu,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kBtu,kBtu,kBtu,kBtu,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,gal,gal,gal,kBtu,kBtu,kBtu,kBtu,hr,hr,F,F,F,F,F,F,cfm,cfm,cfm,F,F,%,mph,Btu/(hr*ft^2),Btu/(hr*ft^2)
2007-01-01T01:00:00,2007-01-01T01:00:00,2007-01-01T06:00:00Z,16.829,0.495,15.14,0.0,0.05,0.0,0.079,0.002,0.042,0.0,0.04,0.0,0.0,0.0,0.005,0.277,15.14,0.0,0.0,0.0,2.91014,2.91014,0.68003,0.68003,2.23011,0.0,0.06867,0.0,0.10788,0.00324,0.05735,0.0,0.05462,0.0,0.0,0.0,0.00742,0.38085,2.23011,0.0,0.0,0.0,0.0,0.0,0.0,10.295,0.0,0.0,0.461,0.0,0.0,44.074,43.679,46.09,67.0,67.0,72.0,83.8,0.0,0.0,47.84,46.815,93.0,5.592,0.0,0.0
2007-01-01T02:00:00,2007-01-01T02:00:00,2007-01-01T07:00:00Z,17.01,0.494,15.324,0.0,0.05,0.0,0.079,0.002,0.042,0.0,0.039,0.0,0.0,0.0,0.005,0.277,15.324,0.0,0.0,0.0,2.927,2.927,0.66974,0.66974,2.25727,0.0,0.06777,0.0,0.10646,0.0032,0.05659,0.0,0.05255,0.0,0.0,0.0,0.00733,0.37583,2.25727,0.0,0.0,0.0,0.0,0.0,0.0,10.421,0.0,0.0,0.451,0.0,0.0,45.605,44.434,46.435,67.0,67.0,72.0,80.452,0.0,0.0,47.84,47.403,97.0,3.355,0.0,0.0
2007-01-01T03:00:00,2007-01-01T03:00:00,2007-01-01T08:00:00Z,17.318,0.493,15.636,0.0,0.05,0.0,0.079,0.002,0.042,0.0,0.038,0.0,0.0,0.0,0.005,0.277,15.636,0.0,0.0,0.0,2.97162,2.97162,0.6685,0.6685,2.30312,0.0,0.06778,0.0,0.10648,0.0032,0.0566,0.0,0.05121,0.0,0.0,0.0,0.00733,0.3759,2.30312,0.0,0.0,0.0,0.0,0.0,0.0,10.632,0.0,0.0,0.443,0.0,0.0,45.403,44.175,46.801,67.0,67.0,72.0,82.815,0.0,0.0,46.94,46.367,96.0,3.355,0.0,0.0
2007-01-01T04:00:00,2007-01-01T04:00:00,2007-01-01T09:00:00Z,3.522,0.492,1.843,0.0,0.05,0.0,0.079,0.002,0.042,0.0,0.037,0.0,0.0,0.0,0.005,0.277,0.0,1.843,0.0,0.0,0.93897,0.93897,0.66747,0.66747,0.2715,0.0,0.06781,0.0,0.10653,0.0032,0.05663,0.0,0.04989,0.0,0.0,0.0,0.00733,0.37608,0.0,0.2715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.458,0.0,0.0,45.537,44.249,47.069,64.518,64.0,72.0,86.071,0.0,0.0,46.94,46.366,96.0,5.592,0.0,0.0
2007-01-01T05:00:00,2007-01-01T05:00:00,2007-01-01T10:00:00Z,5.997,0.491,4.321,0.0,0.05,0.0,0.079,0.002,0.042,0.0,0.036,0.0,0.0,0.0,0.005,0.277,4.321,0.0,0.0,0.0,1.30476,1.30476,0.66829,0.66829,0.63647,0.0,0.06803,0.0,0.10688,0.00321,0.05682,0.0,0.0487,0.0,0.0,0.0,0.00735,0.3773,0.63647,0.0,0.0,0.0,0.0,0.0,0.0,2.984,0.0,0.0,0.472,0.0,0.0,45.642,44.451,47.229,64.017,64.0,72.0,76.207,0.0,0.0,46.94,46.366,96.0,3.355,0.0,0.0
2007-01-01T06:00:00,2007-01-01T06:00:00,2007-01-01T11:00:00Z,8.323,0.483,6.675,0.0,0.05,0.0,0.079,0.002,0.034,0.0,0.036,0.0,0.0,0.0,0.005,0.277,4.78,1.895,0.0,0.0,1.64144,1.64144,0.65824,0.65824,0.9832,0.0,0.06814,0.0,0.10705,0.00322,0.04577,0.0,0.04878,0.0,0.0,0.0,0.00737,0.37791,0.70404,0.27916,0.0,0.0,0.0,1.615,0.62,3.252,0.0,1.29,0.473,0.0,0.0,45.708,44.572,47.331,64.001,64.0,72.0,76.298,0.0,0.0,46.94,46.367,96.0,4.474,0.0,0.0
2007-01-01T07:00:00,2007-01-01T07:00:00,2007-01-01T12:00:00Z,17.227,1.124,13.39,0.0,0.05,0.0,0.562,0.017,0.032,0.0,0.038,0.0,0.0,0.0,0.013,0.413,5.756,7.634,0.0,0.0,3.5453,3.5453,1.57293,1.57293,1.97236,0.0,0.06994,0.0,0.78641,0.02362,0.04444,0.0,0.05284,0.0,0.0,0.0,0.01761,0.57806,0.84781,1.12455,0.0,0.0,0.0,5.758,2.212,3.914,0.0,4.609,0.474,0.0,0.0,45.841,44.657,47.44,64.0,64.0,72.0,78.383,0.0,0.0,46.94,46.367,96.0,5.592,0.0,0.0
2007-01-01T08:00:00,2007-01-01T08:00:00,2007-01-01T13:00:00Z,13.494,0.911,10.387,0.0,0.05,0.0,0.395,0.012,0.031,0.0,0.04,0.0,0.0,0.0,0.01,0.373,8.011,2.376,0.0,0.0,2.78115,2.78115,1.25116,1.25116,1.52999,0.0,0.06871,0.0,0.54298,0.01631,0.04241,0.0,0.05464,0.0,0.0,0.0,0.01316,0.51296,1.18,0.34999,0.0,0.0,0.0,1.276,0.49,5.447,0.0,1.023,0.475,0.0,0.0,45.149,44.214,47.411,64.0,64.0,72.0,99.376,0.0,0.0,44.96,44.96,100.0,10.29,0.0,0.0
2007-01-01T09:00:00,2007-01-01T09:00:00,2007-01-01T14:00:00Z,15.49,0.937,12.292,0.0,0.05,0.0,0.418,0.013,0.03,0.0,0.041,0.0,0.0,0.0,0.008,0.379,8.521,3.771,0.0,0.0,2.85327,2.85327,1.04263,1.04263,1.81064,0.0,0.05562,0.0,0.46459,0.01395,0.03332,0.0,0.04534,0.0,0.0,0.0,0.00855,0.42124,1.25518,0.55546,0.0,0.0,0.0,3.098,1.19,5.794,0.0,2.483,0.474,0.0,0.0,44.737,43.718,47.361,64.0,64.0,72.0,86.222,0.0,0.0,43.88,42.935,93.0,5.592,8.559,0.0
2007-01-01T10:00:00,2007-01-01T10:00:00,2007-01-01T15:00:00Z,12.503,0.48,10.866,0.0,0.05,0.0,0.079,0.002,0.025,0.0,0.041,0.0,0.0,0.0,0.005,0.277,10.753,0.113,0.0,0.0,2.04164,2.04164,0.44107,0.44107,1.60057,0.0,0.04597,0.0,0.07221,0.00217,0.02337,0.0,0.03747,0.0,0.0,0.0,0.00497,0.25492,1.58398,0.01659,0.0,0.0,0.0,0.53,0.204,7.312,0.0,0.427,0.479,0.0,0.0,44.443,43.416,47.269,64.0,64.0,72.0,103.584,0.0,0.0,42.98,40.975,85.0,10.29,19.02,0.0
2007-01-01T11:00:00,2007-01-01T11:00:00,2007-01-01T16:00:00Z,13.059,0.925,9.903,0.0,0.05,0.0,0.418,0.013,0.02,0.0,0.04,0.0,0.0,0.0,0.006,0.379,9.903,0.0,0.0,0.0,2.26449,2.26449,0.80574,0.80574,1.45876,0.0,0.04356,0.0,0.36386,0.01093,0.0174,0.0,0.03465,0.0,0.0,0.0,0.00542,0.32991,1.45876,0.0,0.0,0.0,0.0,0.0,0.0,6.734,0.0,0.0,0.466,0.0,0.0,45.112,43.453,47.339,64.0,64.0,72.0,98.921,0.0,0.0,42.98,40.975,85.0,9.171,27.579,0.0
2007-01-01T12:00:00,2007-01-01T12:00:00,2007-01-01T17:00:00Z,16.719,0.94,13.513,0.0,0.05,0.0,0.403,0.012,0.014,0.03,0.04,0.0,0.0,0.0,0.006,0.385,11.652,1.861,0.0,0.0,2.79482,2.79482,0.8044,0.8044,1.99042,0.0,0.0428,0.0,0.34514,0.01037,0.01166,0.02568,0.03404,0.0,0.0,0.0,0.00545,0.32926,1.71635,0.27408,0.0,0.0,0.0,0.529,0.203,7.923,0.0,0.427,0.479,0.0,0.0,45.85,43.555,47.53,64.0,64.0,72.0,49.194,99.99,0.0,42.98,41.516,89.0,9.171,32.651,0.0
2007-01-01T13:00:00,2007-01-01T13:00:00,2007-01-01T18:00:00Z,30.076,0.903,26.996,0.0,0.05,0.0,0.392,0.012,0.011,0.0,0.042,0.0,0.0,0.0,0.006,0.39,26.996,0.0,0.0,0.0,4.73925,4.73925,0.76269,0.76269,3.97656,0.0,0.04225,0.0,0.33119,0.00995,0.0092,0.0,0.03528,0.0,0.0,0.0,0.00526,0.32955,3.97656,0.0,0.0,0.0,0.0,0.0,0.0,16.857,0.0,0.0,0.467,1.0,0.0,46.193,43.617,47.738,66.612,67.0,72.0,101.642,0.0,0.0,42.98,41.515,89.0,9.843,33.919,0.0
2007-01-01T14:00:00,2007-01-01T14:00:00,2007-01-01T19:00:00Z,28.451,0.899,25.384,0.0,0.05,0.0,0.389,0.012,0.01,0.0,0.042,0.0,0.0,0.0,0.007,0.39,23.507,1.877,0.0,0.0,4.50028,4.50028,0.76121,0.76121,3.73907,0.0,0.04234,0.0,0.32916,0.00989,0.00846,0.0,0.03536,0.0,0.0,0.0,0.00577,0.33024,3.46262,0.27645,0.0,0.0,0.0,1.061,0.407,15.809,0.0,0.853,0.455,0.0,0.0,45.558,43.32,47.816,66.964,67.0,72.0,111.294,0.0,0.0,41.9,40.993,93.0,10.29,31.383,0.0
2007-01-01T15:00:00,2007-01-01T15:00:00,2007-01-01T20:00:00Z,28.04,0.897,24.979,0.0,0.05,0.0,0.392,0.012,0.01,0.0,0.042,0.0,0.0,0.0,0.007,0.385,21.155,3.823,0.0,0.0,4.45995,4.45995,0.78061,0.78061,3.67934,0.0,0.0435,0.0,0.34095,0.01024,0.00869,0.0,0.03632,0.0,0.0,0.0,0.00631,0.3346,3.11618,0.56317,0.0,0.0,0.0,2.129,0.818,14.371,0.0,1.708,0.452,0.0,0.0,45.745,43.615,47.911,66.997,67.0,72.0,105.4,0.0,0.0,42.98,42.451,96.0,9.171,25.043,0.0
2007-01-01T16:00:00,2007-01-01T16:00:00,2007-01-01T21:00:00Z,23.68,0.927,20.518,0.0,0.05,0.0,0.41,0.012,0.011,0.0,0.041,0.0,0.0,0.0,0.007,0.396,18.391,2.127,0.0,0.0,3.85355,3.85355,0.83128,0.83128,3.02227,0.0,0.04484,0.0,0.36734,0.01103,0.00977,0.0,0.03656,0.0,0.0,0.0,0.00663,0.35511,2.70892,0.31334,0.0,0.0,0.0,2.582,0.992,12.504,0.0,2.064,0.449,0.0,0.0,45.44,43.795,47.921,67.0,67.0,72.0,101.721,0.0,0.0,42.98,42.052,93.0,8.053,15.85,0.0
2007-01-01T17:00:00,2007-01-01T17:00:00,2007-01-01T22:00:00Z,22.152,1.541,16.892,0.0,0.05,0.0,0.856,0.026,0.017,0.0,0.044,0.0,0.0,0.001,0.011,0.536,15.1,1.681,0.0,0.112,4.32167,4.32167,1.83341,1.83341,2.48826,0.0,0.05947,0.0,1.01828,0.03058,0.02051,0.0,0.05203,0.0,0.0,0.00133,0.01358,0.63762,2.22417,0.24755,0.0,0.01653,0.0,1.064,0.409,10.268,0.0,0.853,0.452,0.0,0.0,44.619,43.8,47.808,67.0,67.0,72.0,98.079,0.0,0.0,42.98,42.052,93.0,6.711,5.389,0.0
2007-01-01T18:00:00,2007-01-01T18:00:00,2007-01-01T23:00:00Z,24.81,1.89,18.362,0.0,0.05,0.0,1.113,0.033,0.034,0.0,0.048,0.0,0.0,0.016,0.016,0.581,12.937,3.858,0.0,1.566,5.27618,5.27618,2.57153,2.57153,2.70465,0.0,0.06803,0.0,1.51464,0.04549,0.0457,0.0,0.06493,0.0,0.0,0.0213,0.02112,0.7903,1.90567,0.56835,0.0,0.23063,0.0,2.648,1.017,8.797,0.0,2.127,0.452,0.0,0.0,43.227,43.454,47.463,67.0,67.0,72.0,104.134,0.0,0.0,41.9,40.993,93.0,8.053,0.0,0.0
2007-01-01T19:00:00,2007-01-01T19:00:00,2007-01-02T00:00:00Z,23.763,2.241,16.118,0.0,0.05,0.0,1.442,0.043,0.044,0.0,0.05,0.0,0.0,0.0,0.018,0.592,12.208,3.91,0.0,0.0,5.46481,5.46481,3.09066,3.09066,2.37415,0.0,0.06897,0.0,1.98972,0.05976,0.06135,0.0,0.06857,0.0,0.0,0.0,0.02546,0.81682,1.79818,0.57597,0.0,0.0,0.0,3.41,1.31,8.301,0.0,2.732,0.451,0.0,0.0,42.408,43.401,47.086,67.0,67.0,72.0,107.8,0.0,0.0,41.9,40.993,93.0,9.171,0.0,0.0
2007-01-01T20:00:00,2007-01-01T20:00:00,2007-01-02T01:00:00Z,20.858,2.39,12.704,0.0,0.05,0.0,1.606,0.048,0.059,0.0,0.048,0.0,0.0,0.0,0.02,0.559,10.828,1.877,0.0,0.0,5.16496,5.16496,3.29366,3.29366,1.8713,0.0,0.06892,0.0,2.21395,0.0665,0.08132,0.0,0.06577,0.0,0.0,0.0,0.02706,0.77014,1.59489,0.27641,0.0,0.0,0.0,1.064,0.409,7.363,0.0,0.853,0.452,0.0,0.0,42.044,43.468,46.806,67.0,67.0,72.0,100.573,0.0,0.0,41.9,40.993,93.0,6.711,0.0,0.0
2007-01-01T21:00:00,2007-01-01T21:00:00,2007-01-02T02:00:00Z,20.533,2.219,12.962,0.0,0.05,0.0,1.45,0.044,0.083,0.0,0.047,0.0,0.0,0.0,0.021,0.525,11.068,1.894,0.0,0.0,4.96186,4.96186,3.05251,3.05251,1.90934,0.0,0.06878,0.0,1.99536,0.05993,0.11363,0.0,0.06428,0.0,0.0,0.0,0.02862,0.7219,1.63038,0.27896,0.0,0.0,0.0,1.601,0.615,7.527,0.0,1.281,0.45,0.0,0.0,41.428,43.238,46.52,67.0,67.0,72.0,102.629,0.0,0.0,41.0,40.494,96.0,6.711,0.0,0.0
2007-01-01T22:00:00,2007-01-01T22:00:00,2007-01-02T03:00:00Z,19.983,1.869,13.606,0.0,0.05,0.0,1.121,0.034,0.095,0.0,0.046,0.0,0.0,0.0,0.02,0.503,11.763,1.843,0.0,0.0,4.58867,4.58867,2.58447,2.58447,2.00421,0.0,0.06915,0.0,1.55053,0.04657,0.13181,0.0,0.06324,0.0,0.0,0.0,0.02796,0.6952,1.73274,0.27147,0.0,0.0,0.0,0.0,0.0,7.999,0.0,0.0,0.45,0.0,0.0,41.09,43.202,46.243,67.0,67.0,72.0,106.121,0.0,0.0,41.0,40.494,96.0,8.053,0.0,0.0
2007-01-01T23:00:00,2007-01-01T23:00:00,2007-01-02T04:00:00Z,16.498,0.54,14.655,0.0,0.05,0.0,0.079,0.002,0.083,0.0,0.044,0.0,0.0,0.0,0.005,0.277,14.655,0.0,0.0,0.0,2.90651,2.90651,0.74779,0.74779,2.15872,0.0,0.06925,0.0,0.10878,0.00327,0.1144,0.0,0.06058,0.0,0.0,0.0,0.00749,0.38403,2.15872,0.0,0.0,0.0,0.0,0.0,0.0,9.966,0.0,0.0,0.457,0.0,0.0,40.911,43.245,45.986,67.0,67.0,72.0,102.629,0.0,0.0,41.0,40.493,96.0,6.711,0.0,0.0
2007-01-02T00:00:00,2007-01-02T00:00:00,2007-01-02T05:00:00Z,23.894,0.557,21.995,0.0,0.05,0.0,0.079,0.002,0.057,0.045,0.041,0.0,0.0,0.0,0.005,0.277,20.135,1.859,0.0,0.0,4.01439,4.01439,0.77458,0.77458,3.2398,0.0,0.06959,0.0,0.10932,0.00328,0.07959,0.06263,0.05673,0.0,0.0,0.0,0.00752,0.38592,2.96593,0.27387,0.0,0.0,0.0,0.536,0.206,13.692,0.0,0.427,0.447,0.0,0.0,40.331,42.976,45.736,67.0,67.0,72.0,43.281,149.996,0.0,39.92,39.92,100.0,6.711,0.0,0.0
2007-01-02T01:00:00,2007-01-02T01:00:00,2007-01-02T06:00:00Z,18.55,0.495,16.861,0.0,0.05,0.0,0.079,0.002,0.042,0.0,0.04,0.0,0.0,0.0,0.005,0.277,16.861,0.0,0.0,0.0,3.16363,3.16363,0.68003,0.68003,2.4836,0.0,0.06867,0.0,0.10788,0.00324,0.05735,0.0,0.05462,0.0,0.0,0.0,0.00742,0.38085,2.4836,0.0,0.0,0.0,0.0,0.533,0.205,11.465,0.0,0.428,0.454,0.0,0.0,39.977,42.927,45.513,67.0,67.0,72.0,105.069,0.0,0.0,39.92,39.425,96.0,6.711,0.0,0.0
2007-01-02T02:00:00,2007-01-02T02:00:00,2007-01-02T07:00:00Z,20.298,0.494,18.612,0.0,0.05,0.0,0.079,0.002,0.042,0.0,0.039,0.0,0.0,0.0,0.005,0.277,16.769,1.843,0.0,0.0,3.41123,3.41123,0.66974,0.66974,2.74149,0.0,0.06777,0.0,0.10646,0.0032,0.05659,0.0,0.05255,0.0,0.0,0.0,0.00733,0.37583,2.47005,0.27144,0.0,0.0,0.0,0.0,0.0,11.403,0.0,0.0,0.442,0.0,0.0,40.111,43.221,45.366,67.0,67.0,72.0,98.739,0.0,0.0,41.0,39.982,92.0,4.474,0.0,0.0
2007-01-02T03:00:00,2007-01-02T03:00:00,2007-01-02T08:00:00Z,18.853,0.493,17.171,0.0,0.05,0.0,0.079,0.002,0.042,0.0,0.038,0.0,0.0,0.0,0.005,0.277,17.171,0.0,0.0,0.0,3.19772,3.19772,0.6685,0.6685,2.52923,0.0,0.06778,0.0,0.10648,0.0032,0.0566,0.0,0.05121,0.0,0.0,0.0,0.00733,0.3759,2.52923,0.0,0.0,0.0,0.0,0.0,0.0,11.676,0.0,0.0,0.46,0.0,0.0,40.237,43.279,45.247,67.0,67.0,72.0,100.393,0.0,0.0,41.0,39.982,92.0,5.592,0.0,0.0
2007-01-02T04:00:00,2007-01-02T04:00:00,2007-01-02T09:00:00Z,1.679,0.492,0.0,0.0,0.05,0.0,0.079,0.002,0.042,0.0,0.037,0.0,0.0,0.0,0.005,0.277,0.0,0.0,0.0,0.0,0.66747,0.66747,0.66747,0.66747,0.0,0.0,0.06781,0.0,0.10653,0.0032,0.05663,0.0,0.04989,0.0,0.0,0.0,0.00733,0.37608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.451,0.0,0.0,40.339,43.252,45.168,64.234,64.0,72.0,102.629,0.0,0.0,41.0,39.982,92.0,6.711,0.0,0.0
2007-01-02T05:00:00,2007-01-02T05:00:00,2007-01-02T10:00:00Z,8.081,0.491,6.405,0.0,0.05,0.0,0.079,0.002,0.042,0.0,0.036,0.0,0.0,0.0,0.005,0.277,6.405,0.0,0.0,0.0,1.61175,1.61175,0.66829,0.66829,0.94346,0.0,0.06803,0.0,0.10688,0.00321,0.05682,0.0,0.0487,0.0,0.0,0.0,0.00735,0.3773,0.94346,0.0,0.0,0.0,0.0,0.0,0.0,4.386,0.0,0.0,0.464,0.0,0.0,39.709,43.256,45.088,64.012,64.0,72.0,89.786,0.0,0.0,41.0,39.595,89.0,0.0,0.0,0.0
2007-01-02T06:00:00,2007-01-02T06:00:00,2007-01-02T11:00:00Z,15.172,0.483,13.524,0.0,0.05,0.0,0.079,0.002,0.034,0.0,0.036,0.0,0.0,0.0,0.005,0.277,7.657,5.867,0.0,0.0,2.65027,2.65027,0.65824,0.65824,1.99202,0.0,0.06814,0.0,0.10705,0.00322,0.04577,0.0,0.04878,0.0,0.0,0.0,0.00737,0.37791,1.12783,0.86419,0.0,0.0,0.0,3.376,1.297,5.208,0.0,2.711,0.474,0.0,0.0,38.829,42.707,44.857,64.001,64.0,72.0,96.773,0.0,0.0,38.84,38.478,97.0,4.474,0.0,0.0
2007-01-02T07:00:00,2007-01-02T07:00:00,2007-01-02T12:00:00Z,14.163,0.839,11.299,0.0,0.05,0.0,0.321,0.01,0.032,0.0,0.038,0.0,0.0,0.035,0.009,0.345,7.825,0.0,0.0,3.474,2.83858,2.83858,1.17427,1.17427,1.66431,0.0,0.06994,0.0,0.44938,0.0135,0.04444,0.0,0.05284,0.0,0.0,0.0486,0.0126,0.48297,1.15256,0.0,0.0,0.51175,0.0,0.843,0.324,5.321,0.0,0.678,0.476,0.0,0.0,38.662,42.622,44.613,64.0,64.0,72.0,104.269,0.0,0.0,38.84,38.478,97.0,8.053,0.0,0.0
2007-01-02T08:00:00,2007-01-02T08:00:00,2007-01-02T13:00:00Z,17.493,0.962,14.21,0.0,0.05,0.0,0.395,0.012,0.031,0.0,0.04,0.0,0.0,0.052,0.01,0.373,7.212,1.844,0.0,5.154,3.41512,3.41512,1.32199,1.32199,2.09313,0.0,0.06871,0.0,0.54298,0.01631,0.04241,0.0,0.05464,0.0,0.0,0.07083,0.01316,0.51296,1.06232,0.27161,0.0,0.75921,0.0,0.0,0.0,4.904,0.0,0.0,0.475,0.0,0.0,38.577,42.657,44.45,64.0,64.0,72.0,98.432,0.0,0.0,38.84,38.478,97.0,5.592,0.0,0.0
2007-01-02T09:00:00,2007-01-02T09:00:00,2007-01-02T14:00:00Z,13.029,0.484,11.377,0.0,0.05,0.0,0.079,0.002,0.03,0.0,0.041,0.0,0.0,0.0,0.005,0.277,11.377,0.0,0.0,0.0,2.21459,2.21459,0.53877,0.53877,1.67581,0.0,0.05562,0.0,0.08738,0.00262,0.03332,0.0,0.04534,0.0,0.0,0.0,0.00601,0.30847,1.67581,0.0,0.0,0.0,0.0,0.0,0.0,7.736,0.0,0.0,0.479,0.0,0.0,39.152,42.637,44.37,64.0,64.0,72.0,96.744,0.0,0.0,38.84,38.84,100.0,4.474,9.193,0.0
2007-01-02T10:00:00,2007-01-02T10:00:00,2007-01-02T15:00:00Z,14.469,0.943,11.252,0.0,0.05,0.0,0.429,0.013,0.025,0.0,0.041,0.0,0.0,0.0,0.006,0.379,11.252,0.0,0.0,0.0,2.52405,2.52405,0.86662,0.86662,1.65743,0.0,0.04597,0.0,0.39427,0.01184,0.02337,0.0,0.03747,0.0,0.0,0.0,0.00559,0.34811,1.65743,0.0,0.0,0.0,0.0,0.0,0.0,7.651,0.0,0.0,0.469,0.0,0.0,40.867,42.883,44.56,64.0,64.0,72.0,94.148,0.0,0.0,39.92,39.425,96.0,4.474,19.654,0.0
2007-01-02T11:00:00,2007-01-02T11:00:00,2007-01-02T16:00:00Z,16.647,0.925,13.492,0.0,0.05,0.0,0.418,0.013,0.02,0.0,0.04,0.0,0.0,0.0,0.006,0.379,11.631,1.861,0.0,0.0,2.79309,2.79309,0.80574,0.80574,1.98735,0.0,0.04356,0.0,0.36386,0.01093,0.0174,0.0,0.03465,0.0,0.0,0.0,0.00542,0.32991,1.71328,0.27407,0.0,0.0,0.0,0.531,0.204,7.909,0.0,0.428,0.477,0.0,0.0,42.49,42.954,44.965,64.0,64.0,72.0,95.881,0.0,0.0,39.92,39.425,96.0,5.592,28.213,0.0
2007-01-02T12:00:00,2007-01-02T12:00:00,2007-01-02T17:00:00Z,18.53,0.94,15.323,0.0,0.05,0.0,0.403,0.012,0.014,0.03,0.04,0.0,0.0,0.0,0.006,0.385,13.446,1.877,0.0,0.0,3.06153,3.06153,0.8044,0.8044,2.25713,0.0,0.0428,0.0,0.34514,0.01037,0.01166,0.02568,0.03404,0.0,0.0,0.0,0.00545,0.32926,1.98063,0.27651,0.0,0.0,0.0,1.064,0.409,9.143,0.0,0.855,0.474,0.0,0.0,44.021,43.233,45.489,64.0,64.0,72.0,46.799,99.99,0.0,41.0,40.492,96.0,6.711,33.285,0.0
2007-01-02T13:00:00,2007-01-02T13:00:00,2007-01-02T18:00:00Z,31.834,0.903,28.755,0.0,0.05,0.0,0.392,0.012,0.011,0.0,0.042,0.0,0.0,0.0,0.006,0.39,28.755,0.0,0.0,0.0,4.99825,4.99825,0.76269,0.76269,4.23556,0.0,0.04225,0.0,0.33119,0.00995,0.0092,0.0,0.03528,0.0,0.0,0.0,0.00526,0.32955,4.23556,0.0,0.0,0.0,0.0,0.0,0.0,17.963,0.0,0.0,0.473,1.0,0.0,44.934,43.332,46.015,66.599,67.0,72.0,93.296,0.0,0.0,41.0,39.98,92.0,5.592,34.87,0.0
2007-01-02T14:00:00,2007-01-02T14:00:00,2007-01-02T19:00:00Z,28.896,0.465,27.309,0.0,0.05,0.0,0.079,0.002,0.01,0.0,0.042,0.0,0.0,0.0,0.005,0.277,25.466,1.843,0.0,0.0,4.4166,4.4166,0.39404,0.39404,4.02256,0.0,0.04234,0.0,0.06651,0.002,0.00846,0.0,0.03536,0.0,0.0,0.0,0.00458,0.2348,3.75109,0.27147,0.0,0.0,0.0,0.0,0.0,17.121,0.0,0.0,0.447,0.0,0.0,45.746,43.589,46.443,66.96,67.0,72.0,97.347,0.0,0.0,41.9,40.99,93.0,5.592,32.334,0.0
