occupants,lighting_interior,lighting_garage,cooking_range,dishwasher,clothes_washer,clothes_dryer,ceiling_fan,plug_loads_other,plug_loads_tv,hot_water_dishwasher,hot_water_clothes_washer,hot_water_fixtures
1,0.368,0.368,0,0,0,0,0.577,0.722,0.722,0,0,0.0722
0.2,0.0494,0.0494,0,0,0,0,0.258,0.465,0.465,0,0,0
0.2,0.137,0.137,0,0,0,0,0.27,0.533,0.533,0,0,0.0685
0.2,0.135,0.135,0,0,0,0,0.273,0.533,0.533,0,0,0.0343
0.2,0.131,0.131,0,0,0,0,0.276,0.537,0.537,0,0,0.24
0.2,0.128,0.128,0,0,0,0,0.273,0.541,0.541,0,0,0.103
0.2,0.127,0.127,0,0,0,0,0.284,0.541,0.541,0,0,0.206
0.2,0.128,0.128,0,0,0,0,0.293,0.537,0.537,0,0,0.0685
0,0.0494,0.0494,0,0,0,0,0.258,0.465,0.465,0,0,0.206
0.2,0.139,0.139,0,0,0,0,0.315,0.552,0.552,0,0,0.166
0.6,0.279,0.279,0.517,0,0,0,0.451,0.669,0.669,0,0,0.0343
1,0.671,0.671,0,0,0,0,0.756,0.887,0.887,0,0,0.103
0.8,0.614,0.614,0,0,0,0,0.665,0.748,0.748,0,0,0.0685
1,0.788,0.788,0,0,0,0,0.846,0.797,0.797,0,0,0.222
0.8,0.493,0.493,0,0,0.95,0,0.682,0.692,0.692,0,0.43,0.0685
1,0.222,0.222,0,0,1,0,0.485,0.579,0.579,0,0,0.0343
1,0.0494,0.0494,0,0,0.217,0.683,0.258,0.465,0.465,0,0,0
1,0.0494,0.0494,0,0,0,0.667,0.258,0.465,0.465,0,0,0.206
1,0.0494,0.0494,0,0,0,0,0.258,0.465,0.465,0,0,0.103
1,0.0494,0.0494,0,0,0,0,0.258,0.465,0.465,0,0,0.103
1,0.0494,0.0494,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0494,0.0494,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0494,0.0494,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0494,0.0494,0,0,0,0,0.258,0.465,0.465,0,0,0.0555
1,0.129,0.129,0,0,0,0,0.338,0.53,0.53,0,0,0
1,0.22,0.22,0,0,0,0,0.345,0.601,0.601,0,0,0
0.8,0.313,0.313,0,0,0,0,0.296,0.669,0.669,0,0,0
0.8,0.305,0.305,0.483,0,0,0,0.304,0.669,0.669,0,0,0
0.4,0.212,0.212,0.55,0,0,0,0.294,0.609,0.609,0,0,0.274
0.4,0.207,0.207,0,0,0,0,0.289,0.616,0.616,0,0,0.206
0.6,0.284,0.284,0,0,0,0,0.338,0.692,0.692,0,0,0.274
0.4,0.206,0.206,0,0,0,0,0.328,0.609,0.609,0,0,0.0343
0.6,0.211,0.211,0,0.317,0,0,0.334,0.624,0.624,0.275,0,0.0685
0.6,0.229,0.229,0,0.483,0,0,0.373,0.639,0.639,0.294,0,0.514
0.6,0.394,0.394,0.233,0,0,0,0.548,0.771,0.771,0,0,0.274
0.6,0.516,0.516,1,0,0,0,0.632,0.782,0.782,0,0,0.308
0.8,0.803,0.803,0.05,0,0,0,0.801,0.842,0.842,0,0,0.24
1,0.972,0.972,0,0,0,0,0.993,0.88,0.88,0,0,0.156
1,0.641,0.641,0,0,0.7,0,0.823,0.767,0.767,0,0.297,0.328
1,0.395,0.395,0.483,0,1,0,0.712,0.693,0.693,0,0.213,0.354
0.8,0.129,0.129,1,0,0.233,0.667,0.434,0.549,0.549,0,0,0.101
1,0.079,0.079,0.583,0,0,0.683,0.378,0.541,0.541,0,0,0
1,0.0592,0.0592,0,0,0,0,0.362,0.526,0.526,0,0,0.0343
1,0.0494,0.0494,0,0,0,0,0.258,0.465,0.465,0,0,0.0343
1,0.0494,0.0494,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0494,0.0494,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0494,0.0494,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0494,0.0494,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0494,0.0494,0,0,0,0,0.258,0.465,0.465,0,0,0.139
1,0.22,0.22,0,0,0,0,0.345,0.601,0.601,0,0,0.142
1,0.401,0.401,0.983,0,0,0,0.309,0.737,0.737,0,0,0.0365
0.8,0.305,0.305,0.567,0,0.95,0,0.304,0.669,0.669,0,0.221,0
0.8,0.376,0.376,0,0,0.0167,0.883,0.331,0.752,0.752,0,0.63,0
0.8,0.365,0.365,0,0,0,0.467,0.32,0.767,0.767,0,0.405,0
0.8,0.362,0.362,0,0,0,0,0.365,0.767,0.767,0,0.454,0.0343
0.6,0.284,0.284,0,0,0,0,0.363,0.681,0.681,0,0.393,0.0685
0.8,0.372,0.372,0,0,0,0,0.41,0.782,0.782,0,0.433,0.0343
0.8,0.409,0.409,0,0,0,0,0.488,0.812,0.812,0,0.265,0.171
0.8,0.509,0.509,0,0,0,0,0.644,0.872,0.872,0,0.359,0.177
0.4,0.36,0.36,0,0.567,0,0,0.507,0.676,0.676,0.591,0,0.274
0.6,0.614,0.614,0,0.233,0,0,0.665,0.748,0.748,0.196,0,0.705
0.6,0.603,0.603,0,0,0,0,0.699,0.714,0.714,0,0,0.306
0.6,0.493,0.493,0,0,0,0,0.682,0.692,0.692,0,0,0.25
0.6,0.308,0.308,0,0,0,0,0.598,0.636,0.636,0,0,0.653
0.8,0.169,0.169,0,0,0,0,0.523,0.591,0.591,0,0,0.0685
0.8,0.079,0.079,0,0,0,0,0.378,0.541,0.541,0,0,0
0.8,0.0543,0.0543,0,0,0,0,0.31,0.496,0.496,0,0,0.274
0.8,0.0494,0.0494,0,0,0,0,0.258,0.465,0.465,0,0,0
0.8,0.0494,0.0494,0,0,0,0,0.258,0.465,0.465,0,0,0.0343
0.8,0.0505,0.0505,0,0,0,0,0.298,0.492,0.492,0,0,0.443
0.8,0.0696,0.0696,0,0,0,0,0.307,0.496,0.496,0,0,0.248
0.8,0.171,0.171,0,0,0,0,0.395,0.556,0.556,0,0,0.39
0.8,0.288,0.288,0,0,0,0,0.497,0.658,0.658,0,0,0.306
0.4,0.22,0.22,0,0,0,0,0.345,0.601,0.601,0,0,0.152
0,0.0494,0.0494,0,0,0,0,0.258,0.465,0.465,0,0,0
0,0.0494,0.0494,0,0,0,0,0.258,0.465,0.465,0,0,0.103
0,0.0494,0.0494,0,0,0,0,0.258,0.465,0.465,0,0,0.206
0,0.0494,0.0494,0.483,0,0,0,0.258,0.465,0.465,0,0,0.377
0.2,0.127,0.127,1,0,0,0,0.284,0.541,0.541,0,0,0
0.2,0.128,0.128,0.0667,0.0667,0,0,0.293,0.537,0.537,0.0697,0,0
0.4,0.211,0.211,0.25,0.467,0,0,0.334,0.624,0.624,0.615,0,0
0.4,0.229,0.229,0,0,0,0,0.373,0.639,0.639,0,0,0.135
0.6,0.394,0.394,0.483,0.0667,0,0,0.548,0.771,0.771,0.138,0,0.171
0.8,0.671,0.671,1,0.467,0,0,0.756,0.887,0.887,0.571,0,0.29
0.6,0.614,0.614,1,0,0,0,0.665,0.748,0.748,0,0,0.322
0.8,0.788,0.788,0.617,0.317,0,0,0.846,0.797,0.797,0.352,0,0.324
1,0.641,0.641,0,0.75,0,0,0.823,0.767,0.767,0.723,0,0.575
1,0.222,0.222,0,0,0,0,0.485,0.579,0.579,0,0,0.328
1,0.0892,0.0892,0,0,0,0,0.346,0.507,0.507,0,0,0.248
1,0.0642,0.0642,0,0,0,0,0.318,0.503,0.503,0,0,0.153
1,0.0543,0.0543,0,0,0,0,0.31,0.496,0.496,0,0,0.153
0.8,0.0494,0.0494,0,0,0,0,0.258,0.465,0.465,0,0,0
0.8,0.0494,0.0494,0,0,0,0,0.258,0.465,0.465,0,0,0.128
1,0.0505,0.0505,0.733,0,0,0,0.298,0.492,0.492,0,0,0.0343
1,0.0696,0.0696,0.0333,0,0,0,0.307,0.496,0.496,0,0,0.319
1,0.232,0.232,0,0,0,0,0.464,0.602,0.602,0,0,0.214
0.8,0.288,0.288,0,0,0.45,0,0.497,0.658,0.658,0,0.0808,0.195
0.8,0.305,0.305,0,0,0.267,0.633,0.388,0.669,0.669,0,0.384,0.38
0.6,0.313,0.313,0,0,0,0.717,0.296,0.669,0.669,0,0.345,0.405
0.4,0.22,0.22,0,0,0,0,0.289,0.601,0.601,0,0.39,0.733
0.4,0.212,0.212,0,0,0,0,0.294,0.609,0.609,0,0,0.0343
0.2,0.128,0.128,0,0,0,0,0.273,0.541,0.541,0,0,0.0343
0.2,0.127,0.127,0,0,0,0,0.284,0.541,0.541,0,0,0.137
0.2,0.128,0.128,0,0,0,0,0.293,0.537,0.537,0,0,0.0685
0.2,0.13,0.13,0,0,0,0,0.296,0.545,0.545,0,0,0.24
0.2,0.139,0.139,0,0,0,0,0.315,0.552,0.552,0,0,0.277
0.6,0.394,0.394,0,0,0,0,0.548,0.771,0.771,0,0,0.111
0.4,0.36,0.36,0,0,0,0,0.507,0.676,0.676,0,0,0.33
0.8,0.803,0.803,0.233,0,0,0,0.801,0.842,0.842,0,0,0.358
0.8,0.788,0.788,0.283,0,0,0,0.846,0.797,0.797,0,0,0.27
1,0.641,0.641,0,0,0,0,0.823,0.767,0.767,0,0,0.0343
1,0.136,0.136,0,0,0,0,0.371,0.522,0.522,0,0,0.0343
1,0.0892,0.0892,0,0,0,0,0.346,0.507,0.507,0,0,0.0343
1,0.0642,0.0642,0,0,0,0,0.318,0.503,0.503,0,0,0
1,0.0494,0.0494,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0494,0.0494,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0494,0.0494,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0494,0.0494,0,0,0,0,0.258,0.465,0.465,0,0,0.0807
1,0.0899,0.0899,0,0.567,0,0,0.356,0.526,0.526,0.642,0,0.209
1,0.293,0.293,0,1,0,0,0.533,0.648,0.648,0.13,0,0.385
0.6,0.288,0.288,0,0.05,0,0,0.497,0.658,0.658,0,0,0.106
0.4,0.22,0.22,0,0,0,0,0.345,0.601,0.601,0,0,0.102
0.4,0.225,0.225,0,0,0,0,0.283,0.601,0.601,0,0,0.157
0.4,0.22,0.22,0,0,0,0,0.289,0.601,0.601,0,0,0.291
0.4,0.212,0.212,0.25,0,0,0,0.294,0.609,0.609,0,0,0.173
0.4,0.207,0.207,0,0,0,0,0.289,0.616,0.616,0,0,0.137
0.6,0.206,0.206,0,0.0667,0,0,0.311,0.616,0.616,0.167,0,0.103
0.4,0.128,0.128,0,1,0,0,0.293,0.537,0.537,0.305,0,0.308
0.4,0.211,0.211,0,0.55,0,0,0.334,0.624,0.624,0,0,0.0343
0.4,0.229,0.229,0.233,0,0,0,0.373,0.639,0.639,0,0,0.231
0.6,0.394,0.394,0.0167,0,0.95,0,0.548,0.771,0.771,0,0.501,0.42
0.8,0.671,0.671,0,0,0.0167,0.883,0.756,0.887,0.887,0,0.448,0.274
0.8,0.803,0.803,0,0,0,0.2,0.801,0.842,0.842,0,0.54,0.0685
1,0.972,0.972,0,0,0,0,0.993,0.88,0.88,0,0.604,0.495
0.8,0.493,0.493,0.483,0,0,0,0.682,0.692,0.692,0,0.291,0.0647
0.8,0.222,0.222,0.0333,0,0,0,0.485,0.579,0.579,0,0,0.0685
0.8,0.0892,0.0892,0,0,0,0,0.346,0.507,0.507,0,0,0.171
0.8,0.0494,0.0494,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0494,0.0494,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0494,0.0494,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0494,0.0494,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0494,0.0494,0,0,0,0,0.258,0.465,0.465,0,0,0
0.8,0.0494,0.0494,0,0,0,0,0.258,0.465,0.465,0,0,0.187
0.8,0.11,0.11,0,0,0,0,0.326,0.511,0.511,0,0,0.419
0.6,0.129,0.129,0,0,0,0,0.338,0.53,0.53,0,0,0.253
0.4,0.135,0.135,0,0,0,0,0.301,0.533,0.533,0,0,0.206
0.2,0.0494,0.0494,0,0,0,0,0.258,0.465,0.465,0,0,0.24
0.2,0.0494,0.0494,0,0,0,0,0.258,0.465,0.465,0,0,0.274
0.2,0.0494,0.0494,0,0,0,0,0.258,0.465,0.465,0,0,0.0343
0.2,0.0494,0.0494,0,0,0,0,0.258,0.465,0.465,0,0,0.103
0.2,0.0494,0.0494,0,0,0,0,0.258,0.465,0.465,0,0,0
0.2,0.128,0.128,0,0,0,0,0.293,0.537,0.537,0,0,0
0.2,0.13,0.13,0,0,0,0,0.296,0.545,0.545,0,0,0
0.2,0.139,0.139,0,0,0,0,0.315,0.552,0.552,0,0,0
0.6,0.394,0.394,0,0,0,0,0.548,0.771,0.771,0,0,0.343
0.6,0.516,0.516,0.25,0,0,0,0.632,0.782,0.782,0,0,0.171
0.6,0.426,0.426,0,0,0,0,0.529,0.654,0.654,0,0,0.308
1,0.788,0.788,0.517,0,0,0,0.846,0.797,0.797,0,0,0.24
1,0.197,0.197,0,0,0,0,0.399,0.541,0.541,0,0,0.103
1,0.136,0.136,0,0,0,0,0.371,0.522,0.522,0,0,0.0685
1,0.0494,0.0494,0,0,0,0,0.258,0.465,0.465,0,0,0.0343
1,0.0494,0.0494,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0543,0.0543,0,0,0,0,0.31,0.496,0.496,0,0,0
1,0.0494,0.0494,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0494,0.0494,0,0,0,0,0.258,0.465,0.465,0,0,0
0.8,0.0494,0.0494,0,0,0,0,0.258,0.465,0.465,0,0,0
0.8,0.0696,0.0696,0,0,0,0,0.307,0.496,0.496,0,0,0.133
0.8,0.171,0.171,0.983,0.533,0,0,0.395,0.556,0.556,0.565,0,0.22
0.8,0.288,0.288,1,0,0,0,0.497,0.658,0.658,0.497,0,0
0.4,0.135,0.135,0.867,0,0,0,0.301,0.533,0.533,0.705,0,0.0343
0.6,0.225,0.225,0,0,0,0,0.283,0.601,0.601,0.541,0,0.545
0.6,0.305,0.305,0,0,0,0,0.304,0.669,0.669,0.629,0,0.0517
0.2,0.131,0.131,0,0,0,0,0.276,0.537,0.537,0.527,0,0.0685
0.2,0.128,0.128,0,0,0,0,0.273,0.541,0.541,0.791,0,0.0685
0.2,0.127,0.127,0,0,0,0,0.284,0.541,0.541,0.539,0,0.305
0.4,0.206,0.206,0,0,0,0,0.328,0.609,0.609,0,0,0.211
0,0.0494,0.0494,0,0,0,0,0.258,0.465,0.465,0,0,0.0343
0.4,0.229,0.229,0.25,0,0,0,0.373,0.639,0.639,0,0,0.0343
0.6,0.394,0.394,0,0,0,0,0.548,0.771,0.771,0,0,0.445
0.8,0.671,0.671,0,0,0,0,0.756,0.887,0.887,0,0,0.0685
0.8,0.803,0.803,0,0,0,0,0.801,0.842,0.842,0,0,0.103
0.8,0.788,0.788,0,0,0,0,0.846,0.797,0.797,0,0,0.345
0.8,0.641,0.641,0,0,0.7,0,0.823,0.767,0.767,0,0.124,0.314
0.8,0.395,0.395,0,0,1,0,0.712,0.693,0.693,0,0.54,0.25
1,0.129,0.129,0,0,1,0,0.434,0.549,0.549,0,0.0125,0.171
1,0.0642,0.0642,0,0,0.917,0,0.318,0.503,0.503,0,0,0.0343
1,0.0494,0.0494,0,0,0,0.983,0.258,0.465,0.465,0,0,0
1,0.0494,0.0494,0,0,0,0.367,0.258,0.465,0.465,0,0,0
1,0.0494,0.0494,0,0,0,0,0.258,0.465,0.465,0,0,0
0.8,0.0494,0.0494,0,0,0,0,0.258,0.465,0.465,0,0,0
0.8,0.0494,0.0494,0,0,0,0,0.258,0.465,0.465,0,0,0.0789
1,0.171,0.171,0,0,0,0,0.395,0.556,0.556,0,0,0.136
0.8,0.209,0.209,0,0,0,0,0.418,0.594,0.594,0,0,0.204
0.6,0.135,0.135,0,0,0,0,0.301,0.533,0.533,0,0,0.184
0.6,0.225,0.225,0,0.8,0,0,0.283,0.601,0.601,0.774,0,0.324
0.6,0.305,0.305,0,0,0,0,0.304,0.669,0.669,0.677,0,0.0685
0.6,0.294,0.294,0,0,0,0,0.313,0.681,0.681,0,0,0.0685
0.8,0.365,0.365,0,0,0,0,0.32,0.767,0.767,0,0,0.137
0.8,0.362,0.362,0,0,0.233,0.367,0.365,0.767,0.767,0,0.194,0
0.8,0.363,0.363,0,0,0,0.717,0.398,0.752,0.752,0,0.23,0.171
0.8,0.372,0.372,0.983,0,0,0,0.41,0.782,0.782,0,0.649,0.206
0.8,0.409,0.409,0.05,0.317,0,0,0.488,0.812,0.812,0.259,0.595,0.0343
1,0.624,0.624,0,0.483,0,0,0.741,0.974,0.974,0.706,0.461,0.171
1,0.827,0.827,0,0,0,0,0.881,0.993,0.993,0.664,0.589,0.103
1,0.991,0.991,0.25,0,0,0,0.937,0.937,0.937,0.615,0.738,0.206
1,0.972,0.972,0,0,0,0,0.993,0.88,0.88,0.572,0.354,0.129
1,0.789,0.789,0,0,0,0,0.965,0.843,0.843,0.727,0.763,0.191
1,0.395,0.395,0,0,0,0,0.712,0.693,0.693,0.16,0.319,0.377
1,0.169,0.169,0,0,0,0,0.523,0.591,0.591,0,0.642,0.0343
1,0.0642,0.0642,0,0,0,0,0.318,0.503,0.503,0,0,0
1,0.0494,0.0494,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0494,0.0494,0,0,0,0,0.258,0.465,0.465,0,0,0.0343
1,0.0494,0.0494,0,0,0,0,0.258,0.465,0.465,0,0,0.0343
1,0.0494,0.0494,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0696,0.0696,0,0,0,0,0.307,0.496,0.496,0,0,0.112
1,0.171,0.171,0.25,0,0.95,0,0.395,0.556,0.556,0,0.376,0
1,0.209,0.209,0,0,0.0167,0.817,0.418,0.594,0.594,0,0.316,0
1,0.135,0.135,0,0,0,0,0.301,0.533,0.533,0,0.868,0.118
1,0.225,0.225,0,0,0,0,0.283,0.601,0.601,0,0.376,0.411
1,0.22,0.22,0,0,0,0,0.289,0.601,0.601,0,0.625,0.171
0.6,0.212,0.212,0,0,0,0,0.294,0.609,0.609,0,0.454,0.522
0.6,0.286,0.286,0,0,0,0,0.304,0.692,0.692,0,0.398,0.154
0.8,0.362,0.362,0,0,0,0,0.365,0.767,0.767,0,0.475,0.284
0.8,0.284,0.284,0,0,0,0,0.363,0.681,0.681,0,0.695,0.34
0.8,0.372,0.372,0,0,0,0,0.41,0.782,0.782,0,0.552,0.0343
1,0.409,0.409,0.983,0,0,0,0.488,0.812,0.812,0,0.408,0.0343
0.8,0.394,0.394,1,0,0,0,0.548,0.771,0.771,0,0.627,0.0685
0.6,0.516,0.516,1,0,0,0,0.632,0.782,0.782,0,0,0.237
0.8,0.803,0.803,1,0,0,0,0.801,0.842,0.842,0,0,0.36
1,0.972,0.972,1,0,0,0,0.993,0.88,0.88,0,0,0.375
1,0.641,0.641,0.45,0,0,0,0.823,0.767,0.767,0,0,0.344
1,0.308,0.308,0,0,0,0,0.598,0.636,0.636,0,0,0.515
1,0.129,0.129,0,0,0,0,0.434,0.549,0.549,0,0,0.179
1,0.079,0.079,0,0,0,0,0.378,0.541,0.541,0,0,0
