Time,TimeDST,TimeUTC,Energy Use: Total,Fuel Use: Electricity: Total,Fuel Use: Natural Gas: Total,End Use: Electricity: Heating Fans/Pumps,End Use: Electricity: Cooling,End Use: Electricity: Cooling Fans/Pumps,End Use: Electricity: Lighting Interior,End Use: Electricity: Lighting Exterior,End Use: Electricity: Mech Vent,End Use: Electricity: Refrigerator,End Use: Electricity: Range/Oven,End Use: Electricity: Plug Loads,End Use: Natural Gas: Heating,End Use: Natural Gas: Hot Water,End Use: Natural Gas: Range/Oven,Emissions: CO2e: LRMER_MidCase_15: Total,Emissions: CO2e: LRMER_MidCase_15: Net,Emissions: CO2e: LRMER_MidCase_15: Electricity: Total,Emissions: CO2e: LRMER_MidCase_15: Electricity: Net,Emissions: CO2e: LRMER_MidCase_15: Natural Gas: Total,Emissions: CO2e: LRMER_MidCase_15: Electricity: Heating Fans/Pumps,Emissions: CO2e: LRMER_MidCase_15: Electricity: Cooling,Emissions: CO2e: LRMER_MidCase_15: Electricity: Cooling Fans/Pumps,Emissions: CO2e: LRMER_MidCase_15: Electricity: Lighting Interior,Emissions: CO2e: LRMER_MidCase_15: Electricity: Lighting Exterior,Emissions: CO2e: LRMER_MidCase_15: Electricity: Mech Vent,Emissions: CO2e: LRMER_MidCase_15: Electricity: Refrigerator,Emissions: CO2e: LRMER_MidCase_15: Electricity: Range/Oven,Emissions: CO2e: LRMER_MidCase_15: Electricity: Plug Loads,Emissions: CO2e: LRMER_MidCase_15: Natural Gas: Heating,Emissions: CO2e: LRMER_MidCase_15: Natural Gas: Hot Water,Emissions: CO2e: LRMER_MidCase_15: Natural Gas: Range/Oven,Hot Water: Fixtures,Hot Water: Distribution Waste,Load: Heating: Delivered,Load: Cooling: Delivered,Load: Hot Water: Delivered,Unmet Hours: Heating,Unmet Hours: Cooling,Temperature: Crawlspace - Vented,Temperature: Living Space,Temperature: Heating Setpoint,Temperature: Cooling Setpoint,Airflow: Infiltration,Airflow: Mechanical Ventilation,Airflow: Natural Ventilation,Weather: Drybulb Temperature,Weather: Wetbulb Temperature,Weather: Relative Humidity,Weather: Wind Speed,Weather: Diffuse Solar Radiation,Weather: Direct Solar Radiation
,,,kBtu,kWh,kBtu,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kBtu,kBtu,kBtu,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,gal,gal,kBtu,kBtu,kBtu,hr,hr,F,F,F,F,cfm,cfm,cfm,F,F,%,mph,Btu/(hr*ft^2),Btu/(hr*ft^2)
2007-01-01T01:00:00,2007-01-01T01:00:00,2007-01-01T06:00:00Z,9.091,0.242,8.266,0.059,0.0,0.0,0.021,0.021,0.0,0.08,0.0,0.061,8.266,0.0,0.0,1.36536,1.36536,0.14782,0.14782,1.21754,0.036,0.0,0.0,0.01311,0.0126,0.0,0.0486,0.0,0.0375,1.21754,0.0,0.0,0.0,0.0,6.735,0.0,0.0,0.0,0.0,36.976,68.005,68.0,70.0,91.988,0.0,0.0,35.96,33.578,79.0,20.804,0.0,0.0
2007-01-01T02:00:00,2007-01-01T02:00:00,2007-01-01T07:00:00Z,10.113,0.248,9.268,0.067,0.0,0.0,0.021,0.021,0.0,0.078,0.0,0.061,9.268,0.0,0.0,1.51617,1.51617,0.15096,0.15096,1.36521,0.04064,0.0,0.0,0.01308,0.01257,0.0,0.04727,0.0,0.0374,1.36521,0.0,0.0,0.0,0.0,7.602,0.0,0.0,0.0,0.0,37.829,68.001,68.0,70.0,114.835,0.0,0.0,35.96,33.228,76.0,26.396,0.0,0.0
2007-01-01T03:00:00,2007-01-01T03:00:00,2007-01-01T08:00:00Z,9.254,0.239,8.438,0.06,0.0,0.0,0.021,0.021,0.0,0.076,0.0,0.061,8.438,0.0,0.0,1.38669,1.38669,0.14378,0.14378,1.24291,0.03617,0.0,0.0,0.0129,0.0124,0.0,0.04542,0.0,0.03689,1.24291,0.0,0.0,0.0,0.0,6.89,0.0,0.0,0.0,0.0,37.579,67.997,68.0,70.0,92.578,0.0,0.0,35.06,32.049,73.0,20.804,0.0,0.0
2007-01-01T04:00:00,2007-01-01T04:00:00,2007-01-01T09:00:00Z,8.702,0.233,7.907,0.056,0.0,0.0,0.021,0.021,0.0,0.074,0.0,0.061,7.907,0.0,0.0,1.30776,1.30776,0.1431,0.1431,1.16465,0.03442,0.0,0.0,0.01317,0.01266,0.0,0.04517,0.0,0.03767,1.16465,0.0,0.0,0.0,0.0,6.422,0.0,0.0,0.0,0.0,37.313,67.997,68.0,70.0,77.608,0.0,0.0,33.98,30.897,73.0,16.106,0.0,0.0
2007-01-01T05:00:00,2007-01-01T05:00:00,2007-01-01T10:00:00Z,8.698,0.231,7.909,0.056,0.0,0.0,0.021,0.021,0.0,0.072,0.0,0.061,7.909,0.0,0.0,1.3049,1.3049,0.13989,0.13989,1.16501,0.03398,0.0,0.0,0.01298,0.01248,0.0,0.04332,0.0,0.03713,1.16501,0.0,0.0,0.0,0.0,6.422,0.0,0.0,0.0,0.0,37.469,67.999,68.0,70.0,77.608,0.0,0.0,33.98,31.237,76.0,16.106,0.0,0.0
2007-01-01T06:00:00,2007-01-01T06:00:00,2007-01-01T11:00:00Z,8.666,0.227,7.891,0.056,0.0,0.0,0.021,0.017,0.0,0.072,0.0,0.061,7.891,0.0,0.0,1.29734,1.29734,0.13497,0.13497,1.16237,0.03331,0.0,0.0,0.01276,0.00986,0.0,0.04256,0.0,0.03648,1.16237,0.0,0.0,0.0,0.0,6.406,0.0,0.0,0.0,0.0,37.325,67.994,68.0,70.0,75.166,0.0,0.0,33.08,30.002,72.0,14.987,0.0,0.0
2007-01-01T07:00:00,2007-01-01T07:00:00,2007-01-01T12:00:00Z,8.273,0.227,7.498,0.053,0.0,0.0,0.021,0.016,0.0,0.076,0.0,0.061,7.498,0.0,0.0,1.23964,1.23964,0.13514,0.13514,1.1045,0.03153,0.0,0.0,0.01277,0.00934,0.0,0.04497,0.0,0.03652,1.1045,0.0,0.0,0.0,0.0,6.061,0.0,0.0,0.0,0.0,37.682,68.002,68.0,70.0,68.796,0.0,0.0,33.98,30.221,67.0,12.751,0.0,0.0
2007-01-01T08:00:00,2007-01-01T08:00:00,2007-01-01T13:00:00Z,11.844,0.236,11.039,0.058,0.0,0.0,0.021,0.015,0.0,0.08,0.0,0.061,8.161,2.879,0.0,1.76159,1.76159,0.13548,0.13548,1.62611,0.03341,0.0,0.0,0.01233,0.00876,0.0,0.04571,0.0,0.03526,1.20205,0.42406,0.0,2.522,0.994,6.641,0.0,2.171,0.0,0.0,37.878,68.002,68.0,70.0,81.019,0.0,0.0,33.98,29.649,62.0,17.224,6.023,0.0
2007-01-01T09:00:00,2007-01-01T09:00:00,2007-01-01T14:00:00Z,8.811,0.347,7.628,0.053,0.0,0.0,0.114,0.015,0.0,0.082,0.0,0.084,7.497,0.131,0.0,1.29841,1.29841,0.17481,0.17481,1.1236,0.02669,0.0,0.0,0.05735,0.00746,0.0,0.04108,0.0,0.04223,1.10429,0.01931,0.0,0.115,0.045,6.06,0.0,0.099,0.0,0.0,37.952,67.996,68.0,70.0,74.431,0.0,0.0,33.98,29.306,59.0,14.987,15.533,31.7
2007-01-01T10:00:00,2007-01-01T10:00:00,2007-01-01T15:00:00Z,8.695,0.348,7.508,0.053,0.0,0.0,0.117,0.013,0.0,0.082,0.0,0.084,7.508,0.0,0.0,1.26573,1.26573,0.15977,0.15977,1.10596,0.02437,0.0,0.0,0.05368,0.00577,0.0,0.03745,0.0,0.0385,1.10596,0.0,0.0,0.0,0.0,6.069,0.0,0.0,0.0,0.0,38.059,67.999,68.0,70.0,77.607,0.0,0.0,33.98,29.311,59.0,16.106,29.481,151.525
2007-01-01T11:00:00,2007-01-01T11:00:00,2007-01-01T16:00:00Z,9.155,0.344,7.982,0.057,0.0,0.0,0.114,0.01,0.0,0.08,0.0,0.084,7.982,0.0,0.0,1.3313,1.3313,0.15557,0.15557,1.17573,0.02568,0.0,0.0,0.0515,0.00446,0.0,0.036,0.0,0.03792,1.17573,0.0,0.0,0.0,0.0,6.484,0.0,0.0,0.0,0.0,38.582,67.999,68.0,70.0,92.577,0.0,0.0,35.06,29.976,57.0,20.804,25.043,226.02
2007-01-01T12:00:00,2007-01-01T12:00:00,2007-01-01T17:00:00Z,8.934,0.332,7.8,0.051,0.0,0.0,0.11,0.007,0.0,0.08,0.0,0.085,7.266,0.534,0.0,1.29544,1.29544,0.14657,0.14657,1.14887,0.02256,0.0,0.0,0.04845,0.00297,0.0,0.03507,0.0,0.03753,1.07022,0.07865,0.0,0.468,0.184,5.856,0.0,0.403,0.0,0.0,39.119,67.997,68.0,70.0,79.526,0.0,0.0,35.96,30.718,57.0,17.224,29.798,204.147
2007-01-01T13:00:00,2007-01-01T13:00:00,2007-01-01T18:00:00Z,8.918,0.348,7.73,0.051,0.0,0.0,0.107,0.005,0.015,0.084,0.0,0.086,7.196,0.534,0.0,1.29199,1.29199,0.15333,0.15333,1.13866,0.02231,0.0,0.0,0.04725,0.00237,0.00661,0.03678,0.0,0.03801,1.06,0.07866,0.0,0.468,0.184,5.793,0.0,0.403,0.0,0.0,40.343,68.004,68.0,79.0,38.493,50.006,0.0,39.02,33.422,55.0,13.869,21.239,259.305
2007-01-01T14:00:00,2007-01-01T14:00:00,2007-01-01T19:00:00Z,9.185,0.433,7.707,0.042,0.0,0.0,0.191,0.005,0.0,0.084,0.0,0.111,6.105,1.603,0.0,1.32333,1.32333,0.18804,0.18804,1.13529,0.01832,0.0,0.0,0.08299,0.00214,0.0,0.03627,0.0,0.04831,0.89923,0.23606,0.0,1.404,0.553,4.828,0.0,1.208,0.0,0.0,40.92,68.004,68.0,79.0,66.383,0.0,0.0,39.92,34.464,57.0,13.869,15.533,250.429
2007-01-01T15:00:00,2007-01-01T15:00:00,2007-01-01T20:00:00Z,7.328,0.432,5.854,0.04,0.0,0.0,0.195,0.005,0.0,0.084,0.0,0.109,5.854,0.0,0.0,1.0572,1.0572,0.19486,0.19486,0.86233,0.01816,0.0,0.0,0.08776,0.00222,0.0,0.03767,0.0,0.04904,0.86233,0.0,0.0,0.0,0.0,4.606,0.0,0.0,0.0,0.0,41.029,67.999,68.0,79.0,63.479,0.0,0.0,39.92,33.935,53.0,12.751,12.997,245.991
2007-01-01T16:00:00,2007-01-01T16:00:00,2007-01-01T21:00:00Z,8.7,0.46,7.132,0.044,0.0,0.0,0.215,0.005,0.0,0.082,0.0,0.114,6.33,0.801,0.0,1.28485,1.28485,0.23435,0.23435,1.0505,0.02241,0.0,0.0,0.10962,0.00274,0.0,0.04157,0.0,0.058,0.93247,0.11803,0.0,0.702,0.277,5.026,0.0,0.604,0.0,0.0,40.493,68.002,68.0,79.0,71.173,0.0,0.0,37.94,32.496,55.0,14.987,9.193,189.248
2007-01-01T17:00:00,2007-01-01T17:00:00,2007-01-01T22:00:00Z,8.537,0.529,6.733,0.047,0.0,0.0,0.267,0.009,0.0,0.087,0.0,0.119,6.733,0.0,0.0,1.34301,1.34301,0.35126,0.35126,0.99175,0.03127,0.0,0.0,0.17742,0.00566,0.0,0.05811,0.0,0.0788,0.99175,0.0,0.0,0.0,0.0,5.382,0.0,0.0,0.0,0.0,39.507,68.003,68.0,79.0,76.763,0.0,0.0,35.06,29.622,54.0,16.106,3.804,52.305
2007-01-01T18:00:00,2007-01-01T18:00:00,2007-01-01T23:00:00Z,12.332,0.665,10.065,0.028,0.0,0.0,0.354,0.017,0.0,0.095,0.042,0.129,4.284,1.603,4.178,1.94862,1.94862,0.46609,0.46609,1.48253,0.01986,0.0,0.0,0.24823,0.01163,0.0,0.06693,0.0293,0.09013,0.631,0.23606,0.61547,1.404,0.553,3.24,0.0,1.208,0.0,0.0,39.041,67.998,68.0,79.0,63.83,0.0,0.0,33.98,28.74,54.0,10.29,0.0,0.0
2007-01-01T19:00:00,2007-01-01T19:00:00,2007-01-02T00:00:00Z,9.376,0.721,6.916,0.04,0.0,0.0,0.428,0.022,0.0,0.099,0.0,0.131,5.846,1.07,0.0,1.52553,1.52553,0.50679,0.50679,1.01874,0.02826,0.0,0.0,0.30106,0.01545,0.0,0.06989,0.0,0.09212,0.86108,0.15766,0.0,0.938,0.37,4.598,0.0,0.807,0.0,0.0,39.12,67.997,68.0,79.0,68.799,0.0,0.0,33.98,28.509,52.0,12.751,0.0,0.0
2007-01-01T20:00:00,2007-01-01T20:00:00,2007-01-02T01:00:00Z,11.59,0.766,8.976,0.062,0.0,0.0,0.425,0.029,0.03,0.095,0.0,0.124,8.709,0.267,0.0,1.84241,1.84241,0.52019,0.52019,1.32222,0.04241,0.0,0.0,0.2888,0.0198,0.02038,0.06483,0.0,0.08398,1.28285,0.03937,0.0,0.234,0.092,7.116,0.0,0.202,0.0,0.0,39.174,68.0,68.0,79.0,29.802,99.99,0.0,33.98,28.746,54.0,13.869,0.0,0.0
2007-01-01T21:00:00,2007-01-01T21:00:00,2007-01-02T02:00:00Z,8.671,0.643,6.476,0.045,0.0,0.0,0.348,0.041,0.0,0.093,0.0,0.116,6.476,0.0,0.0,1.37906,1.37906,0.42517,0.42517,0.95388,0.02977,0.0,0.0,0.22993,0.02697,0.0,0.06177,0.0,0.07675,0.95388,0.0,0.0,0.0,0.0,5.161,0.0,0.0,0.0,0.0,38.901,67.998,68.0,70.0,75.166,0.0,0.0,33.08,27.316,48.0,14.987,0.0,0.0
2007-01-01T22:00:00,2007-01-01T22:00:00,2007-01-02T03:00:00Z,8.622,0.559,6.715,0.047,0.0,0.0,0.262,0.047,0.0,0.091,0.0,0.111,6.715,0.0,0.0,1.36565,1.36565,0.3766,0.3766,0.98905,0.03159,0.0,0.0,0.17673,0.03172,0.0,0.06162,0.0,0.07494,0.98905,0.0,0.0,0.0,0.0,5.366,0.0,0.0,0.0,0.0,38.565,68.004,68.0,70.0,73.17,0.0,0.0,32.0,25.767,42.0,13.869,0.0,0.0
2007-01-01T23:00:00,2007-01-01T23:00:00,2007-01-02T04:00:00Z,8.699,0.385,7.385,0.052,0.0,0.0,0.125,0.041,0.0,0.087,0.0,0.08,7.385,0.0,0.0,1.33876,1.33876,0.25101,0.25101,1.08775,0.03398,0.0,0.0,0.08123,0.02659,0.0,0.05701,0.0,0.0522,1.08775,0.0,0.0,0.0,0.0,5.958,0.0,0.0,0.0,0.0,38.257,68.0,68.0,70.0,76.931,0.0,0.0,30.92,24.776,41.0,14.987,0.0,0.0
2007-01-02T00:00:00,2007-01-02T00:00:00,2007-01-02T05:00:00Z,10.049,0.304,9.012,0.054,0.0,0.0,0.065,0.028,0.0,0.082,0.0,0.075,7.678,1.334,0.0,1.52172,1.52172,0.19429,0.19429,1.32743,0.03476,0.0,0.0,0.04134,0.01805,0.0,0.05208,0.0,0.04805,1.131,0.19643,0.0,1.168,0.46,6.218,0.0,1.006,0.0,0.0,37.995,67.994,68.0,70.0,74.845,0.0,0.0,30.02,24.256,43.0,13.869,0.0,0.0
2007-01-02T01:00:00,2007-01-02T01:00:00,2007-01-02T06:00:00Z,9.497,0.245,8.662,0.062,0.0,0.0,0.021,0.021,0.0,0.08,0.0,0.061,8.662,0.0,0.0,1.42555,1.42555,0.14971,0.14971,1.27584,0.0379,0.0,0.0,0.01311,0.0126,0.0,0.0486,0.0,0.0375,1.27584,0.0,0.0,0.0,0.0,7.077,0.0,0.0,0.0,0.0,37.127,67.997,68.0,70.0,83.09,0.0,0.0,26.96,21.718,43.0,16.106,0.0,0.0
2007-01-02T02:00:00,2007-01-02T02:00:00,2007-01-02T07:00:00Z,9.247,0.241,8.424,0.06,0.0,0.0,0.021,0.021,0.0,0.078,0.0,0.061,8.424,0.0,0.0,1.38789,1.38789,0.14697,0.14697,1.24091,0.03665,0.0,0.0,0.01308,0.01257,0.0,0.04727,0.0,0.0374,1.24091,0.0,0.0,0.0,0.0,6.875,0.0,0.0,0.0,0.0,36.806,68.0,68.0,70.0,75.703,0.0,0.0,26.06,21.429,48.0,12.751,0.0,0.0
2007-01-02T03:00:00,2007-01-02T03:00:00,2007-01-02T08:00:00Z,9.664,0.242,8.837,0.063,0.0,0.0,0.021,0.021,0.0,0.076,0.0,0.061,8.837,0.0,0.0,1.44741,1.44741,0.14567,0.14567,1.30174,0.03806,0.0,0.0,0.0129,0.0124,0.0,0.04542,0.0,0.03689,1.30174,0.0,0.0,0.0,0.0,7.232,0.0,0.0,0.0,0.0,36.513,68.006,68.0,70.0,79.052,0.0,0.0,24.98,20.509,48.0,13.869,0.0,0.0
2007-01-02T04:00:00,2007-01-02T04:00:00,2007-01-02T09:00:00Z,9.71,0.241,8.888,0.064,0.0,0.0,0.021,0.021,0.0,0.074,0.0,0.061,8.888,0.0,0.0,1.45704,1.45704,0.14778,0.14778,1.30926,0.0391,0.0,0.0,0.01317,0.01266,0.0,0.04517,0.0,0.03767,1.30926,0.0,0.0,0.0,0.0,7.278,0.0,0.0,0.0,0.0,36.203,67.994,68.0,70.0,77.402,0.0,0.0,24.08,19.741,48.0,12.751,0.0,0.0
2007-01-02T05:00:00,2007-01-02T05:00:00,2007-01-02T10:00:00Z,9.574,0.238,8.763,0.063,0.0,0.0,0.021,0.021,0.0,0.072,0.0,0.061,8.763,0.0,0.0,1.43466,1.43466,0.14385,0.14385,1.29081,0.03793,0.0,0.0,0.01298,0.01248,0.0,0.04332,0.0,0.03713,1.29081,0.0,0.0,0.0,0.0,7.17,0.0,0.0,0.0,0.0,35.861,68.005,68.0,70.0,72.415,0.0,0.0,23.0,18.979,50.0,9.171,0.0,0.0
2007-01-02T06:00:00,2007-01-02T06:00:00,2007-01-02T11:00:00Z,10.058,0.237,9.248,0.066,0.0,0.0,0.021,0.017,0.0,0.072,0.0,0.061,9.248,0.0,0.0,1.50335,1.50335,0.14117,0.14117,1.36218,0.0395,0.0,0.0,0.01276,0.00986,0.0,0.04256,0.0,0.03648,1.36218,0.0,0.0,0.0,0.0,7.586,0.0,0.0,0.0,0.0,35.518,67.999,68.0,70.0,77.133,0.0,0.0,21.92,18.202,52.0,11.632,0.0,0.0
2007-01-02T07:00:00,2007-01-02T07:00:00,2007-01-02T12:00:00Z,10.378,0.322,9.28,0.067,0.0,0.0,0.087,0.016,0.0,0.076,0.0,0.076,9.28,0.0,0.0,1.55842,1.55842,0.19143,0.19143,1.36699,0.03967,0.0,0.0,0.05196,0.00934,0.0,0.04497,0.0,0.04548,1.36699,0.0,0.0,0.0,0.0,7.617,0.0,0.0,0.0,0.0,35.45,67.999,68.0,70.0,79.224,0.0,0.0,21.92,18.202,52.0,12.751,0.0,0.0
2007-01-02T08:00:00,2007-01-02T08:00:00,2007-01-02T13:00:00Z,10.789,0.251,9.933,0.066,0.0,0.0,0.021,0.015,0.0,0.08,0.007,0.061,9.208,0.0,0.725,1.60733,1.60733,0.1442,0.1442,1.46312,0.03797,0.0,0.0,0.01233,0.00876,0.0,0.04571,0.00416,0.03526,1.3564,0.0,0.10672,0.0,0.0,7.556,0.0,0.0,0.0,0.0,35.42,67.995,68.0,70.0,81.57,0.0,0.0,21.92,18.204,52.0,13.869,4.121,47.55
2007-01-02T09:00:00,2007-01-02T09:00:00,2007-01-02T14:00:00Z,11.74,0.487,10.078,0.057,0.0,0.0,0.207,0.015,0.0,0.082,0.021,0.106,7.992,0.0,2.086,1.7299,1.7299,0.2454,0.2454,1.48449,0.02856,0.0,0.0,0.10419,0.00746,0.0,0.04108,0.01052,0.0536,1.17716,0.0,0.30733,0.0,0.0,6.5,0.0,0.0,0.0,0.0,35.402,67.994,68.0,70.0,79.221,0.0,0.0,21.92,18.207,52.0,12.751,10.144,184.176
2007-01-02T10:00:00,2007-01-02T10:00:00,2007-01-02T15:00:00Z,9.775,0.471,8.168,0.058,0.0,0.0,0.212,0.013,0.0,0.082,0.0,0.106,8.168,0.0,0.0,1.41953,1.41953,0.21636,0.21636,1.20317,0.0267,0.0,0.0,0.09757,0.00577,0.0,0.03745,0.0,0.04886,1.20317,0.0,0.0,0.0,0.0,6.649,0.0,0.0,0.0,0.0,35.951,68.001,68.0,70.0,75.244,0.0,0.0,24.08,19.747,48.0,11.632,13.948,241.553
2007-01-02T11:00:00,2007-01-02T11:00:00,2007-01-02T16:00:00Z,8.776,0.341,7.613,0.054,0.0,0.0,0.114,0.01,0.0,0.08,0.0,0.084,7.613,0.0,0.0,1.27568,1.27568,0.15426,0.15426,1.12142,0.02437,0.0,0.0,0.0515,0.00446,0.0,0.036,0.0,0.03792,1.12142,0.0,0.0,0.0,0.0,6.163,0.0,0.0,0.0,0.0,36.775,68.0,68.0,70.0,67.37,0.0,0.0,26.96,22.113,47.0,8.053,16.801,266.913
2007-01-02T12:00:00,2007-01-02T12:00:00,2007-01-02T17:00:00Z,9.539,0.446,8.016,0.053,0.0,0.0,0.198,0.007,0.0,0.08,0.0,0.109,7.481,0.535,0.0,1.37751,1.37751,0.19679,0.19679,1.18072,0.0233,0.0,0.0,0.08751,0.00297,0.0,0.03507,0.0,0.04794,1.10195,0.07877,0.0,0.468,0.185,6.045,0.0,0.404,0.0,0.0,37.171,67.999,68.0,70.0,69.401,0.0,0.0,28.04,23.221,49.0,10.29,18.069,276.106
2007-01-02T13:00:00,2007-01-02T13:00:00,2007-01-02T18:00:00Z,11.299,0.468,9.703,0.06,0.0,0.0,0.193,0.005,0.015,0.084,0.0,0.111,8.366,1.337,0.0,1.63526,1.63526,0.20601,0.20601,1.42925,0.02631,0.0,0.0,0.08494,0.00237,0.00661,0.03678,0.0,0.049,1.23237,0.19689,0.0,1.169,0.461,6.82,0.0,1.008,0.0,0.0,37.49,68.0,68.0,79.0,38.268,50.006,0.0,28.94,23.78,47.0,9.171,18.069,276.106
2007-01-02T14:00:00,2007-01-02T14:00:00,2007-01-02T19:00:00Z,8.478,0.44,6.978,0.049,0.0,0.0,0.191,0.005,0.0,0.084,0.0,0.111,6.978,0.0,0.0,1.21883,1.21883,0.19096,0.19096,1.02787,0.02125,0.0,0.0,0.08299,0.00214,0.0,0.03627,0.0,0.04831,1.02787,0.0,0.0,0.0,0.0,5.603,0.0,0.0,0.0,0.0,37.906,68.005,68.0,79.0,65.852,0.0,0.0,30.02,24.897,49.0,9.171,24.409,233.945
2007-01-02T15:00:00,2007-01-02T15:00:00,2007-01-02T20:00:00Z,8.431,0.44,6.928,0.049,0.0,0.0,0.195,0.005,0.0,0.084,0.0,0.109,6.928,0.0,0.0,1.21914,1.21914,0.1986,0.1986,1.02054,0.0219,0.0,0.0,0.08776,0.00222,0.0,0.03767,0.0,0.04904,1.02054,0.0,0.0,0.0,0.0,5.556,0.0,0.0,0.0,0.0,38.277,68.002,68.0,79.0,66.728,0.0,0.0,30.92,25.445,47.0,10.29,16.167,231.726
2007-01-02T16:00:00,2007-01-02T16:00:00,2007-01-02T21:00:00Z,9.723,0.465,8.135,0.05,0.0,0.0,0.215,0.005,0.0,0.082,0.0,0.114,7.063,1.073,0.0,1.43559,1.43559,0.23724,0.23724,1.19835,0.02531,0.0,0.0,0.10962,0.00274,0.0,0.04157,0.0,0.058,1.04033,0.15802,0.0,0.938,0.37,5.674,0.0,0.809,0.0,0.0,38.364,67.998,68.0,79.0,69.167,0.0,0.0,30.92,25.877,51.0,11.632,23.458,56.426
2007-01-02T17:00:00,2007-01-02T17:00:00,2007-01-02T22:00:00Z,10.075,0.53,8.265,0.049,0.0,0.0,0.267,0.009,0.0,0.087,0.0,0.119,6.929,1.337,0.0,1.56974,1.56974,0.35226,0.35226,1.21748,0.03227,0.0,0.0,0.17742,0.00566,0.0,0.05811,0.0,0.0788,1.02058,0.1969,0.0,1.169,0.461,5.556,0.0,1.008,0.0,0.0,38.158,68.005,68.0,79.0,65.85,0.0,0.0,30.02,25.837,58.0,9.171,6.34,13.314
2007-01-02T18:00:00,2007-01-02T18:00:00,2007-01-02T23:00:00Z,12.648,0.673,10.353,0.03,0.0,0.0,0.354,0.017,0.0,0.095,0.048,0.129,4.516,1.027,4.81,1.99668,1.99668,0.47173,0.47173,1.52495,0.02108,0.0,0.0,0.24823,0.01163,0.0,0.06693,0.03373,0.09013,0.66513,0.15126,0.70855,0.898,0.354,3.439,0.0,0.774,0.0,0.0,38.191,67.997,68.0,79.0,64.413,0.0,0.0,30.02,26.454,64.0,8.053,0.0,0.0
2007-01-02T19:00:00,2007-01-02T19:00:00,2007-01-03T00:00:00Z,11.073,0.746,8.528,0.029,0.0,0.0,0.428,0.022,0.0,0.099,0.036,0.131,4.359,0.535,3.634,1.78052,1.78052,0.52438,0.52438,1.25614,0.02031,0.0,0.0,0.30106,0.01545,0.0,0.06989,0.02555,0.09212,0.64207,0.07884,0.53522,0.468,0.185,3.304,0.0,0.404,0.0,0.0,38.524,68.0,68.0,79.0,63.522,0.0,0.0,30.92,27.26,64.0,8.053,0.0,0.0
2007-01-02T20:00:00,2007-01-02T20:00:00,2007-01-03T01:00:00Z,11.728,0.767,9.111,0.063,0.0,0.0,0.425,0.029,0.03,0.095,0.0,0.124,8.844,0.268,0.0,1.86302,1.86302,0.5209,0.5209,1.34212,0.04312,0.0,0.0,0.2888,0.0198,0.02038,0.06483,0.0,0.08398,1.30265,0.03946,0.0,0.234,0.092,7.232,0.0,0.202,0.0,0.0,38.61,67.992,68.0,79.0,24.679,99.99,0.0,30.92,27.467,66.0,8.053,0.0,0.0
2007-01-02T21:00:00,2007-01-02T21:00:00,2007-01-03T02:00:00Z,9.621,0.64,7.436,0.042,0.0,0.0,0.348,0.041,0.0,0.093,0.0,0.116,6.099,1.337,0.0,1.5185,1.5185,0.42324,0.42324,1.09526,0.02783,0.0,0.0,0.22993,0.02697,0.0,0.06177,0.0,0.07675,0.89836,0.1969,0.0,1.169,0.461,4.828,0.0,1.008,0.0,0.0,38.626,68.0,68.0,70.0,62.321,0.0,0.0,30.92,27.781,69.0,6.935,0.0,0.0
2007-01-02T22:00:00,2007-01-02T22:00:00,2007-01-03T03:00:00Z,8.651,0.557,6.75,0.045,0.0,0.0,0.262,0.047,0.0,0.091,0.0,0.111,6.482,0.268,0.0,1.36966,1.36966,0.37538,0.37538,0.99428,0.03037,0.0,0.0,0.17673,0.03172,0.0,0.06162,0.0,0.07494,0.95482,0.03946,0.0,0.234,0.092,5.161,0.0,0.202,0.0,0.0,38.959,68.001,68.0,70.0,68.185,0.0,0.0,32.0,28.544,67.0,11.632,0.0,0.0
2007-01-02T23:00:00,2007-01-02T23:00:00,2007-01-03T04:00:00Z,7.632,0.258,6.751,0.047,0.0,0.0,0.021,0.041,0.0,0.087,0.0,0.061,6.751,0.0,0.0,1.16271,1.16271,0.16834,0.16834,0.99437,0.03077,0.0,0.0,0.01398,0.02659,0.0,0.05701,0.0,0.03999,0.99437,0.0,0.0,0.0,0.0,5.398,0.0,0.0,0.0,0.0,39.027,67.996,68.0,70.0,62.458,0.0,0.0,32.0,28.542,67.0,8.053,0.0,0.0
2007-01-03T00:00:00,2007-01-03T00:00:00,2007-01-03T05:00:00Z,7.679,0.241,6.858,0.048,0.0,0.0,0.021,0.028,0.0,0.082,0.0,0.061,6.858,0.0,0.0,1.16387,1.16387,0.15373,0.15373,1.01014,0.03069,0.0,0.0,0.01371,0.01805,0.0,0.05208,0.0,0.0392,1.01014,0.0,0.0,0.0,0.0,5.493,0.0,0.0,0.0,0.0,39.024,68.0,68.0,70.0,61.236,0.0,0.0,32.0,28.758,69.0,6.935,0.0,0.0
