Time,TimeDST,TimeUTC,Energy Use: Total,Fuel Use: Electricity: Total,End Use: Electricity: Heating,End Use: Electricity: Heating Fans/Pumps,End Use: Electricity: Heating Heat Pump Backup,End Use: Electricity: Heating Heat Pump Backup Fans/Pumps,End Use: Electricity: Cooling,End Use: Electricity: Cooling Fans/Pumps,End Use: Electricity: Hot Water,End Use: Electricity: Lighting Interior,End Use: Electricity: Lighting Garage,End Use: Electricity: Lighting Exterior,End Use: Electricity: Mech Vent,End Use: Electricity: Refrigerator,End Use: Electricity: Clothes Washer,End Use: Electricity: Clothes Dryer,End Use: Electricity: Range/Oven,End Use: Electricity: Ceiling Fan,End Use: Electricity: Plug Loads,Emissions: CO2e: LRMER_MidCase_15: Total,Emissions: CO2e: LRMER_MidCase_15: Net,Emissions: CO2e: LRMER_MidCase_15: Electricity: Total,Emissions: CO2e: LRMER_MidCase_15: Electricity: Net,Emissions: CO2e: LRMER_MidCase_15: Electricity: Heating,Emissions: CO2e: LRMER_MidCase_15: Electricity: Heating Fans/Pumps,Emissions: CO2e: LRMER_MidCase_15: Electricity: Heating Heat Pump Backup,Emissions: CO2e: LRMER_MidCase_15: Electricity: Heating Heat Pump Backup Fans/Pumps,Emissions: CO2e: LRMER_MidCase_15: Electricity: Cooling,Emissions: CO2e: LRMER_MidCase_15: Electricity: Cooling Fans/Pumps,Emissions: CO2e: LRMER_MidCase_15: Electricity: Hot Water,Emissions: CO2e: LRMER_MidCase_15: Electricity: Lighting Interior,Emissions: CO2e: LRMER_MidCase_15: Electricity: Lighting Garage,Emissions: CO2e: LRMER_MidCase_15: Electricity: Lighting Exterior,Emissions: CO2e: LRMER_MidCase_15: Electricity: Mech Vent,Emissions: CO2e: LRMER_MidCase_15: Electricity: Refrigerator,Emissions: CO2e: LRMER_MidCase_15: Electricity: Clothes Washer,Emissions: CO2e: LRMER_MidCase_15: Electricity: Clothes Dryer,Emissions: CO2e: LRMER_MidCase_15: Electricity: Range/Oven,Emissions: CO2e: LRMER_MidCase_15: Electricity: Ceiling Fan,Emissions: CO2e: LRMER_MidCase_15: Electricity: Plug Loads,Hot Water: Clothes Washer,Hot Water: Fixtures,Hot Water: Distribution Waste,Load: Heating: Delivered,Load: Heating: Heat Pump Backup,Load: Cooling: Delivered,Load: Hot Water: Delivered,Load: Hot Water: Tank Losses,Unmet Hours: Heating,Unmet Hours: Cooling,Temperature: Attic - Vented,Temperature: Garage,Temperature: Living Space,Temperature: Heating Setpoint,Temperature: Cooling Setpoint,Airflow: Infiltration,Airflow: Mechanical Ventilation,Airflow: Natural Ventilation,Weather: Drybulb Temperature,Weather: Wetbulb Temperature,Weather: Relative Humidity,Weather: Wind Speed,Weather: Diffuse Solar Radiation,Weather: Direct Solar Radiation
,,,kBtu,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,gal,gal,gal,kBtu,kBtu,kBtu,kBtu,kBtu,hr,hr,F,F,F,F,F,cfm,cfm,cfm,F,F,%,mph,Btu/(hr*ft^2),Btu/(hr*ft^2)
2007-04-08T10:00:00,2007-04-08T11:00:00,2007-04-08T16:00:00Z,0.929,0.272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.001,0.003,0.0,0.047,0.0,0.0,0.0,0.007,0.201,0.21614,0.21614,0.21614,0.21614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01045,0.00042,0.00238,0.0,0.03766,0.0,0.0,0.0,0.00594,0.15928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.136,0.0,0.0,79.352,65.285,74.046,70.0,75.0,47.299,0.0,0.0,63.86,56.775,65.0,5.592,51.354,256.769
2007-04-08T11:00:00,2007-04-08T12:00:00,2007-04-08T17:00:00Z,1.073,0.315,0.0,0.0,0.0,0.0,0.017,0.005,0.021,0.013,0.001,0.002,0.0,0.047,0.0,0.0,0.0,0.007,0.201,0.24739,0.24739,0.24739,0.24739,0.0,0.0,0.0,0.0,0.01347,0.00387,0.01661,0.01036,0.00042,0.00158,0.0,0.03733,0.0,0.0,0.0,0.00588,0.15786,0.0,0.743,0.226,0.0,0.0,0.241,0.439,0.129,0.0,0.0,83.661,68.356,74.995,70.0,75.0,56.827,0.0,0.0,64.94,57.062,62.0,7.606,46.282,258.988
2007-04-08T12:00:00,2007-04-08T13:00:00,2007-04-08T18:00:00Z,4.311,1.263,0.0,0.0,0.0,0.0,0.076,0.022,0.892,0.013,0.001,0.002,0.0,0.05,0.0,0.0,0.0,0.007,0.201,0.994,0.994,0.994,0.994,0.0,0.0,0.0,0.0,0.05986,0.01712,0.702,0.01036,0.00042,0.00118,0.0,0.03922,0.0,0.0,0.0,0.00589,0.15795,0.0,4.421,1.345,0.0,0.0,1.044,2.633,0.125,0.0,0.0,86.243,71.265,75.0,70.0,75.0,65.581,0.0,0.0,65.66,57.462,61.0,9.395,38.991,292.272
2007-04-08T13:00:00,2007-04-08T14:00:00,2007-04-08T19:00:00Z,3.04,0.891,0.0,0.0,0.0,0.0,0.167,0.048,0.403,0.013,0.001,0.001,0.0,0.05,0.0,0.0,0.0,0.007,0.201,0.70901,0.70901,0.70901,0.70901,0.0,0.0,0.0,0.0,0.13312,0.03796,0.32053,0.01048,0.00042,0.0011,0.0,0.03967,0.0,0.0,0.0,0.00596,0.15977,0.0,0.741,0.225,0.0,0.0,2.363,0.439,0.118,0.0,0.0,86.643,73.094,75.0,70.0,75.0,76.324,0.0,0.0,65.84,57.615,61.0,11.408,40.259,292.589
2007-04-08T14:00:00,2007-04-08T15:00:00,2007-04-08T20:00:00Z,2.383,0.698,0.0,0.0,0.0,0.0,0.332,0.093,0.0,0.013,0.001,0.001,0.0,0.05,0.0,0.0,0.0,0.007,0.201,0.56382,0.56382,0.56382,0.56382,0.0,0.0,0.0,0.0,0.2683,0.07501,0.0,0.01063,0.00043,0.00111,0.0,0.04024,0.0,0.0,0.0,0.00604,0.16207,0.0,0.0,0.0,0.0,0.0,4.73,0.0,0.117,0.0,0.0,87.502,74.46,75.0,70.0,75.0,72.634,0.0,0.0,68.0,59.492,61.0,11.408,38.674,287.834
2007-04-08T15:00:00,2007-04-08T16:00:00,2007-04-08T21:00:00Z,3.638,1.066,0.0,0.0,0.0,0.0,0.473,0.132,0.0,0.101,0.004,0.002,0.0,0.049,0.0,0.0,0.0,0.01,0.295,0.86836,0.86836,0.86836,0.86836,0.0,0.0,0.0,0.0,0.38547,0.1079,0.0,0.08232,0.00331,0.00122,0.0,0.03962,0.0,0.0,0.0,0.00838,0.24013,0.0,0.0,0.0,0.0,0.0,6.849,0.0,0.113,0.0,0.0,86.495,75.537,75.0,70.0,75.0,64.038,0.0,0.0,67.64,59.647,63.0,9.843,35.187,277.057
2007-04-08T16:00:00,2007-04-08T17:00:00,2007-04-08T22:00:00Z,3.025,0.887,0.0,0.0,0.0,0.0,0.476,0.134,0.0,0.013,0.001,0.002,0.0,0.052,0.0,0.0,0.0,0.007,0.201,0.73926,0.73926,0.73926,0.73926,0.0,0.0,0.0,0.0,0.39713,0.11156,0.0,0.01098,0.00044,0.00198,0.0,0.04353,0.0,0.0,0.0,0.00624,0.16738,0.0,0.0,0.0,0.0,0.0,6.945,0.0,0.11,0.0,0.0,83.973,76.241,75.0,70.0,75.0,57.867,0.0,0.0,66.74,59.546,66.0,8.277,29.481,257.086
2007-04-08T17:00:00,2007-04-08T18:00:00,2007-04-08T23:00:00Z,4.568,1.339,0.0,0.0,0.0,0.0,0.408,0.115,0.0,0.013,0.001,0.005,0.03,0.057,0.0,0.0,0.503,0.007,0.201,1.19133,1.19133,1.19133,1.19133,0.0,0.0,0.0,0.0,0.3628,0.10225,0.0,0.01172,0.00047,0.00423,0.02669,0.05068,0.0,0.0,0.4472,0.00666,0.17862,0.0,0.0,0.0,0.0,0.0,5.969,0.0,0.108,0.0,0.0,80.097,76.447,75.0,64.0,75.0,18.635,99.99,0.0,65.84,59.635,70.0,6.711,21.873,218.095
2007-04-08T18:00:00,2007-04-08T19:00:00,2007-04-09T00:00:00Z,2.857,0.837,0.0,0.0,0.0,0.0,0.212,0.06,0.0,0.134,0.005,0.006,0.0,0.059,0.0,0.0,0.0,0.02,0.34,0.87681,0.87681,0.87681,0.87681,0.0,0.0,0.0,0.0,0.22196,0.06302,0.0,0.14075,0.00565,0.0063,0.0,0.06213,0.0,0.0,0.0,0.0212,0.35579,0.0,0.0,0.0,0.0,0.0,3.134,0.0,0.107,0.0,0.0,74.179,76.326,75.0,64.0,75.0,60.248,0.0,0.0,64.04,58.855,74.0,7.382,12.997,129.969
2007-04-08T19:00:00,2007-04-08T20:00:00,2007-04-09T01:00:00Z,2.199,0.644,0.0,0.0,0.0,0.0,0.045,0.013,0.0,0.173,0.007,0.008,0.0,0.057,0.0,0.0,0.0,0.022,0.32,0.78259,0.78259,0.78259,0.78259,0.0,0.0,0.0,0.0,0.05471,0.01568,0.0,0.21026,0.00845,0.00913,0.0,0.06918,0.0,0.0,0.0,0.02614,0.38905,0.0,0.0,0.0,0.0,0.0,0.672,0.0,0.107,0.0,0.0,68.206,75.611,75.0,64.0,75.0,67.632,0.0,0.0,61.88,58.27,81.0,8.053,0.0,0.0
2007-04-08T20:00:00,2007-04-08T21:00:00,2007-04-09T02:00:00Z,2.097,0.615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.216,0.009,0.01,0.0,0.056,0.0,0.0,0.0,0.023,0.301,0.74575,0.74575,0.74575,0.74575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26161,0.01051,0.01261,0.0,0.06768,0.0,0.0,0.0,0.0277,0.36565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.108,0.0,0.0,65.486,74.663,74.976,64.0,75.0,57.259,0.0,0.0,62.96,59.887,84.0,5.592,0.0,0.0
2007-04-08T21:00:00,2007-04-08T22:00:00,2007-04-09T03:00:00Z,3.496,1.024,0.0,0.0,0.0,0.0,0.0,0.0,0.403,0.235,0.009,0.012,0.0,0.055,0.0,0.0,0.0,0.022,0.288,1.16991,1.16991,1.16991,1.16991,0.0,0.0,0.0,0.0,0.0,0.0,0.4598,0.26831,0.01078,0.01402,0.0,0.06234,0.0,0.0,0.0,0.02534,0.32933,0.0,0.745,0.227,0.0,0.0,0.0,0.439,0.11,0.0,0.0,63.592,73.228,74.596,64.0,75.0,57.2,0.0,0.0,62.96,60.477,87.0,5.592,0.0,0.0
2007-04-08T22:00:00,2007-04-08T23:00:00,2007-04-09T04:00:00Z,0.972,0.285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.001,0.011,0.0,0.052,0.0,0.0,0.0,0.007,0.201,0.31826,0.31826,0.31826,0.31826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01472,0.00059,0.0119,0.0,0.05835,0.0,0.0,0.0,0.00836,0.22434,0.0,0.368,0.112,0.0,0.0,0.0,0.219,0.117,0.0,0.0,62.29,71.92,73.977,64.0,75.0,56.242,0.0,0.0,62.96,61.061,90.0,5.592,0.0,0.0
2007-04-08T23:00:00,2007-04-09T00:00:00,2007-04-09T05:00:00Z,0.948,0.278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.001,0.007,0.0,0.049,0.0,0.0,0.0,0.007,0.201,0.3172,0.3172,0.3172,0.3172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01503,0.0006,0.00843,0.0,0.05552,0.0,0.0,0.0,0.00854,0.22907,0.0,0.367,0.112,0.0,0.0,0.0,0.219,0.117,0.0,0.0,60.726,70.695,73.239,64.0,75.0,62.466,0.0,0.0,60.8,58.401,87.0,6.487,0.0,0.0
2007-04-09T00:00:00,2007-04-09T01:00:00,2007-04-09T06:00:00Z,0.939,0.275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.001,0.006,0.0,0.047,0.0,0.0,0.0,0.007,0.201,0.31386,0.31386,0.31386,0.31386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01503,0.0006,0.00657,0.0,0.05414,0.0,0.0,0.0,0.00854,0.22899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.119,0.0,0.0,59.455,69.624,72.626,64.0,75.0,64.932,0.0,0.0,59.9,57.349,86.0,7.158,0.0,0.0
2007-04-09T01:00:00,2007-04-09T02:00:00,2007-04-09T07:00:00Z,1.037,0.304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.001,0.006,0.03,0.046,0.0,0.0,0.0,0.007,0.201,0.34117,0.34117,0.34117,0.34117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01478,0.00059,0.00647,0.03367,0.05194,0.0,0.0,0.0,0.0084,0.22531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,58.13,68.656,71.426,64.0,75.0,29.013,99.99,0.0,58.28,55.431,84.0,8.053,0.0,0.0
2007-04-09T02:00:00,2007-04-09T03:00:00,2007-04-09T08:00:00Z,0.931,0.273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.001,0.006,0.0,0.045,0.0,0.0,0.0,0.007,0.201,0.30442,0.30442,0.30442,0.30442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0147,0.00059,0.00643,0.0,0.05032,0.0,0.0,0.0,0.00835,0.22403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.122,0.0,0.0,56.952,67.741,71.103,70.0,75.0,73.544,0.0,0.0,57.2,54.223,83.0,8.948,0.0,0.0
2007-04-09T03:00:00,2007-04-09T04:00:00,2007-04-09T09:00:00Z,0.927,0.272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.001,0.006,0.0,0.044,0.0,0.0,0.0,0.007,0.201,0.30184,0.30184,0.30184,0.30184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01464,0.00059,0.0064,0.0,0.0488,0.0,0.0,0.0,0.00832,0.2231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.123,0.0,0.0,55.643,66.823,70.484,70.0,75.0,79.987,0.0,0.0,55.58,52.335,81.0,9.843,0.0,0.0
2007-04-09T04:00:00,2007-04-09T05:00:00,2007-04-09T10:00:00Z,2.472,0.725,0.057,0.004,0.0,0.0,0.0,0.0,0.394,0.013,0.001,0.006,0.0,0.043,0.0,0.0,0.0,0.007,0.201,0.81131,0.81131,0.81131,0.81131,0.06388,0.00403,0.0,0.0,0.0,0.0,0.44062,0.01475,0.00059,0.00645,0.0,0.04783,0.0,0.0,0.0,0.00838,0.22478,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.128,0.0,0.0,54.401,65.939,70.003,70.0,75.0,84.279,0.0,0.0,54.32,50.803,79.0,10.514,0.0,0.0
2007-04-09T05:00:00,2007-04-09T06:00:00,2007-04-09T11:00:00Z,1.54,0.451,0.171,0.011,0.0,0.0,0.0,0.0,0.0,0.013,0.001,0.005,0.0,0.043,0.0,0.0,0.0,0.007,0.201,0.50901,0.50901,0.50901,0.50901,0.19315,0.01226,0.0,0.0,0.0,0.0,0.0,0.01485,0.0006,0.00522,0.0,0.04816,0.0,0.0,0.0,0.00844,0.22633,0.0,0.0,0.0,1.59,0.0,0.0,0.0,0.134,0.0,0.0,53.65,65.154,70.0,70.0,75.0,88.449,0.0,0.0,53.96,50.123,77.0,11.408,0.0,0.0
2007-04-09T06:00:00,2007-04-09T07:00:00,2007-04-09T12:00:00Z,1.933,0.566,0.277,0.018,0.0,0.0,0.0,0.0,0.0,0.013,0.001,0.004,0.0,0.045,0.0,0.0,0.0,0.007,0.201,0.60729,0.60729,0.60729,0.60729,0.29709,0.01922,0.0,0.0,0.0,0.0,0.0,0.01412,0.00057,0.0047,0.0,0.04834,0.0,0.0,0.0,0.00802,0.21522,0.0,0.0,0.0,2.577,0.0,0.0,0.0,0.134,0.0,0.0,52.391,64.365,70.0,70.0,75.0,86.72,0.0,0.0,51.98,48.781,80.0,10.29,0.0,0.0
2007-04-09T07:00:00,2007-04-09T08:00:00,2007-04-09T13:00:00Z,2.508,0.735,0.266,0.017,0.0,0.0,0.0,0.0,0.0,0.111,0.004,0.004,0.0,0.047,0.0,0.0,0.0,0.015,0.269,0.66007,0.66007,0.66007,0.66007,0.23922,0.01553,0.0,0.0,0.0,0.0,0.0,0.09972,0.00401,0.00382,0.0,0.04263,0.0,0.0,0.0,0.01357,0.24157,0.0,0.0,0.0,2.51,0.0,0.0,0.0,0.135,0.0,0.0,53.696,63.891,70.0,70.0,75.0,90.352,0.0,0.0,52.88,48.612,74.0,11.408,15.216,122.995
2007-04-09T08:00:00,2007-04-09T09:00:00,2007-04-09T14:00:00Z,1.561,0.457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.114,0.005,0.004,0.0,0.049,0.0,0.0,0.0,0.011,0.275,0.37858,0.37858,0.37858,0.37858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09411,0.00378,0.00342,0.0,0.04027,0.0,0.0,0.0,0.00905,0.22795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.136,0.0,0.0,58.281,64.059,70.419,70.0,75.0,104.875,0.0,0.0,55.94,49.58,64.0,14.764,25.677,209.219
2007-04-09T09:00:00,2007-04-09T10:00:00,2007-04-09T15:00:00Z,1.543,0.452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.113,0.005,0.004,0.0,0.049,0.0,0.0,0.0,0.007,0.275,0.36174,0.36174,0.36174,0.36174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09012,0.00362,0.00281,0.0,0.03893,0.0,0.0,0.0,0.00592,0.22036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.134,0.0,0.0,65.513,65.191,72.431,70.0,75.0,92.423,0.0,0.0,59.9,49.729,48.0,13.645,34.553,248.844
2007-04-09T10:00:00,2007-04-09T11:00:00,2007-04-09T16:00:00Z,1.526,0.447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.109,0.004,0.003,0.0,0.047,0.0,0.0,0.0,0.008,0.275,0.35481,0.35481,0.35481,0.35481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08681,0.00349,0.00219,0.0,0.03766,0.0,0.0,0.0,0.00612,0.21854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.131,0.0,0.0,74.202,66.859,74.504,70.0,75.0,89.558,0.0,0.0,63.86,51.77,43.0,13.645,40.893,269.766
2007-04-09T11:00:00,2007-04-09T12:00:00,2007-04-09T17:00:00Z,0.926,0.271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.001,0.002,0.0,0.047,0.0,0.0,0.0,0.007,0.201,0.21333,0.21333,0.21333,0.21333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01036,0.00042,0.00148,0.0,0.03733,0.0,0.0,0.0,0.00588,0.15786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.127,0.0,0.0,82.63,69.252,74.648,70.0,75.0,57.746,0.0,239.083,65.84,51.562,36.0,8.053,44.697,280.861
2007-04-09T12:00:00,2007-04-09T13:00:00,2007-04-09T18:00:00Z,1.773,0.52,0.0,0.0,0.0,0.0,0.052,0.014,0.0,0.102,0.004,0.002,0.0,0.05,0.0,0.0,0.0,0.008,0.288,0.40895,0.40895,0.40895,0.40895,0.0,0.0,0.0,0.0,0.04117,0.01124,0.0,0.07995,0.00321,0.00118,0.0,0.03922,0.0,0.0,0.0,0.00607,0.22691,0.0,0.371,0.113,0.0,0.0,0.696,0.218,0.12,0.0,0.0,88.294,72.472,74.995,70.0,75.0,55.429,0.0,365.289,68.54,53.312,35.0,8.724,46.599,285.615
2007-04-09T13:00:00,2007-04-09T14:00:00,2007-04-09T19:00:00Z,3.768,1.104,0.0,0.0,0.0,0.0,0.196,0.053,0.403,0.101,0.004,0.001,0.0,0.05,0.0,0.0,0.0,0.009,0.288,0.87883,0.87883,0.87883,0.87883,0.0,0.0,0.0,0.0,0.15582,0.0419,0.32045,0.08002,0.00321,0.0011,0.0,0.03967,0.0,0.0,0.0,0.00716,0.22952,0.0,0.733,0.223,0.0,0.0,2.599,0.437,0.118,0.0,0.0,91.587,74.946,75.0,70.0,75.0,53.894,0.0,629.813,70.88,55.054,35.0,9.171,46.599,285.298
2007-04-09T14:00:00,2007-04-09T15:00:00,2007-04-09T20:00:00Z,3.044,0.892,0.0,0.0,0.0,0.0,0.348,0.097,0.0,0.101,0.004,0.001,0.0,0.05,0.0,0.0,0.0,0.01,0.282,0.72018,0.72018,0.72018,0.72018,0.0,0.0,0.0,0.0,0.28079,0.07796,0.0,0.08117,0.00326,0.00111,0.0,0.04024,0.0,0.0,0.0,0.00805,0.22759,0.0,0.0,0.0,0.0,0.0,4.98,0.0,0.111,0.0,0.0,91.398,76.733,75.0,70.0,75.0,43.972,0.0,285.141,68.0,56.056,47.0,5.592,44.697,280.227
2007-04-09T15:00:00,2007-04-09T16:00:00,2007-04-09T21:00:00Z,3.306,0.969,0.0,0.0,0.0,0.0,0.397,0.112,0.0,0.101,0.004,0.002,0.0,0.049,0.0,0.0,0.0,0.01,0.295,0.78909,0.78909,0.78909,0.78909,0.0,0.0,0.0,0.0,0.32324,0.09087,0.0,0.08232,0.00331,0.00122,0.0,0.03962,0.0,0.0,0.0,0.00838,0.24013,0.0,0.366,0.111,0.0,0.0,5.918,0.218,0.106,0.0,0.0,89.343,77.883,75.0,70.0,75.0,50.789,0.0,282.113,66.92,55.179,47.0,6.711,40.576,268.498
2007-04-09T16:00:00,2007-04-09T17:00:00,2007-04-09T22:00:00Z,3.516,1.03,0.0,0.0,0.0,0.0,0.428,0.119,0.0,0.103,0.004,0.002,0.0,0.052,0.0,0.0,0.0,0.013,0.308,0.85909,0.85909,0.85909,0.85909,0.0,0.0,0.0,0.0,0.35714,0.09957,0.0,0.08629,0.00347,0.00198,0.0,0.04353,0.0,0.0,0.0,0.01045,0.25665,0.0,0.0,0.0,0.0,0.0,6.383,0.0,0.102,0.0,0.0,86.802,78.581,75.0,70.0,75.0,48.064,0.0,316.376,68.0,56.051,47.0,6.711,34.236,246.625
2007-04-09T17:00:00,2007-04-09T18:00:00,2007-04-09T23:00:00Z,10.383,3.043,0.0,0.0,0.0,0.0,0.282,0.079,0.39,0.013,0.001,0.005,0.03,0.057,0.0,0.0,1.978,0.007,0.201,2.70751,2.70751,2.70751,2.70751,0.0,0.0,0.0,0.0,0.251,0.07065,0.34688,0.01172,0.00047,0.00412,0.02669,0.05068,0.0,0.0,1.76001,0.00666,0.17862,0.0,0.372,0.113,0.0,0.0,4.276,0.218,0.099,0.0,0.0,81.905,78.644,75.0,64.0,75.0,15.096,99.99,516.821,66.38,56.204,53.0,5.145,25.043,204.781
2007-04-09T18:00:00,2007-04-09T19:00:00,2007-04-10T00:00:00Z,2.08,0.609,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.134,0.005,0.006,0.0,0.059,0.0,0.0,0.036,0.02,0.34,0.63821,0.63821,0.63821,0.63821,0.0,0.0,0.0,0.0,0.0,0.0,0.00853,0.14075,0.00565,0.00643,0.0,0.06213,0.0,0.0,0.03772,0.0212,0.35579,0.0,1.79,0.544,0.0,0.0,0.0,1.062,0.103,0.0,0.0,75.428,78.403,74.87,64.0,75.0,50.664,0.0,383.17,63.86,55.895,61.0,3.355,14.582,113.485
2007-04-09T19:00:00,2007-04-09T20:00:00,2007-04-10T01:00:00Z,4.958,1.453,0.0,0.0,0.0,0.0,0.0,0.0,0.866,0.173,0.007,0.008,0.0,0.057,0.0,0.0,0.0,0.022,0.32,1.76473,1.76473,1.76473,1.76473,0.0,0.0,0.0,0.0,0.0,0.0,1.05177,0.21026,0.00845,0.00989,0.0,0.06918,0.0,0.0,0.0,0.02614,0.38905,0.0,2.912,0.886,0.0,0.0,0.0,1.723,0.102,0.0,0.0,68.576,77.55,73.658,64.0,75.0,56.576,0.0,299.694,60.98,54.635,67.0,0.0,0.0,0.0
2007-04-09T20:00:00,2007-04-09T21:00:00,2007-04-10T02:00:00Z,2.1,0.616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.216,0.009,0.011,0.0,0.056,0.0,0.0,0.0,0.023,0.301,0.74697,0.74697,0.74697,0.74697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26161,0.01051,0.01383,0.0,0.06768,0.0,0.0,0.0,0.0277,0.36565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.108,0.0,0.0,62.16,75.774,74.278,64.0,75.0,64.067,0.0,0.0,56.84,52.98,78.0,0.0,0.0,0.0
2007-04-09T21:00:00,2007-04-09T22:00:00,2007-04-10T03:00:00Z,2.125,0.623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.235,0.009,0.013,0.0,0.055,0.0,0.0,0.0,0.022,0.288,0.71111,0.71111,0.71111,0.71111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26831,0.01078,0.01502,0.0,0.06234,0.0,0.0,0.0,0.02534,0.32933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111,0.0,0.0,60.323,73.947,72.285,64.0,75.0,60.788,0.0,303.843,59.9,51.211,55.0,4.474,0.0,0.0
2007-04-09T22:00:00,2007-04-09T23:00:00,2007-04-10T04:00:00Z,1.712,0.502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.156,0.006,0.011,0.0,0.052,0.0,0.0,0.0,0.019,0.256,0.56072,0.56072,0.56072,0.56072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17484,0.00702,0.01274,0.0,0.05835,0.0,0.0,0.0,0.0212,0.28657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.115,0.0,0.0,58.731,72.248,71.808,64.0,75.0,60.671,0.0,189.081,58.46,50.397,57.0,5.145,0.0,0.0
2007-04-09T23:00:00,2007-04-10T00:00:00,2007-04-10T05:00:00Z,1.27,0.372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.066,0.003,0.008,0.0,0.049,0.0,0.0,0.0,0.016,0.231,0.42473,0.42473,0.42473,0.42473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07577,0.00304,0.009,0.0,0.05552,0.0,0.0,0.0,0.01833,0.26307,0.0,0.368,0.112,0.0,0.0,0.0,0.218,0.117,0.0,0.0,56.819,70.778,71.195,64.0,75.0,65.685,0.0,149.208,56.3,48.548,57.0,5.592,0.0,0.0
2007-04-10T00:00:00,2007-04-10T01:00:00,2007-04-10T06:00:00Z,0.939,0.275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.001,0.006,0.0,0.047,0.0,0.0,0.0,0.007,0.201,0.31386,0.31386,0.31386,0.31386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01503,0.0006,0.00657,0.0,0.05414,0.0,0.0,0.0,0.00854,0.22899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.119,0.0,0.0,55.32,69.521,71.349,64.0,75.0,68.356,0.0,0.0,55.22,47.818,58.0,6.263,0.0,0.0
2007-04-10T01:00:00,2007-04-10T02:00:00,2007-04-10T07:00:00Z,1.037,0.304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.001,0.006,0.03,0.046,0.0,0.0,0.0,0.007,0.201,0.34117,0.34117,0.34117,0.34117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01478,0.00059,0.00647,0.03367,0.05194,0.0,0.0,0.0,0.0084,0.22531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.121,0.0,0.0,53.76,68.28,70.138,64.0,75.0,31.791,99.99,0.0,53.42,46.633,60.0,6.935,0.0,0.0
