Time,TimeDST,TimeUTC,Energy Use: Total,Fuel Use: Electricity: Total,End Use: Electricity: Heating,End Use: Electricity: Heating Fans/Pumps,End Use: Electricity: Heating Heat Pump Backup,End Use: Electricity: Heating Heat Pump Backup Fans/Pumps,End Use: Electricity: Cooling,End Use: Electricity: Cooling Fans/Pumps,End Use: Electricity: Hot Water,End Use: Electricity: Lighting Interior,End Use: Electricity: Lighting Garage,End Use: Electricity: Lighting Exterior,End Use: Electricity: Mech Vent,End Use: Electricity: Refrigerator,End Use: Electricity: Clothes Washer,End Use: Electricity: Clothes Dryer,End Use: Electricity: Range/Oven,End Use: Electricity: Ceiling Fan,End Use: Electricity: Plug Loads,Emissions: CO2e: LRMER_MidCase_15: Total,Emissions: CO2e: LRMER_MidCase_15: Net,Emissions: CO2e: LRMER_MidCase_15: Electricity: Total,Emissions: CO2e: LRMER_MidCase_15: Electricity: Net,Emissions: CO2e: LRMER_MidCase_15: Electricity: Heating,Emissions: CO2e: LRMER_MidCase_15: Electricity: Heating Fans/Pumps,Emissions: CO2e: LRMER_MidCase_15: Electricity: Heating Heat Pump Backup,Emissions: CO2e: LRMER_MidCase_15: Electricity: Heating Heat Pump Backup Fans/Pumps,Emissions: CO2e: LRMER_MidCase_15: Electricity: Cooling,Emissions: CO2e: LRMER_MidCase_15: Electricity: Cooling Fans/Pumps,Emissions: CO2e: LRMER_MidCase_15: Electricity: Hot Water,Emissions: CO2e: LRMER_MidCase_15: Electricity: Lighting Interior,Emissions: CO2e: LRMER_MidCase_15: Electricity: Lighting Garage,Emissions: CO2e: LRMER_MidCase_15: Electricity: Lighting Exterior,Emissions: CO2e: LRMER_MidCase_15: Electricity: Mech Vent,Emissions: CO2e: LRMER_MidCase_15: Electricity: Refrigerator,Emissions: CO2e: LRMER_MidCase_15: Electricity: Clothes Washer,Emissions: CO2e: LRMER_MidCase_15: Electricity: Clothes Dryer,Emissions: CO2e: LRMER_MidCase_15: Electricity: Range/Oven,Emissions: CO2e: LRMER_MidCase_15: Electricity: Ceiling Fan,Emissions: CO2e: LRMER_MidCase_15: Electricity: Plug Loads,Hot Water: Clothes Washer,Hot Water: Fixtures,Hot Water: Distribution Waste,Load: Heating: Delivered,Load: Heating: Heat Pump Backup,Load: Cooling: Delivered,Load: Hot Water: Delivered,Load: Hot Water: Tank Losses,Unmet Hours: Heating,Unmet Hours: Cooling,Temperature: Attic - Vented,Temperature: Garage,Temperature: Living Space,Temperature: Heating Setpoint,Temperature: Cooling Setpoint,Airflow: Infiltration,Airflow: Mechanical Ventilation,Airflow: Natural Ventilation,Weather: Drybulb Temperature,Weather: Wetbulb Temperature,Weather: Relative Humidity,Weather: Wind Speed,Weather: Diffuse Solar Radiation,Weather: Direct Solar Radiation
,,,kBtu,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,kWh,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,lb,gal,gal,gal,kBtu,kBtu,kBtu,kBtu,kBtu,hr,hr,F,F,F,F,F,cfm,cfm,cfm,F,F,%,mph,Btu/(hr*ft^2),Btu/(hr*ft^2)
2007-01-01T01:00:00,2007-01-01T01:00:00,2007-01-01T07:00:00Z,0.907,0.266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.001,0.007,0.0,0.037,0.0,0.0,0.0,0.007,0.201,0.30823,0.30823,0.30823,0.30823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01527,0.00061,0.00843,0.0,0.04249,0.0,0.0,0.0,0.00868,0.23275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.136,0.0,0.0,62.952,64.732,68.53,64.0,75.0,46.25,0.0,0.0,62.96,61.645,93.0,6.935,0.0,0.0
2007-01-01T02:00:00,2007-01-01T02:00:00,2007-01-01T08:00:00Z,1.006,0.295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.001,0.007,0.03,0.036,0.0,0.0,0.0,0.007,0.201,0.34371,0.34371,0.34371,0.34371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01535,0.00062,0.00847,0.03496,0.04164,0.0,0.0,0.0,0.00872,0.23394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.136,0.0,0.0,62.674,64.446,67.739,64.0,75.0,14.178,99.99,0.0,62.96,61.644,93.0,6.935,0.0,0.0
2007-01-01T03:00:00,2007-01-01T03:00:00,2007-01-01T09:00:00Z,2.133,0.625,0.34,0.021,0.0,0.0,0.0,0.0,0.0,0.013,0.001,0.007,0.0,0.035,0.0,0.0,0.0,0.007,0.201,0.72975,0.72975,0.72975,0.72975,0.39647,0.02509,0.0,0.0,0.0,0.0,0.0,0.01538,0.00062,0.00849,0.0,0.04064,0.0,0.0,0.0,0.00873,0.23434,0.0,0.0,0.0,3.324,0.0,0.0,0.0,0.136,0.0,0.0,62.554,64.173,69.886,70.0,75.0,43.418,0.0,0.0,62.96,62.4,97.0,6.935,0.0,0.0
2007-01-01T04:00:00,2007-01-01T04:00:00,2007-01-01T10:00:00Z,2.068,0.606,0.323,0.02,0.0,0.0,0.0,0.0,0.0,0.013,0.001,0.007,0.0,0.034,0.0,0.0,0.0,0.007,0.201,0.70262,0.70262,0.70262,0.70262,0.37408,0.02355,0.0,0.0,0.0,0.0,0.0,0.01527,0.00061,0.00843,0.0,0.0393,0.0,0.0,0.0,0.00867,0.2327,0.0,0.0,0.0,3.305,0.0,0.0,0.0,0.135,0.0,0.0,63.545,64.01,69.996,70.0,75.0,63.789,0.0,0.0,64.04,62.702,93.0,10.29,0.0,0.0
2007-01-01T05:00:00,2007-01-01T05:00:00,2007-01-01T11:00:00Z,2.275,0.667,0.381,0.024,0.0,0.0,0.0,0.0,0.0,0.013,0.001,0.007,0.0,0.033,0.0,0.0,0.0,0.007,0.201,0.76344,0.76344,0.76344,0.76344,0.436,0.02727,0.0,0.0,0.0,0.0,0.0,0.01508,0.00061,0.00832,0.0,0.03776,0.0,0.0,0.0,0.00857,0.22983,0.0,0.0,0.0,3.92,0.0,0.0,0.0,0.135,0.0,0.0,64.441,64.017,70.0,70.0,75.0,102.828,0.0,0.0,64.94,63.584,93.0,16.106,0.0,0.0
2007-01-01T06:00:00,2007-01-01T06:00:00,2007-01-01T12:00:00Z,2.773,0.813,0.35,0.022,0.0,0.0,0.0,0.0,0.0,0.013,0.001,0.006,0.0,0.033,0.0,0.0,0.18,0.007,0.201,0.92695,0.92695,0.92695,0.92695,0.39959,0.02496,0.0,0.0,0.0,0.0,0.0,0.01503,0.0006,0.00667,0.0,0.03763,0.0,0.0,0.20496,0.00854,0.22899,0.0,0.0,0.0,3.603,0.0,0.0,0.0,0.134,0.0,0.0,64.67,64.008,70.0,70.0,75.0,111.477,0.0,0.0,64.94,63.584,93.0,17.224,0.0,0.0
2007-01-01T07:00:00,2007-01-01T07:00:00,2007-01-01T13:00:00Z,3.831,1.123,0.289,0.018,0.0,0.0,0.0,0.0,0.0,0.094,0.004,0.006,0.0,0.035,0.0,0.0,0.36,0.017,0.299,1.26346,1.26346,1.26346,1.26346,0.32554,0.0203,0.0,0.0,0.0,0.0,0.0,0.10619,0.00427,0.00623,0.0,0.03919,0.0,0.0,0.40542,0.01962,0.33671,0.0,0.0,0.0,2.971,0.0,0.0,0.0,0.133,0.0,0.0,64.547,63.961,70.0,70.0,75.0,102.832,0.0,0.0,64.94,62.393,87.0,16.106,0.0,0.0
2007-01-01T08:00:00,2007-01-01T08:00:00,2007-01-01T14:00:00Z,2.879,0.844,0.3,0.019,0.0,0.0,0.0,0.0,0.0,0.119,0.005,0.005,0.0,0.037,0.0,0.0,0.0,0.019,0.34,0.83746,0.83746,0.83746,0.83746,0.29783,0.01857,0.0,0.0,0.0,0.0,0.0,0.11846,0.00476,0.00533,0.0,0.03638,0.0,0.0,0.0,0.01891,0.33722,0.0,0.0,0.0,3.081,0.0,0.0,0.0,0.133,0.0,0.0,64.659,63.942,70.0,70.0,75.0,120.344,0.0,0.0,64.94,62.393,87.0,18.343,5.072,0.0
2007-01-01T09:00:00,2007-01-01T09:00:00,2007-01-01T15:00:00Z,2.556,0.749,0.2,0.012,0.0,0.0,0.0,0.0,0.0,0.127,0.005,0.005,0.0,0.038,0.0,0.0,0.0,0.014,0.348,0.63535,0.63535,0.63535,0.63535,0.16986,0.01047,0.0,0.0,0.0,0.0,0.0,0.10761,0.00432,0.00442,0.0,0.03186,0.0,0.0,0.0,0.01168,0.29511,0.0,0.0,0.0,2.058,0.0,0.0,0.0,0.132,0.0,0.0,66.117,64.172,70.0,70.0,75.0,130.373,0.0,0.0,66.02,63.432,87.0,19.685,31.066,0.0
2007-01-01T10:00:00,2007-01-01T10:00:00,2007-01-01T16:00:00Z,2.742,0.804,0.0,0.0,0.0,0.0,0.0,0.0,0.269,0.13,0.005,0.004,0.0,0.038,0.0,0.0,0.0,0.009,0.348,0.65402,0.65402,0.65402,0.65402,0.0,0.0,0.0,0.0,0.0,0.0,0.21864,0.10612,0.00426,0.0036,0.0,0.03058,0.0,0.0,0.0,0.0076,0.28322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.131,0.0,0.0,68.252,64.733,70.717,70.0,75.0,118.63,0.0,0.0,66.92,63.673,84.0,18.343,64.985,84.005
2007-01-01T11:00:00,2007-01-01T11:00:00,2007-01-01T17:00:00Z,2.24,0.656,0.0,0.0,0.0,0.0,0.0,0.0,0.127,0.127,0.005,0.003,0.0,0.037,0.0,0.0,0.0,0.01,0.348,0.51683,0.51683,0.51683,0.51683,0.0,0.0,0.0,0.0,0.0,0.0,0.09973,0.09989,0.00401,0.00274,0.0,0.02885,0.0,0.0,0.0,0.00767,0.27394,0.0,0.384,0.117,0.0,0.0,0.0,0.254,0.136,0.0,0.0,71.075,65.409,72.201,70.0,75.0,149.148,0.0,0.0,66.92,63.673,84.0,21.922,76.397,119.191
2007-01-01T12:00:00,2007-01-01T12:00:00,2007-01-01T18:00:00Z,1.814,0.532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.122,0.005,0.002,0.0,0.037,0.0,0.0,0.0,0.01,0.356,0.41509,0.41509,0.41509,0.41509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09509,0.00382,0.00185,0.0,0.02862,0.0,0.0,0.0,0.00793,0.27778,0.0,0.384,0.117,0.0,0.0,0.0,0.254,0.132,0.0,0.0,72.92,66.317,72.771,70.0,75.0,118.663,0.0,0.0,69.08,64.412,78.0,18.343,71.959,9.51
2007-01-01T13:00:00,2007-01-01T13:00:00,2007-01-01T19:00:00Z,4.965,1.455,0.0,0.0,0.0,0.0,0.0,0.0,0.918,0.118,0.005,0.002,0.0,0.038,0.0,0.0,0.0,0.01,0.364,1.14916,1.14916,1.14916,1.14916,0.0,0.0,0.0,0.0,0.0,0.0,0.72502,0.09341,0.00375,0.0015,0.0,0.03039,0.0,0.0,0.0,0.0077,0.2874,0.0,4.078,1.241,0.0,0.0,0.0,2.664,0.129,0.0,0.0,75.097,67.226,73.656,70.0,75.0,109.376,0.0,0.0,69.98,65.25,78.0,17.224,84.639,89.077
2007-01-01T14:00:00,2007-01-01T14:00:00,2007-01-01T20:00:00Z,9.063,2.656,0.0,0.0,0.0,0.0,0.0,0.0,0.941,0.117,0.005,0.002,0.0,0.038,0.041,1.137,0.0,0.011,0.364,2.08513,2.08513,2.08513,2.08513,0.0,0.0,0.0,0.0,0.0,0.0,0.73875,0.09201,0.0037,0.00136,0.0,0.03021,0.03214,0.89232,0.0,0.00893,0.28571,2.895,2.461,0.749,0.0,0.0,0.0,3.056,0.127,0.0,0.0,75.001,67.868,74.483,70.0,75.0,73.15,78.92,0.0,68.0,64.699,84.0,18.343,88.76,58.328
2007-01-01T15:00:00,2007-01-01T15:00:00,2007-01-01T21:00:00Z,19.776,5.796,0.0,0.0,0.0,0.0,0.03,0.008,0.802,0.118,0.005,0.002,0.0,0.038,0.0,4.424,0.0,0.013,0.356,4.54493,4.54493,4.54493,4.54493,0.0,0.0,0.0,0.0,0.02358,0.00628,0.62905,0.09275,0.00373,0.00136,0.0,0.03018,0.0,3.46918,0.0,0.00985,0.27896,4.048,0.779,0.237,0.0,0.0,0.254,2.527,0.126,0.0,0.0,74.988,68.42,74.995,70.0,75.0,30.36,307.173,0.0,68.0,64.699,84.0,17.224,53.256,130.286
2007-01-01T16:00:00,2007-01-01T16:00:00,2007-01-01T22:00:00Z,4.558,1.336,0.0,0.0,0.0,0.0,0.183,0.049,0.549,0.125,0.005,0.002,0.0,0.038,0.0,0.0,0.0,0.013,0.372,1.0821,1.0821,1.0821,1.0821,0.0,0.0,0.0,0.0,0.14851,0.04003,0.44436,0.10125,0.00407,0.00154,0.0,0.03043,0.0,0.0,0.0,0.0105,0.30142,3.695,0.387,0.118,0.0,0.0,1.639,2.111,0.125,0.0,0.0,73.436,68.715,75.0,70.0,75.0,114.661,0.0,0.0,66.92,64.297,87.0,17.224,20.922,180.055
2007-01-01T17:00:00,2007-01-01T17:00:00,2007-01-01T23:00:00Z,3.483,1.021,0.0,0.0,0.0,0.0,0.0,0.0,0.421,0.147,0.006,0.003,0.0,0.04,0.0,0.0,0.0,0.016,0.388,0.99346,0.99346,0.99346,0.99346,0.0,0.0,0.0,0.0,0.0,0.0,0.40968,0.14283,0.00574,0.00292,0.0,0.03923,0.0,0.0,0.0,0.01538,0.37768,0.935,1.16,0.353,0.0,0.0,0.0,1.227,0.124,0.0,0.0,71.235,68.89,74.899,70.0,75.0,106.282,0.0,0.0,66.92,64.297,87.0,16.106,7.608,85.273
2007-01-01T18:00:00,2007-01-01T18:00:00,2007-01-02T00:00:00Z,3.933,1.153,0.0,0.0,0.0,0.0,0.0,0.0,0.431,0.192,0.008,0.006,0.03,0.044,0.0,0.0,0.0,0.021,0.42,1.26715,1.26715,1.26715,1.26715,0.0,0.0,0.0,0.0,0.0,0.0,0.47349,0.21157,0.0085,0.00643,0.03298,0.04834,0.0,0.0,0.0,0.02362,0.46221,0.0,2.483,0.755,0.0,0.0,0.0,1.621,0.124,0.0,0.0,68.608,68.754,73.442,64.0,75.0,55.503,99.99,0.0,66.02,63.432,87.0,16.106,0.0,0.0
2007-01-01T19:00:00,2007-01-01T19:00:00,2007-01-02T01:00:00Z,5.193,1.522,0.0,0.0,0.0,0.0,0.0,0.0,0.757,0.247,0.01,0.008,0.0,0.046,0.0,0.0,0.0,0.026,0.429,1.69163,1.69163,1.69163,1.69163,0.0,0.0,0.0,0.0,0.0,0.0,0.84154,0.27461,0.01103,0.00861,0.0,0.05092,0.0,0.0,0.0,0.0284,0.47652,0.0,3.011,0.916,0.0,0.0,0.0,1.957,0.123,0.0,0.0,66.993,68.436,72.808,64.0,75.0,89.45,0.0,0.0,66.02,64.041,90.0,13.869,0.0,0.0
2007-01-01T20:00:00,2007-01-01T20:00:00,2007-01-02T02:00:00Z,4.544,1.332,0.0,0.0,0.0,0.0,0.0,0.0,0.566,0.269,0.011,0.01,0.0,0.044,0.0,0.0,0.0,0.027,0.405,1.47308,1.47308,1.47308,1.47308,0.0,0.0,0.0,0.0,0.0,0.0,0.62632,0.29733,0.01194,0.01136,0.0,0.04865,0.0,0.0,0.0,0.03006,0.44742,0.0,3.202,0.974,0.0,0.0,0.0,2.1,0.125,0.0,0.0,66.408,67.962,72.492,64.0,75.0,88.578,0.0,0.0,66.02,64.042,90.0,13.869,0.0,0.0
2007-01-01T21:00:00,2007-01-01T21:00:00,2007-01-02T03:00:00Z,4.056,1.189,0.0,0.0,0.0,0.0,0.0,0.0,0.476,0.237,0.01,0.014,0.0,0.043,0.0,0.0,0.0,0.029,0.38,1.3263,1.3263,1.3263,1.3263,0.0,0.0,0.0,0.0,0.0,0.0,0.5307,0.26485,0.01064,0.01605,0.0,0.04805,0.0,0.0,0.0,0.03213,0.42388,0.0,3.177,0.966,0.0,0.0,0.0,2.066,0.125,0.0,0.0,65.514,67.426,71.974,64.0,75.0,64.929,0.0,0.0,66.02,63.432,87.0,10.29,0.0,0.0
2007-01-01T22:00:00,2007-01-01T22:00:00,2007-01-02T04:00:00Z,2.2,0.645,0.0,0.0,0.0,0.0,0.0,0.0,0.364,0.013,0.001,0.017,0.0,0.042,0.0,0.0,0.0,0.007,0.201,0.72825,0.72825,0.72825,0.72825,0.0,0.0,0.0,0.0,0.0,0.0,0.41119,0.01488,0.0006,0.01875,0.0,0.04761,0.0,0.0,0.0,0.00845,0.22677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,64.058,66.749,71.077,64.0,75.0,65.965,0.0,0.0,64.94,62.993,90.0,10.29,0.0,0.0
2007-01-01T23:00:00,2007-01-01T23:00:00,2007-01-02T05:00:00Z,0.944,0.277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.001,0.014,0.0,0.04,0.0,0.0,0.0,0.007,0.201,0.31688,0.31688,0.31688,0.31688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01509,0.00061,0.01647,0.0,0.04618,0.0,0.0,0.0,0.00857,0.22996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.131,0.0,0.0,63.148,66.106,70.337,64.0,75.0,74.093,0.0,0.0,64.04,62.703,93.0,11.632,0.0,0.0
2007-01-02T00:00:00,2007-01-02T00:00:00,2007-01-02T06:00:00Z,0.919,0.269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.001,0.01,0.0,0.038,0.0,0.0,0.0,0.007,0.201,0.30813,0.30813,0.30813,0.30813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01506,0.0006,0.01139,0.0,0.04296,0.0,0.0,0.0,0.00856,0.22956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.132,0.0,0.0,63.329,65.667,70.004,64.0,75.0,64.61,0.0,0.0,64.04,63.28,96.0,10.29,0.0,0.0
2007-01-02T01:00:00,2007-01-02T01:00:00,2007-01-02T07:00:00Z,0.907,0.266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.001,0.007,0.0,0.037,0.0,0.0,0.0,0.007,0.201,0.30823,0.30823,0.30823,0.30823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01527,0.00061,0.00843,0.0,0.04249,0.0,0.0,0.0,0.00868,0.23275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.132,0.0,0.0,63.356,65.348,69.641,64.0,75.0,57.556,0.0,0.0,64.04,63.281,96.0,9.171,0.0,0.0
2007-01-02T02:00:00,2007-01-02T02:00:00,2007-01-02T08:00:00Z,1.006,0.295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.001,0.007,0.03,0.036,0.0,0.0,0.0,0.007,0.201,0.34371,0.34371,0.34371,0.34371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01535,0.00062,0.00847,0.03496,0.04164,0.0,0.0,0.0,0.00872,0.23394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.132,0.0,0.0,63.002,65.013,68.83,64.0,75.0,29.987,99.99,0.0,64.04,63.28,96.0,11.632,0.0,0.0
2007-01-02T03:00:00,2007-01-02T03:00:00,2007-01-02T09:00:00Z,1.648,0.483,0.206,0.013,0.0,0.0,0.0,0.0,0.0,0.013,0.001,0.007,0.0,0.035,0.0,0.0,0.0,0.007,0.201,0.56373,0.56373,0.56373,0.56373,0.24065,0.01488,0.0,0.0,0.0,0.0,0.0,0.01538,0.00062,0.00849,0.0,0.04064,0.0,0.0,0.0,0.00873,0.23434,0.0,0.0,0.0,2.034,0.0,0.0,0.0,0.132,0.0,0.0,62.713,64.702,69.966,70.0,75.0,61.901,0.0,0.0,64.04,62.703,93.0,10.29,0.0,0.0
2007-01-02T04:00:00,2007-01-02T04:00:00,2007-01-02T10:00:00Z,1.519,0.445,0.171,0.011,0.0,0.0,0.0,0.0,0.0,0.013,0.001,0.007,0.0,0.034,0.0,0.0,0.0,0.007,0.201,0.51607,0.51607,0.51607,0.51607,0.19877,0.01231,0.0,0.0,0.0,0.0,0.0,0.01527,0.00061,0.00843,0.0,0.0393,0.0,0.0,0.0,0.00867,0.2327,0.0,0.0,0.0,1.734,0.0,0.0,0.0,0.132,0.0,0.0,62.969,64.459,69.999,70.0,75.0,63.932,0.0,0.0,64.04,63.28,96.0,10.29,0.0,0.0
2007-01-02T05:00:00,2007-01-02T05:00:00,2007-01-02T11:00:00Z,1.865,0.547,0.268,0.017,0.0,0.0,0.0,0.0,0.0,0.013,0.001,0.007,0.0,0.033,0.0,0.0,0.0,0.007,0.201,0.62569,0.62569,0.62569,0.62569,0.30634,0.01919,0.0,0.0,0.0,0.0,0.0,0.01508,0.00061,0.00832,0.0,0.03776,0.0,0.0,0.0,0.00857,0.22983,0.0,0.0,0.0,2.708,0.0,0.0,0.0,0.132,0.0,0.0,61.41,64.104,70.0,70.0,75.0,41.436,0.0,0.0,62.96,62.401,97.0,4.698,0.0,0.0
2007-01-02T06:00:00,2007-01-02T06:00:00,2007-01-02T12:00:00Z,1.997,0.585,0.305,0.019,0.0,0.0,0.0,0.0,0.0,0.013,0.001,0.006,0.0,0.033,0.0,0.0,0.0,0.007,0.201,0.66774,0.66774,0.66774,0.66774,0.34829,0.02201,0.0,0.0,0.0,0.0,0.0,0.01503,0.0006,0.00667,0.0,0.03763,0.0,0.0,0.0,0.00854,0.22899,0.0,0.0,0.0,3.088,0.0,0.0,0.0,0.132,0.0,0.0,59.906,63.61,70.0,70.0,75.0,41.365,0.0,0.0,62.06,61.323,96.0,3.355,0.0,0.0
2007-01-02T07:00:00,2007-01-02T07:00:00,2007-01-02T13:00:00Z,2.112,0.619,0.336,0.021,0.0,0.0,0.0,0.0,0.0,0.013,0.001,0.006,0.0,0.035,0.0,0.0,0.0,0.007,0.201,0.69676,0.69676,0.69676,0.69676,0.37767,0.02391,0.0,0.0,0.0,0.0,0.0,0.01482,0.0006,0.00623,0.0,0.03919,0.0,0.0,0.0,0.00842,0.22593,0.0,0.0,0.0,3.402,0.0,0.0,0.0,0.132,0.0,0.0,59.325,63.097,70.0,70.0,75.0,41.365,0.0,0.0,62.06,61.323,96.0,3.355,0.0,0.0
2007-01-02T08:00:00,2007-01-02T08:00:00,2007-01-02T14:00:00Z,3.047,0.893,0.221,0.014,0.0,0.0,0.0,0.0,0.394,0.013,0.001,0.005,0.0,0.037,0.0,0.0,0.0,0.007,0.201,0.88631,0.88631,0.88631,0.88631,0.21978,0.01381,0.0,0.0,0.0,0.0,0.39074,0.01307,0.00053,0.00533,0.0,0.03638,0.0,0.0,0.0,0.00743,0.19924,0.0,0.0,0.0,2.249,0.0,0.0,0.0,0.139,0.0,0.0,61.55,62.954,70.0,70.0,75.0,41.438,0.0,0.0,62.96,61.646,93.0,4.698,16.801,72.593
2007-01-02T09:00:00,2007-01-02T09:00:00,2007-01-02T15:00:00Z,0.903,0.265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.001,0.005,0.0,0.038,0.0,0.0,0.0,0.007,0.201,0.22451,0.22451,0.22451,0.22451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01117,0.00045,0.00442,0.0,0.03186,0.0,0.0,0.0,0.00635,0.17026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,67.187,63.935,71.161,70.0,75.0,66.522,0.0,0.0,68.0,64.703,84.0,11.632,31.7,157.548
2007-01-02T10:00:00,2007-01-02T10:00:00,2007-01-02T16:00:00Z,1.825,0.535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.005,0.004,0.0,0.038,0.0,0.0,0.0,0.009,0.348,0.43539,0.43539,0.43539,0.43539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10612,0.00426,0.0036,0.0,0.03058,0.0,0.0,0.0,0.0076,0.28322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.137,0.0,0.0,71.463,65.095,72.714,70.0,75.0,99.923,0.0,0.0,69.08,64.415,78.0,16.106,59.913,105.56
2007-01-02T11:00:00,2007-01-02T11:00:00,2007-01-02T17:00:00Z,6.728,1.972,0.0,0.0,0.0,0.0,0.146,0.038,0.0,0.127,0.005,0.003,0.0,0.037,0.0,0.0,1.258,0.01,0.348,1.5523,1.5523,1.5523,1.5523,0.0,0.0,0.0,0.0,0.1149,0.03025,0.0,0.09989,0.00401,0.00274,0.0,0.02885,0.0,0.0,0.99004,0.00767,0.27394,0.0,0.0,0.0,0.0,0.0,1.394,0.0,0.133,0.0,0.0,75.758,66.278,74.9,70.0,75.0,91.882,0.0,0.0,69.98,64.799,76.0,14.987,51.671,209.853
2007-01-02T12:00:00,2007-01-02T12:00:00,2007-01-02T18:00:00Z,11.642,3.412,0.0,0.0,0.0,0.0,0.572,0.151,0.0,0.122,0.005,0.002,0.0,0.037,0.0,0.0,2.157,0.01,0.356,2.66428,2.66428,2.66428,2.66428,0.0,0.0,0.0,0.0,0.44696,0.11783,0.0,0.09509,0.00382,0.00185,0.0,0.02862,0.0,0.0,1.68439,0.00793,0.27778,0.0,0.0,0.0,0.0,0.0,5.392,0.0,0.13,0.0,0.0,79.071,67.775,74.985,70.0,75.0,101.562,0.0,0.0,71.06,64.391,70.0,16.106,31.066,265.328
2007-01-02T13:00:00,2007-01-02T13:00:00,2007-01-02T19:00:00Z,5.997,1.757,0.0,0.0,0.0,0.0,0.595,0.157,0.0,0.118,0.005,0.002,0.0,0.038,0.0,0.0,0.468,0.01,0.364,1.38787,1.38787,1.38787,1.38787,0.0,0.0,0.0,0.0,0.47,0.12409,0.0,0.09341,0.00375,0.0015,0.0,0.03039,0.0,0.0,0.36964,0.0077,0.2874,0.0,0.391,0.119,0.0,0.0,5.688,0.254,0.125,0.0,0.0,79.472,69.114,74.998,70.0,75.0,119.333,0.0,0.0,71.06,64.388,70.0,18.343,49.452,218.095
2007-01-02T14:00:00,2007-01-02T14:00:00,2007-01-02T20:00:00Z,5.23,1.533,0.0,0.0,0.0,0.0,0.787,0.209,0.0,0.117,0.005,0.002,0.0,0.038,0.0,0.0,0.0,0.011,0.364,1.2033,1.2033,1.2033,1.2033,0.0,0.0,0.0,0.0,0.61751,0.16386,0.0,0.09201,0.0037,0.00136,0.0,0.03021,0.0,0.0,0.0,0.00893,0.28571,0.0,0.0,0.0,0.0,0.0,7.689,0.0,0.121,0.0,0.0,79.078,70.016,75.0,70.0,75.0,139.705,0.0,0.0,71.06,65.098,73.0,20.804,31.066,259.939
2007-01-02T15:00:00,2007-01-02T15:00:00,2007-01-02T21:00:00Z,6.602,1.935,0.0,0.0,0.0,0.0,0.774,0.207,0.422,0.118,0.005,0.002,0.0,0.038,0.0,0.0,0.0,0.013,0.356,1.5174,1.5174,1.5174,1.5174,0.0,0.0,0.0,0.0,0.60713,0.16247,0.33096,0.09275,0.00373,0.00136,0.0,0.03018,0.0,0.0,0.0,0.00985,0.27896,0.0,1.94,0.59,0.0,0.0,7.773,1.268,0.121,0.0,0.0,77.641,70.454,75.0,70.0,75.0,111.437,0.0,0.0,69.98,64.798,76.0,17.224,33.285,202.879
2007-01-02T16:00:00,2007-01-02T16:00:00,2007-01-02T22:00:00Z,6.242,1.829,0.0,0.0,0.0,0.0,0.68,0.184,0.41,0.125,0.005,0.002,0.0,0.038,0.0,0.0,0.0,0.013,0.372,1.48174,1.48174,1.48174,1.48174,0.0,0.0,0.0,0.0,0.55115,0.14934,0.33205,0.10125,0.00407,0.00154,0.0,0.03043,0.0,0.0,0.0,0.0105,0.30142,0.0,1.158,0.352,0.0,0.0,7.064,0.76,0.121,0.0,0.0,74.965,70.477,75.0,70.0,75.0,88.868,0.0,0.0,68.0,64.057,81.0,13.869,19.02,196.222
